,home_team,away_team,result,goals_h,goals_a,round,ball_poss_h,ball_poss_a,goal_attempts_h,goal_attempts_a,shots_on_h,shots_on_a,shots_off_h,shots_off_a,shots_blocked_h,shots_blocked_a,free_kicks_h,free_kicks_a,corner_kicks_h,corner_kicks_a,offsides_h,offsides_a,thorw-in_h,thorw-in_a,goalkeeper_saves_h,goalkeeper_saves_a,fouls_h,fouls_a,yellow_h,yellow_a,red_h,red_a,passes_h,passes_a,passes_completed_h,passes_completed_a,tackles_h,tackles_a,attacks_h,attacks_a,attacks_dang_h,attacks_dang_a,odds_avg_h,odds_avg_a,odds_avg_d,date
238,Lech Poznań,Cracovia,H,2,0,2,54,46,9,4,5,0,4,4,,,,,4,3,3,2,,,0,3,17,10,,,1.0,1.0,,,,,,,85,75,59,49,1.63,5.6,3.75,2018-07-29
236,Pogoń Szczecin,Piast Gliwice,A,0,2,2,52,48,17,6,3,3,14,3,,,,,8,4,0,2,,,1,3,15,14,,,2.0,1.0,,,,,,,96,100,68,41,2.16,3.45,3.25,2018-07-30
235,Zagłębie Sosnowiec,Pogoń Szczecin,H,3,0,3,59,41,9,10,5,2,4,8,,,,,2,12,1,6,,,2,2,21,20,,,2.0,3.0,,,,,,,100,119,48,88,3.3,2.26,3.2,2018-08-03
293,Wisła Płock,Korona Kielce,A,1,2,3,55,45,2,11,1,4,1,7,,,,,2,5,4,1,,,2,0,16,16,1.0,0.0,6.0,3.0,,,,,,,98,126,54,53,2.05,3.7,3.35,2018-08-03
233,Legia Warszawa,Lechia Gdańsk,D,0,0,3,50,50,9,6,4,3,5,3,,,,,7,7,4,7,,,3,4,12,20,,,0.0,3.0,,,,,,,105,101,61,56,1.68,5.3,3.7,2018-08-04
234,Piast Gliwice,Zagłębie Lubin,H,2,1,3,60,40,8,8,5,3,3,5,,,,,10,2,2,2,,,2,3,10,15,,,0.0,2.0,,,,,,,120,102,81,63,2.5,2.98,3.15,2018-08-04
231,Miedź Legnica,Górnik Zabrze,A,1,3,3,55,45,12,10,5,8,7,2,,,,,4,4,1,3,,,5,4,16,8,,,1.0,2.0,,,,,,,103,68,76,46,2.0,3.85,3.4,2018-08-05
232,Śląsk Wrocław,Lech Poznań,A,0,1,3,51,49,5,7,1,3,4,4,,,,,5,3,15,2,,,2,1,19,24,,,2.0,2.0,,,,,,,109,85,77,56,2.9,2.53,3.2,2018-08-05
230,Jagiellonia Białystok,Wisła Kraków,H,1,0,3,47,53,11,10,6,4,5,6,,,,,8,6,3,2,,,4,5,13,13,0.0,1.0,1.0,1.0,,,,,,,99,100,75,62,2.11,3.4,3.25,2018-08-05
229,Cracovia,Arka Gdynia,D,0,0,3,45,55,16,8,3,2,13,6,,,,,8,5,1,1,,,2,3,11,13,,,1.0,2.0,,,,,,,127,160,69,94,2.11,3.4,3.25,2018-08-06
292,Lechia Gdańsk,Miedź Legnica,H,2,0,4,49,51,9,17,5,5,4,12,,,,,2,6,2,2,,,5,3,14,14,,,2.0,1.0,,,,,,,140,138,97,110,2.15,3.5,3.3,2018-08-10
228,Wisła Kraków,Wisła Płock,D,1,1,4,59,41,18,7,6,3,12,4,,,,,4,3,2,4,,,2,5,15,18,0.0,1.0,2.0,5.0,,,,,,,101,69,73,44,2.5,2.86,3.3,2018-08-10
226,Arka Gdynia,Górnik Zabrze,D,1,1,4,48,52,13,14,4,5,9,9,,,,,7,2,0,2,,,4,3,16,17,0.0,1.0,2.0,3.0,,,,,,,113,84,93,66,2.08,3.65,3.35,2018-08-11
227,Pogoń Szczecin,Cracovia,D,1,1,4,52,48,5,6,1,4,4,2,,,,,6,6,2,0,,,3,1,15,11,,,4.0,5.0,,,,,,,68,76,50,64,1.85,4.6,3.4,2018-08-11
224,Zagłębie Lubin,Jagiellonia Białystok,A,0,2,4,56,44,15,9,4,4,11,5,,,,,8,2,3,0,,,2,4,14,17,,,1.0,2.0,,,,,,,113,77,88,39,2.38,3.1,3.2,2018-08-12
225,Piast Gliwice,Legia Warszawa,A,1,3,4,48,52,12,13,4,6,8,7,,,,,9,6,2,5,,,3,3,14,12,1.0,0.0,2.0,1.0,,,,,,,94,104,77,81,2.87,2.52,3.25,2018-08-12
223,Lech Poznań,Zagłębie Sosnowiec,H,4,0,4,67,33,15,15,7,4,8,11,,,,,4,3,0,3,,,4,3,8,16,,,2.0,3.0,,,,,,,104,79,53,39,1.55,6.7,4.1,2018-08-12
222,Korona Kielce,Śląsk Wrocław,H,2,1,4,47,53,7,9,3,4,4,5,,,,,2,5,2,1,,,3,2,15,18,,,1.0,4.0,,,,,,,115,130,60,72,2.16,3.5,3.3,2018-08-13
221,Miedź Legnica,Korona Kielce,D,1,1,5,53,47,13,10,6,2,7,8,,,,,6,7,0,0,,,1,5,15,15,,,0.0,1.0,,,,,,,95,105,50,58,2.35,3.0,3.25,2018-08-17
291,Cracovia,Zagłębie Lubin,A,0,1,5,51,49,19,10,6,3,13,7,,,,,9,5,2,2,,,2,6,14,26,,,0.0,5.0,,,,,,,129,116,78,63,2.78,2.7,3.0,2018-08-17
219,Górnik Zabrze,Lechia Gdańsk,A,0,2,5,56,44,12,9,4,5,8,4,,,,,2,5,2,1,,,3,4,15,13,,,0.0,8.0,,,,,,,97,97,87,85,2.6,2.88,3.05,2018-08-18
220,Wisła Płock,Arka Gdynia,A,1,3,5,53,47,14,7,5,5,9,2,,,,,8,3,0,2,,,2,4,10,17,,,0.0,2.0,,,,,,,122,90,109,61,1.97,3.75,3.25,2018-08-18
216,Jagiellonia Białystok,Piast Gliwice,H,2,1,5,44,56,10,7,3,2,7,5,,,,,8,5,0,1,,,1,1,11,17,,,2.0,1.0,,,,,,,109,96,90,58,2.02,3.9,3.2,2018-08-19
217,Lech Poznań,Wisła Kraków,A,2,5,5,53,47,13,12,5,9,8,3,,,,,5,2,0,2,,,4,3,14,13,,,4.0,3.0,,,,,,,106,91,60,48,1.76,4.75,3.5,2018-08-19
218,Legia Warszawa,Zagłębie Sosnowiec,H,2,1,5,55,45,8,3,4,2,4,1,,,,,2,4,3,3,,,1,2,13,13,,,2.0,2.0,,,,,,,107,100,71,64,1.43,7.8,4.45,2018-08-19
215,Śląsk Wrocław,Pogoń Szczecin,D,0,0,5,43,57,11,13,2,4,9,9,,,,,7,3,2,1,,,4,2,13,11,,,1.0,0.0,,,,,,,105,102,84,73,2.25,3.45,3.25,2018-08-20
290,Piast Gliwice,Cracovia,H,3,1,6,48,52,14,6,6,4,8,2,,,,,6,4,0,1,,,3,3,19,17,0.0,1.0,3.0,3.0,,,,,,,70,54,43,28,2.1,3.4,3.45,2018-08-24
214,Korona Kielce,Arka Gdynia,H,2,1,6,53,47,27,9,10,5,17,4,,,,,5,5,1,3,,,4,8,11,9,,,2.0,3.0,,,,,,,90,95,53,56,2.15,3.35,3.4,2018-08-24
212,Wisła Kraków,Górnik Zabrze,H,3,0,6,58,42,16,13,7,4,9,9,,,,,9,11,5,1,,,4,4,12,12,,,2.0,1.0,,,,,,,96,91,82,90,1.86,3.85,3.75,2018-08-25
213,Pogoń Szczecin,Lechia Gdańsk,A,2,3,6,51,49,16,9,6,4,10,5,,,,,12,3,0,2,,,2,4,17,12,,,0.0,2.0,,,,,,,112,85,100,42,2.32,3.0,3.4,2018-08-25
209,Zagłębie Lubin,Lech Poznań,H,2,1,6,30,70,13,14,8,2,5,12,,,,,5,6,9,2,,,1,6,11,14,,,0.0,2.0,,,,,,,87,141,74,120,2.9,2.5,3.2,2018-08-26
211,Legia Warszawa,Wisła Płock,A,1,4,6,59,41,6,14,4,6,2,8,,,,,5,4,1,3,,,2,3,20,20,1.0,0.0,4.0,2.0,,,,,,,132,92,60,43,1.8,4.45,3.6,2018-08-26
210,Jagiellonia Białystok,Miedź Legnica,A,2,3,6,55,45,12,13,4,6,8,7,,,,,4,5,1,2,,,3,2,12,16,,,2.0,1.0,,,,,,,99,81,66,57,1.8,4.55,3.55,2018-08-26
208,Zagłębie Sosnowiec,Śląsk Wrocław,D,3,3,6,64,36,17,13,9,8,8,5,,,,,11,3,0,0,,,5,6,14,13,,,3.0,2.0,,,,,,,66,59,103,84,2.92,2.45,3.25,2018-08-27
289,Górnik Zabrze,Pogoń Szczecin,D,1,1,7,38,62,11,12,3,5,8,7,,,,,2,8,4,3,,,4,2,16,16,1.0,0.0,3.0,2.0,,,,,,,57,63,33,37,2.7,2.65,3.25,2018-08-31
207,Lechia Gdańsk,Korona Kielce,H,2,0,7,52,48,6,14,3,5,3,9,,,,,1,6,0,0,,,5,1,22,18,,,5.0,4.0,,,,,,,72,121,52,113,2.26,3.15,3.3,2018-08-31
205,Śląsk Wrocław,Wisła Kraków,A,0,1,7,39,61,21,12,8,2,13,10,,,,,6,6,2,0,,,1,8,20,9,,,4.0,3.0,,,,,,,96,116,79,76,2.65,2.7,3.25,2018-09-01
206,Arka Gdynia,Zagłębie Sosnowiec,D,2,2,7,57,43,13,9,7,6,6,3,,,,,2,5,2,1,,,4,5,17,13,,,3.0,4.0,,,,,,,84,87,84,64,2.2,3.15,3.4,2018-09-01
204,Lech Poznań,Piast Gliwice,D,1,1,7,62,38,15,10,7,3,8,7,,,,,4,2,0,4,,,2,6,17,11,,,4.0,1.0,,,,,,,130,111,88,66,1.82,4.6,3.5,2018-09-01
201,Cracovia,Legia Warszawa,D,0,0,7,64,36,15,7,2,3,13,4,,,,,5,3,1,0,,,3,2,20,14,0.0,1.0,3.0,3.0,,,,,,,79,53,55,30,3.15,2.4,3.2,2018-09-02
203,Wisła Płock,Jagiellonia Białystok,D,1,1,7,64,36,9,12,4,5,5,7,,,,,6,3,3,2,,,4,3,8,18,,,1.0,4.0,,,,,,,129,115,80,79,2.5,2.9,3.2,2018-09-02
202,Miedź Legnica,Zagłębie Lubin,H,2,0,7,46,54,20,12,8,5,12,7,,,,,5,4,0,4,,,5,6,13,12,,,2.0,2.0,,,,,,,96,116,69,93,2.7,2.78,3.1,2018-09-02
200,Jagiellonia Białystok,Cracovia,H,3,1,8,56,44,10,12,6,2,4,10,,,,,4,4,0,1,,,1,3,15,14,,,3.0,3.0,,,,,,,41,55,23,35,1.9,4.1,3.55,2018-09-14
288,Zagłębie Lubin,Śląsk Wrocław,H,4,0,8,49,51,15,11,5,6,10,5,,,,,5,9,1,3,,,6,1,11,15,0.0,1.0,2.0,4.0,,,,,,,82,77,44,43,2.4,3.1,3.2,2018-09-14
199,Wisła Płock,Miedź Legnica,D,2,2,8,54,46,11,11,6,4,5,7,,,,,8,7,0,0,,,2,4,10,15,,,1.0,0.0,,,,,,,120,108,101,73,2.2,3.35,3.35,2018-09-15
197,Wisła Kraków,Lechia Gdańsk,H,5,2,8,47,53,11,12,7,5,4,7,,,,,3,6,1,0,,,3,2,13,11,,,2.0,2.0,,,,,,,104,97,51,70,2.2,3.35,3.35,2018-09-15
198,Piast Gliwice,Arka Gdynia,H,1,0,8,61,39,21,6,7,2,14,4,,,,,5,5,5,2,,,2,6,10,19,0.0,1.0,0.0,3.0,,,,,,,85,56,63,29,2.1,3.6,3.35,2018-09-15
196,Pogoń Szczecin,Korona Kielce,D,1,1,8,47,53,8,15,0,4,8,11,,,,,1,10,0,1,,,3,0,8,12,,,0.0,2.0,,,,,,,78,94,28,67,2.37,3.1,3.2,2018-09-16
195,Legia Warszawa,Lech Poznań,H,1,0,8,47,53,12,6,3,2,9,4,,,,,3,5,5,1,,,2,2,15,12,,,3.0,1.0,,,,,,,117,122,79,84,2.5,3.05,3.2,2018-09-16
194,Zagłębie Sosnowiec,Górnik Zabrze,D,1,1,8,55,45,11,9,5,4,6,5,,,,,6,1,4,1,,,3,4,13,11,,,4.0,1.0,,,,,,,49,48,78,70,2.41,2.99,3.3,2018-09-17
193,Arka Gdynia,Lech Poznań,H,1,0,9,46,54,5,15,2,5,3,10,,,,,6,12,3,1,,,5,1,14,17,,,0.0,2.0,,,,,,,112,87,90,84,3.2,2.35,3.25,2018-09-21
287,Pogoń Szczecin,Wisła Kraków,H,2,1,9,48,52,19,6,4,1,15,5,,,,,8,1,1,1,,,0,2,18,15,,,3.0,5.0,,,,,,,85,105,72,46,2.87,2.55,3.2,2018-09-21
192,Cracovia,Wisła Płock,H,3,1,9,48,52,10,15,5,7,5,8,,,,,1,3,2,0,,,6,2,19,18,,,0.0,2.0,,,,,,,86,100,37,51,2.5,3.0,3.2,2018-09-22
191,Lechia Gdańsk,Zagłębie Lubin,D,3,3,9,39,61,12,6,5,5,7,1,,,,,3,6,1,2,,,2,2,16,11,,,2.0,3.0,,,,,,,81,104,58,90,2.35,3.3,3.15,2018-09-22
190,Miedź Legnica,Legia Warszawa,A,1,4,9,44,56,8,14,4,9,4,5,,,,,6,7,3,2,,,5,3,12,10,,,3.0,1.0,,,,,,,86,113,66,74,3.0,2.45,3.25,2018-09-22
189,Śląsk Wrocław,Piast Gliwice,H,4,1,9,46,54,14,15,4,3,10,12,,,,,3,3,2,0,,,2,0,10,15,,,2.0,2.0,,,,,,,107,130,63,67,2.3,3.2,3.3,2018-09-23
188,Górnik Zabrze,Jagiellonia Białystok,A,1,3,9,49,51,10,11,4,6,6,5,,,,,6,6,5,4,,,3,3,11,14,,,3.0,3.0,,,,,,,95,88,63,58,3.4,2.2,3.3,2018-09-23
187,Korona Kielce,Zagłębie Sosnowiec,H,3,1,9,63,37,14,6,8,3,6,3,,,,,5,2,6,3,,,2,5,9,20,,,3.0,2.0,,,,,,,137,100,64,36,1.95,3.95,3.5,2018-09-24
286,Wisła Płock,Lechia Gdańsk,H,1,0,10,37,63,14,13,4,2,10,11,,,,,3,5,1,0,,,2,3,13,17,,,3.0,3.0,,,,,,,105,141,64,94,2.4,3.05,3.25,2018-09-28
186,Legia Warszawa,Arka Gdynia,D,1,1,10,57,43,11,8,2,2,9,6,,,,,5,4,0,1,,,1,1,12,17,,,1.0,3.0,,,,,,,153,112,118,80,1.58,5.8,4.15,2018-09-28
184,Zagłębie Lubin,Pogoń Szczecin,A,0,2,10,54,46,9,14,2,4,7,10,,,,,3,3,0,2,,,2,2,17,18,,,5.0,4.0,,,,,,,118,107,76,73,2.36,3.3,3.25,2018-09-29
183,Wisła Kraków,Korona Kielce,A,0,1,10,61,39,8,11,4,4,4,7,,,,,4,1,2,2,,,3,4,8,15,,,3.0,2.0,,,,,,,119,105,106,67,2.2,3.4,3.3,2018-09-29
185,Piast Gliwice,Górnik Zabrze,H,1,0,10,58,42,10,10,2,3,8,7,,,,,8,5,3,1,,,3,2,12,23,,,2.0,2.0,,,,,,,107,100,92,70,1.9,4.3,3.5,2018-09-29
182,Zagłębie Sosnowiec,Cracovia,D,1,1,10,41,59,12,11,4,5,8,6,,,,,4,2,1,1,,,4,3,16,17,1.0,0.0,3.0,2.0,,,,,,,84,102,75,87,2.55,2.83,3.25,2018-09-30
181,Lech Poznań,Miedź Legnica,H,2,1,10,55,45,18,12,4,3,14,9,,,,,4,4,1,4,,,2,2,7,13,,,0.0,1.0,,,,,,,105,84,56,53,1.7,5.3,3.65,2018-09-30
180,Jagiellonia Białystok,Śląsk Wrocław,A,0,4,10,41,59,10,12,2,7,8,5,,,,,3,4,0,4,,,3,2,11,13,,,0.0,1.0,,,,,,,88,90,65,62,1.88,4.25,3.5,2018-10-01
285,Miedź Legnica,Piast Gliwice,D,2,2,11,51,49,10,8,3,5,7,3,,,,,4,8,0,2,,,3,1,14,13,,,1.0,2.0,,,,,,,111,124,69,77,2.45,2.9,3.25,2018-10-05
179,Górnik Zabrze,Lech Poznań,D,2,2,11,39,61,13,17,6,5,7,12,,,,,6,5,4,1,,,3,4,18,16,,,2.0,4.0,,,,,,,92,93,79,80,4.0,1.9,3.57,2018-10-05
177,Lechia Gdańsk,Zagłębie Sosnowiec,H,4,1,11,56,44,20,10,8,3,12,7,,,,,11,4,3,2,,,2,4,11,17,,,1.0,1.0,,,,,,,84,70,79,63,1.75,4.8,3.75,2018-10-06
176,Śląsk Wrocław,Legia Warszawa,A,0,1,11,41,59,11,16,4,5,7,11,,,,,2,4,3,2,,,4,4,8,11,1.0,0.0,1.0,2.0,,,,,,,105,155,52,80,2.73,2.65,3.3,2018-10-06
178,Pogoń Szczecin,Wisła Płock,H,4,0,11,50,50,15,8,7,2,8,6,,,,,5,3,1,2,,,2,3,16,20,,,4.0,5.0,,,,,,,96,118,71,59,2.1,3.6,3.4,2018-10-06
175,Korona Kielce,Jagiellonia Białystok,D,1,1,11,58,42,13,5,6,4,7,1,,,,,9,6,1,1,,,3,5,17,16,,,5.0,5.0,,,,,,,94,79,63,41,2.4,2.85,3.4,2018-10-07
174,Arka Gdynia,Zagłębie Lubin,H,3,1,11,61,39,13,13,9,6,4,7,,,,,4,11,0,3,,,5,6,14,13,0.0,1.0,1.0,7.0,,,,,,,71,62,61,69,2.35,3.2,3.2,2018-10-07
173,Cracovia,Wisła Kraków,A,0,2,11,48,52,12,7,4,3,8,4,,,,,9,6,2,1,,,1,4,18,12,,,4.0,1.0,,,,,,,87,85,62,40,2.7,2.7,3.25,2018-10-07
284,Piast Gliwice,Lechia Gdańsk,D,1,1,12,49,51,7,11,2,3,5,8,,,,,1,1,2,1,,,2,1,10,14,,,1.0,3.0,,,,,,,94,92,54,81,2.5,2.95,3.3,2018-10-19
172,Jagiellonia Białystok,Pogoń Szczecin,H,2,1,12,47,53,13,13,5,4,8,9,,,,,4,3,3,3,,,3,3,14,14,,,2.0,4.0,,,,,,,107,108,62,51,2.26,3.4,3.2,2018-10-19
169,Lech Poznań,Korona Kielce,H,2,1,12,41,59,12,11,3,3,9,8,,,,,3,3,0,3,,,2,1,18,10,,,,,,,,,,,105,131,51,66,1.91,4.35,3.5,2018-10-20
171,Zagłębie Sosnowiec,Miedź Legnica,H,3,1,12,38,62,18,18,9,10,9,8,,,,,3,6,3,0,,,9,6,14,13,,,3.0,2.0,,,,,,,64,96,64,89,2.65,2.72,3.25,2018-10-20
170,Śląsk Wrocław,Arka Gdynia,A,1,2,12,58,42,19,7,3,6,16,1,,,,,4,2,3,1,,,4,2,12,16,,,3.0,1.0,,,,,,,132,102,93,48,2.0,3.8,3.45,2018-10-20
168,Zagłębie Lubin,Wisła Płock,D,3,3,12,45,55,11,11,7,5,4,6,,,,,3,7,2,1,,,3,4,20,17,1.0,0.0,3.0,2.0,,,,,,,128,104,87,69,2.35,3.05,3.35,2018-10-21
167,Legia Warszawa,Wisła Kraków,D,3,3,12,47,53,13,10,6,5,7,5,,,,,6,4,2,0,,,2,3,19,15,,,4.0,4.0,,,,,,,106,115,70,59,1.8,4.55,3.6,2018-10-21
166,Cracovia,Górnik Zabrze,H,2,0,12,50,50,12,9,4,2,8,7,,,,,4,4,2,3,,,2,2,18,21,,,5.0,3.0,,,,,,,101,107,78,85,2.06,3.6,3.45,2018-10-22
165,Jagiellonia Białystok,Legia Warszawa,D,1,1,13,33,67,16,15,3,4,13,11,,,,,4,4,0,2,,,3,2,17,16,,,3.0,2.0,,,,,,,69,121,49,83,2.75,2.7,3.25,2018-10-26
283,Miedź Legnica,Śląsk Wrocław,A,0,5,13,49,51,10,11,4,9,6,2,,,,,7,5,1,2,,,4,4,17,8,,,1.0,0.0,,,,,,,129,99,87,60,2.75,2.7,3.3,2018-10-26
162,Pogoń Szczecin,Lech Poznań,H,3,0,13,50,50,13,10,5,3,8,7,,,,,8,6,5,0,,,3,2,14,17,,,1.0,2.0,,,,,,,97,99,71,58,2.57,2.85,3.25,2018-10-27
164,Wisła Płock,Piast Gliwice,D,1,1,13,59,41,9,14,4,6,5,8,,,,,3,9,1,1,,,5,3,6,19,,,2.0,1.0,,,,,,,157,115,100,84,2.42,3.05,3.3,2018-10-27
163,Lechia Gdańsk,Arka Gdynia,H,2,1,13,59,41,17,9,5,3,12,6,,,,,10,4,4,1,,,2,3,12,11,0.0,1.0,3.0,3.0,,,,,,,93,91,98,74,2.05,3.7,3.4,2018-10-27
160,Górnik Zabrze,Zagłębie Lubin,H,2,0,13,53,47,16,6,6,4,10,2,,,,,3,3,2,0,,,4,4,19,20,0.0,1.0,3.0,3.0,,,,,,,106,111,81,56,2.65,2.75,3.35,2018-10-28
161,Korona Kielce,Cracovia,A,0,1,13,57,43,14,9,2,7,12,2,,,,,7,6,2,1,,,6,2,16,17,,,3.0,2.0,,,,,,,128,105,96,69,2.05,3.8,3.3,2018-10-28
159,Wisła Kraków,Zagłębie Sosnowiec,D,2,2,13,66,34,13,20,9,6,4,14,,,,,5,6,2,2,,,4,7,13,15,,,0.0,1.0,,,,,,,121,77,104,63,1.81,4.95,3.65,2018-10-29
158,Piast Gliwice,Wisła Kraków,H,2,0,14,39,61,22,8,6,4,16,4,,,,,11,2,2,0,,,4,4,14,13,,,1.0,3.0,,,,,,,100,105,85,66,2.45,3.0,3.25,2018-11-02
282,Arka Gdynia,Pogoń Szczecin,A,2,3,14,54,46,15,18,6,7,9,11,,,,,5,5,0,1,,,4,4,18,12,,,1.0,3.0,,,,,,,93,106,67,88,3.35,2.3,3.15,2018-11-02
157,Cracovia,Miedź Legnica,D,0,0,14,50,50,15,8,7,4,8,4,,,,,6,2,3,0,,,4,7,17,26,,,1.0,2.0,,,,,,,93,84,98,65,2.08,3.65,3.4,2018-11-03
156,Śląsk Wrocław,Wisła Płock,A,0,3,14,68,32,8,13,1,7,7,6,,,,,2,6,1,0,,,4,1,17,20,0.0,1.0,1.0,2.0,,,,,,,129,86,78,58,2.07,3.7,3.35,2018-11-03
155,Legia Warszawa,Górnik Zabrze,H,4,0,14,51,49,20,5,9,3,11,2,,,,,8,3,3,1,,,3,5,22,12,,,1.0,2.0,,,,,,,98,107,80,68,1.44,8.0,4.5,2018-11-03
154,Zagłębie Lubin,Korona Kielce,A,0,1,14,57,43,5,18,3,9,2,9,,,,,1,3,4,0,,,8,3,14,16,,,5.0,4.0,,,,,,,147,110,90,73,2.65,2.76,3.25,2018-11-04
153,Lech Poznań,Lechia Gdańsk,A,0,1,14,69,31,19,13,3,7,16,6,,,,,5,3,1,3,,,6,3,18,19,,,2.0,2.0,,,,,,,113,87,67,60,2.16,3.5,3.4,2018-11-04
152,Zagłębie Sosnowiec,Jagiellonia Białystok,A,1,4,14,57,43,8,14,3,11,5,3,,,,,2,5,3,1,,,7,2,16,7,,,2.0,0.0,,,,,,,99,120,75,70,3.5,2.12,3.4,2018-11-05
151,Pogoń Szczecin,Legia Warszawa,H,2,1,15,51,49,10,11,3,5,7,6,,,,,5,4,1,3,,,4,1,12,12,,,4.0,2.0,,,,,,,99,92,49,41,2.89,2.6,3.22,2018-11-09
281,Górnik Zabrze,Śląsk Wrocław,D,2,2,15,49,51,15,13,5,4,10,9,,,,,6,6,0,8,,,2,3,14,14,,,4.0,2.0,,,,,,,91,92,73,77,3.3,2.27,3.4,2018-11-09
150,Wisła Płock,Zagłębie Sosnowiec,H,2,0,15,54,46,15,11,9,4,6,7,,,,,8,6,2,0,,,4,7,13,22,,,1.0,3.0,,,,,,,88,96,76,66,1.77,4.85,3.65,2018-11-10
149,Lechia Gdańsk,Cracovia,H,1,0,15,46,54,10,13,3,5,7,8,,,,,4,6,1,1,,,5,2,18,17,,,3.0,0.0,,,,,,,87,87,63,70,2.0,4.0,3.45,2018-11-10
148,Wisła Kraków,Zagłębie Lubin,H,3,2,15,69,31,16,8,11,3,5,5,,,,,5,1,2,2,,,2,8,17,14,,,1.0,2.0,,,,,,,107,104,78,69,1.97,3.85,3.5,2018-11-10
146,Korona Kielce,Piast Gliwice,H,1,0,15,48,52,14,8,7,3,7,5,,,,,7,4,1,1,,,3,6,21,15,,,1.0,5.0,,,,,,,72,107,68,91,2.28,3.4,3.2,2018-11-11
145,Jagiellonia Białystok,Lech Poznań,D,2,2,15,52,48,19,10,7,6,12,4,,,,,9,5,5,3,,,4,5,19,8,,,2.0,1.0,,,,,,,98,94,66,60,2.14,3.6,3.35,2018-11-11
147,Miedź Legnica,Arka Gdynia,A,0,4,15,50,50,9,9,5,7,4,2,,,,,2,3,1,0,,,3,5,14,13,,,4.0,1.0,,,,,,,121,126,74,59,2.3,3.15,3.35,2018-11-11
