,home_team,away_team,result,goals_h,goals_a,round,ball_poss_h,ball_poss_a,goal_attempts_h,goal_attempts_a,shots_on_h,shots_on_a,shots_off_h,shots_off_a,shots_blocked_h,shots_blocked_a,free_kicks_h,free_kicks_a,corner_kicks_h,corner_kicks_a,offsides_h,offsides_a,thorw-in_h,thorw-in_a,goalkeeper_saves_h,goalkeeper_saves_a,fouls_h,fouls_a,yellow_h,yellow_a,red_h,red_a,passes_h,passes_a,passes_completed_h,passes_completed_a,tackles_h,tackles_a,attacks_h,attacks_a,attacks_dang_h,attacks_dang_a,odds_avg_h,odds_avg_a,odds_avg_d,date
235,Cracovia,ŁKS Łódź,A,1,2,2,51,49,23,15,6,7,17,8,,,,,8,5,2,0,,,5,5,18,19,,,2.0,2.0,,,364.0,370.0,,,88,101,74,57,1.96,4.27,3.425,2019-07-27
231,Lechia Gdańsk,Wisła Kraków,D,0,0,2,39,61,11,15,4,4,7,11,,,,,6,5,2,1,,,4,4,24,10,,,1.0,3.0,,,217.0,399.0,,,79,135,65,88,1.725,5.0150000000000015,3.925,2019-07-28
232,Śląsk Wrocław,Piast Gliwice,H,2,1,2,54,46,15,9,7,5,8,4,,,,,6,1,4,2,,,4,5,18,12,,,3.0,2.0,,,390.0,364.0,,,108,111,90,61,2.675,2.865,3.25,2019-07-28
233,Korona Kielce,Legia Warszawa,A,1,2,2,55,45,11,7,5,4,6,3,,,,,8,3,1,0,,,2,4,24,15,,,2.0,3.0,,,,,,,120,101,67,44,3.14,2.41,3.305,2019-07-28
230,Pogoń Szczecin,Arka Gdynia,H,2,0,2,62,38,12,8,5,5,7,3,,,,,4,6,2,5,,,5,3,13,20,,,0.0,3.0,,,444.0,268.0,,,103,82,87,66,1.725,5.195,3.875,2019-07-29
229,Zagłębie Lubin,Jagiellonia Białystok,D,2,2,3,45,55,19,14,7,7,12,7,,,,,8,7,1,4,,,5,5,14,11,,,1.0,1.0,,,358.0,421.0,,,78,98,78,79,2.55,2.895,3.4,2019-08-02
293,Arka Gdynia,Korona Kielce,D,1,1,3,50,50,17,10,2,3,15,7,,,,,6,1,2,4,,,2,1,17,19,,,1.0,6.0,,,288.0,336.0,,,98,77,77,66,2.75,2.7750000000000004,3.25,2019-08-02
227,ŁKS Łódź,Lech Poznań,A,1,2,3,52,48,22,13,5,7,17,6,,,,,4,6,1,2,,,5,4,15,16,,,3.0,4.0,,,516.0,359.0,,,101,84,74,55,2.75,2.705,3.305,2019-08-03
228,Raków Częstochowa,Cracovia,A,1,3,3,60,40,10,6,2,3,8,3,,,,,8,2,1,1,,,1,1,19,24,,,2.0,3.0,,,458.0,269.0,,,78,74,78,42,2.76,2.72,3.33,2019-08-03
224,Legia Warszawa,Śląsk Wrocław,D,0,0,3,60,40,16,9,8,1,8,8,,,,,8,3,1,0,,,1,8,18,30,,,1.0,1.0,,,453.0,245.0,,,131,95,70,47,1.875,4.3900000000000015,3.65,2019-08-04
225,Piast Gliwice,Pogoń Szczecin,D,0,0,3,52,48,11,13,5,6,6,7,,,,,6,3,3,1,,,6,5,12,16,,,1.0,1.0,,,408.0,372.0,,,110,107,87,68,2.425,3.095,3.33,2019-08-04
226,Wisła Płock,Lechia Gdańsk,A,1,2,3,53,47,15,12,3,3,12,9,,,,,9,2,1,1,,,1,3,7,20,0.0,1.0,3.0,5.0,,,379.0,391.0,,,126,117,94,53,2.885,2.575,3.325,2019-08-04
223,Wisła Kraków,Górnik Zabrze,H,1,0,3,65,35,12,12,4,4,8,8,,,,,4,7,2,4,,,4,3,11,20,,,2.0,4.0,,,456.0,224.0,,,116,88,76,70,2.555,2.835,3.4000000000000004,2019-08-05
292,Lech Poznań,Śląsk Wrocław,A,1,3,4,62,38,19,15,9,7,10,8,,,,,6,2,0,1,,,4,8,15,14,0.0,1.0,4.0,3.0,,,532.0,232.0,,,102,81,89,44,1.975,4.15,3.5250000000000004,2019-08-09
220,Górnik Zabrze,Raków Częstochowa,H,1,0,4,41,59,11,19,2,2,9,17,,,,,7,8,2,3,,,2,2,16,14,,,1.0,1.0,,,275.0,455.0,,,87,124,71,94,2.375,3.27,3.3,2019-08-10
221,Zagłębie Lubin,Arka Gdynia,H,2,0,4,41,59,17,10,5,5,12,5,,,,,1,3,0,0,,,5,3,14,18,,,1.0,0.0,,,397.0,499.0,,,110,135,59,90,2.1,3.83,3.41,2019-08-10
222,Pogoń Szczecin,Wisła Kraków,H,1,0,4,43,57,22,10,7,4,15,6,,,,,5,3,2,1,,,4,6,14,13,,,2.0,1.0,,,316.0,396.0,,,86,78,78,60,1.75,4.7650000000000015,3.65,2019-08-10
218,Cracovia,Korona Kielce,H,1,0,4,49,51,14,9,5,3,9,6,,,,,8,3,4,3,,,3,4,15,22,,,1.0,0.0,,,280.0,296.0,,,101,101,70,68,2.2,3.645,3.325,2019-08-11
219,ŁKS Łódź,Piast Gliwice,A,0,1,4,62,38,22,14,5,3,17,11,,,,,13,2,3,0,,,2,5,10,20,,,3.0,1.0,,,529.0,301.0,,,123,92,108,70,2.91,2.525,3.425,2019-08-11
217,Lechia Gdańsk,Jagiellonia Białystok,D,1,1,4,49,51,6,17,2,6,4,11,,,,,2,11,1,1,,,5,1,14,12,,,,,,,463.0,431.0,,,95,86,85,82,2.325,3.335,3.325,2019-08-12
291,Wisła Kraków,ŁKS Łódź,H,4,0,5,49,51,18,20,8,7,10,13,,,,,6,4,1,3,,,7,4,12,17,,,2.0,0.0,,,338.0,394.0,,,62,110,65,93,2.685,2.76,3.35,2019-08-16
216,Śląsk Wrocław,Cracovia,H,2,1,5,48,52,16,17,7,9,9,8,,,,,12,3,2,1,,,8,5,20,12,,,2.0,3.0,,,270.0,349.0,,,107,115,97,63,2.425,3.18,3.2750000000000004,2019-08-17
214,Jagiellonia Białystok,Górnik Zabrze,H,3,1,5,43,57,16,17,10,6,6,11,,,,,4,6,1,4,,,5,7,14,20,,,3.0,2.0,,,338.0,406.0,,,77,96,52,60,2.0,3.985,3.55,2019-08-17
215,Arka Gdynia,Lech Poznań,D,0,0,5,40,60,18,23,4,10,14,13,,,,,4,11,0,1,,,10,4,18,15,,,5.0,1.0,,,308.0,431.0,,,71,104,47,99,3.14,2.4000000000000004,3.35,2019-08-17
213,Piast Gliwice,Wisła Płock,H,1,0,5,42,58,19,11,8,3,11,8,,,,,5,3,1,3,,,3,7,13,5,,,1.0,2.0,,,335.0,519.0,,,106,107,74,56,1.855,4.575,3.675,2019-08-18
211,Legia Warszawa,Zagłębie Lubin,H,1,0,5,49,51,19,10,7,5,12,5,,,,,3,2,0,2,,,5,6,15,23,,,0.0,2.0,,,354.0,430.0,,,88,73,72,53,1.825,4.79,3.65,2019-08-18
212,Raków Częstochowa,Lechia Gdańsk,H,2,1,5,50,50,20,20,6,5,14,15,,,,,5,8,0,1,,,4,4,16,18,,,3.0,6.0,,,308.0,323.0,,,118,99,89,80,2.885,2.65,3.275,2019-08-18
210,Korona Kielce,Pogoń Szczecin,A,0,1,5,58,42,11,8,4,3,7,5,,,,,5,0,3,1,,,2,4,26,15,,,3.0,0.0,,,423.0,282.0,,,104,94,102,70,2.725,2.805,3.225,2019-08-19
290,Jagiellonia Białystok,Wisła Kraków,H,3,2,6,37,63,12,14,4,7,8,7,,,,,0,5,1,3,,,5,1,8,14,,,3.0,4.0,,,283.0,518.0,,,85,116,47,80,1.975,3.955,3.73,2019-08-23
208,Lechia Gdańsk,Śląsk Wrocław,D,1,1,6,63,37,14,9,6,6,8,3,,,,,9,4,3,0,,,5,5,12,14,,,4.0,1.0,,,491.0,225.0,,,115,80,75,63,2.3,3.215,3.435,2019-08-24
209,Cracovia,Arka Gdynia,H,3,1,6,53,47,18,8,10,2,8,6,,,,,3,3,1,2,,,1,7,17,19,,,0.0,2.0,,,331.0,339.0,,,88,82,69,77,1.805,5.04,3.535,2019-08-24
207,Raków Częstochowa,Lech Poznań,A,2,3,6,56,44,18,19,8,11,10,8,,,,,11,5,4,0,,,8,6,13,12,0.0,1.0,2.0,5.0,,,378.0,316.0,,,39,27,20,15,3.01,2.46,3.35,2019-08-24
206,Górnik Zabrze,Korona Kielce,H,3,0,6,49,51,14,10,10,0,4,10,,,,,3,3,5,2,,,0,7,14,20,,,0.0,3.0,,,287.0,389.0,,,88,82,55,65,2.425,3.115,3.335,2019-08-25
204,ŁKS Łódź,Legia Warszawa,A,2,3,6,59,41,21,14,4,9,17,5,,,,,5,4,0,0,,,6,2,15,15,,,0.0,1.0,,,482.0,303.0,,,101,98,76,60,3.15,2.385,3.375,2019-08-25
205,Zagłębie Lubin,Piast Gliwice,A,0,3,6,63,37,15,11,4,6,11,5,,,,,5,6,0,1,,,3,4,13,13,,,,,,,547.0,271.0,,,145,86,123,56,2.6100000000000003,2.915,3.25,2019-08-25
203,Pogoń Szczecin,Wisła Płock,A,1,2,6,54,46,17,9,9,5,8,4,,,,,2,4,1,5,,,3,8,18,13,1.0,0.0,3.0,2.0,,,466.0,319.0,,,101,75,98,45,1.835,4.675,3.625,2019-08-26
289,Arka Gdynia,Górnik Zabrze,H,1,0,7,58,42,19,14,8,5,11,9,,,,,8,5,2,1,,,5,7,18,9,,,1.0,1.0,,,474.0,314.0,,,105,80,97,62,2.835,2.71,3.205,2019-08-30
202,Korona Kielce,Jagiellonia Białystok,A,0,2,7,57,43,6,7,0,2,6,5,,,,,4,4,2,2,,,0,0,14,18,,,2.0,0.0,,,483.0,378.0,,,132,97,75,45,2.755,2.675,3.375,2019-08-30
201,Wisła Płock,ŁKS Łódź,H,2,1,7,46,54,10,8,6,5,4,3,,,,,8,5,0,3,,,4,4,16,20,,,1.0,3.0,,,352.0,423.0,,,88,104,63,55,2.475,2.98,3.375,2019-08-31
200,Piast Gliwice,Lechia Gdańsk,A,1,2,7,57,43,16,10,5,6,11,4,,,,,6,6,3,1,,,5,4,12,16,,,3.0,2.0,,,440.0,362.0,,,108,86,82,57,2.4,3.125,3.35,2019-08-31
199,Wisła Kraków,Zagłębie Lubin,H,4,2,7,61,39,16,15,6,6,10,9,,,,,4,5,1,2,,,4,2,13,16,,,3.0,2.0,,,344.0,220.0,,,97,99,55,72,2.335,3.165,3.45,2019-08-31
198,Śląsk Wrocław,Pogoń Szczecin,D,1,1,7,40,60,7,11,3,3,4,8,,,,,4,0,2,2,,,2,2,17,12,,,0.0,2.0,,,232.0,357.0,,,100,144,59,83,2.475,3.045,3.355,2019-09-01
196,Legia Warszawa,Raków Częstochowa,H,3,1,7,47,53,16,8,7,4,9,4,,,,,3,6,0,0,,,3,4,19,10,,,2.0,1.0,,,393.0,422.0,,,98,109,49,62,1.73,5.045,3.935,2019-09-01
197,Lech Poznań,Cracovia,A,1,2,7,59,41,13,13,2,8,11,5,,,,,11,4,2,0,,,6,1,13,11,,,0.0,5.0,,,377.0,286.0,,,87,71,73,42,2.085,3.77,3.53,2019-09-01
288,Zagłębie Lubin,Wisła Płock,H,5,0,8,49,51,13,12,7,2,6,10,,,,,8,3,0,1,,,2,2,19,12,,,3.0,4.0,,,369.0,439.0,,,120,115,74,56,2.155,3.605,3.435,2019-09-13
195,Jagiellonia Białystok,Legia Warszawa,D,0,0,8,53,47,13,8,1,3,12,5,,,,,6,2,2,0,,,3,1,19,10,0.0,1.0,5.0,5.0,,,507.0,356.0,,,100,124,72,69,3.1,2.45,3.325,2019-09-13
192,Korona Kielce,Wisła Kraków,D,1,1,8,53,47,26,8,4,5,22,3,,,,,10,2,1,0,,,4,4,16,18,0.0,1.0,3.0,2.0,,,364.0,262.0,,,81,68,81,43,2.525,2.88,3.45,2019-09-14
193,Lechia Gdańsk,Lech Poznań,H,2,1,8,38,62,12,11,7,5,5,6,,,,,3,5,2,0,,,4,5,15,15,0.0,1.0,1.0,2.0,,,299.0,436.0,,,77,103,60,82,2.56,2.89,3.33,2019-09-14
194,Raków Częstochowa,Arka Gdynia,H,2,0,8,47,53,14,9,7,2,7,7,,,,,3,0,2,3,,,2,5,20,19,,,3.0,1.0,,,301.0,415.0,,,106,119,74,65,2.165,3.615,3.375,2019-09-14
191,Pogoń Szczecin,ŁKS Łódź,H,1,0,8,56,44,13,5,5,2,8,3,,,,,11,4,1,2,,,2,4,16,22,,,1.0,4.0,,,412.0,327.0,,,125,66,99,44,1.825,4.4049999999999985,3.825,2019-09-15
190,Górnik Zabrze,Śląsk Wrocław,D,0,0,8,48,52,3,15,1,4,2,11,,,,,2,11,2,1,,,4,1,11,14,,,2.0,1.0,,,366.0,391.0,,,130,105,62,78,2.6500000000000004,2.835,3.235,2019-09-15
189,Cracovia,Piast Gliwice,H,2,0,8,59,41,20,9,8,3,12,6,,,,,9,0,1,1,,,3,6,15,12,0.0,1.0,4.0,2.0,,,503.0,356.0,,,103,82,85,63,2.475,2.99,3.36,2019-09-16
287,Wisła Płock,Legia Warszawa,H,1,0,4,45,55,3,14,2,3,1,11,,,,,8,4,0,1,,,3,1,27,18,,,4.0,1.0,,,293.0,458.0,,,104,142,72,88,4.68,1.78,3.875,2019-09-18
286,Piast Gliwice,Raków Częstochowa,H,2,1,9,58,42,14,17,9,4,5,13,,,,,2,7,1,0,,,3,7,12,25,0.0,1.0,3.0,2.0,,,399.0,322.0,,,112,82,83,58,2.2350000000000003,3.415,3.425,2019-09-20
188,Lech Poznań,Jagiellonia Białystok,D,1,1,9,48,52,19,9,3,2,16,7,,,,,5,6,0,2,,,1,2,17,18,,,2.0,4.0,,,345.0,430.0,,,98,96,55,65,2.4000000000000004,3.095,3.41,2019-09-20
187,ŁKS Łódź,Arka Gdynia,A,1,4,9,64,36,15,11,7,5,8,6,,,,,6,4,0,1,,,1,6,8,20,,,2.0,3.0,,,452.0,236.0,,,111,112,76,44,2.35,3.19,3.385,2019-09-21
186,Lechia Gdańsk,Korona Kielce,H,2,0,9,65,35,12,5,4,3,8,2,,,,,5,2,0,0,,,3,2,12,13,,,3.0,2.0,,,571.0,244.0,,,126,77,105,45,1.925,4.26,3.585,2019-09-21
185,Śląsk Wrocław,Zagłębie Lubin,D,4,4,9,53,47,20,16,11,6,9,10,,,,,4,8,0,2,,,2,7,10,14,,,2.0,0.0,,,395.0,336.0,,,56,70,48,54,2.085,3.72,3.505,2019-09-21
183,Pogoń Szczecin,Górnik Zabrze,D,1,1,9,60,40,16,11,5,7,11,4,,,,,7,4,1,3,,,6,4,16,15,,,3.0,1.0,,,455.0,238.0,,,100,80,85,59,1.94,4.19,3.59,2019-09-22
184,Wisła Płock,Wisła Kraków,H,2,1,9,41,59,11,12,6,4,5,8,,,,,2,7,0,2,,,3,4,13,13,,,1.0,3.0,,,291.0,464.0,,,75,117,41,75,2.68,2.765,3.35,2019-09-22
182,Cracovia,Legia Warszawa,A,1,2,9,48,52,12,16,4,8,8,8,,,,,5,7,1,0,,,6,3,12,12,,,1.0,0.0,,,342.0,351.0,,,91,112,55,76,3.225,2.415,3.275,2019-09-22
285,Korona Kielce,Śląsk Wrocław,H,1,0,10,48,52,10,11,4,7,6,4,,,,,3,2,6,0,,,7,3,9,21,,,2.0,3.0,,,346.0,408.0,,,87,80,65,68,3.17,2.38,3.38,2019-09-27
179,Górnik Zabrze,Lech Poznań,A,1,3,10,49,51,15,20,5,5,10,15,,,,,4,2,2,0,,,2,4,17,10,,,2.0,0.0,,,365.0,392.0,,,99,91,75,69,2.715,2.69,3.425,2019-09-28
181,Raków Częstochowa,Wisła Płock,A,1,2,10,58,42,9,12,4,5,5,7,,,,,6,3,1,1,,,3,3,18,11,,,1.0,0.0,,,398.0,346.0,,,98,72,69,49,2.085,3.74,3.5,2019-09-28
180,Legia Warszawa,Lechia Gdańsk,A,1,2,10,53,47,19,7,8,5,11,2,,,,,8,3,1,3,,,3,7,13,17,,,3.0,2.0,,,439.0,380.0,,,101,80,69,38,1.88,4.295,3.725,2019-09-28
177,Jagiellonia Białystok,Pogoń Szczecin,A,2,3,10,48,52,13,15,7,6,6,9,,,,,5,5,6,1,,,3,5,13,15,,,2.0,0.0,,,334.0,346.0,,,107,94,67,58,2.325,3.215,3.425,2019-09-29
176,Wisła Kraków,Cracovia,A,0,1,10,59,41,8,10,2,2,6,8,,,,,1,1,2,0,,,1,2,20,19,,,3.0,2.0,,,402.0,236.0,,,103,84,78,44,3.075,2.43,3.375,2019-09-29
178,Arka Gdynia,Piast Gliwice,D,0,0,10,58,42,17,14,5,5,12,9,,,,,6,8,2,1,,,5,5,14,13,,,1.0,1.0,,,398.0,324.0,,,82,81,76,69,2.9000000000000004,2.605,3.2750000000000004,2019-09-29
175,Zagłębie Lubin,ŁKS Łódź,H,3,1,10,42,58,18,22,9,9,9,13,,,,,4,10,0,1,,,8,6,16,18,,,0.0,3.0,,,317.0,450.0,,,80,92,67,94,1.96,3.93,3.7,2019-09-30
174,Śląsk Wrocław,Jagiellonia Białystok,D,1,1,11,55,45,8,21,3,7,5,14,,,,,4,1,2,1,,,6,2,12,10,,,3.0,2.0,,,449.0,328.0,,,117,106,85,80,2.4,3.295,3.2,2019-10-04
284,Wisła Płock,Arka Gdynia,H,4,1,11,42,58,15,15,13,5,2,10,,,,,3,10,1,3,,,4,9,22,19,,,2.0,4.0,,,277.0,389.0,,,82,108,44,73,2.4,3.2,3.3,2019-10-04
173,Pogoń Szczecin,Raków Częstochowa,A,1,2,11,63,37,17,12,4,4,13,8,,,,,7,3,1,3,,,2,3,16,31,,,2.0,3.0,,,463.0,238.0,,,109,79,106,51,1.96,4.1099999999999985,3.56,2019-10-05
172,Lech Poznań,Wisła Kraków,H,4,0,11,46,54,22,8,11,1,11,7,,,,,6,3,0,1,,,1,7,18,14,,,3.0,2.0,,,357.0,426.0,,,93,100,69,55,1.625,5.48,4.25,2019-10-05
171,Lechia Gdańsk,Zagłębie Lubin,A,1,2,11,51,49,17,13,6,7,11,6,,,,,2,4,1,2,,,5,5,16,11,,,4.0,2.0,,,372.0,341.0,,,95,98,76,69,1.975,3.935,3.66,2019-10-05
170,ŁKS Łódź,Korona Kielce,H,4,1,11,60,40,9,7,7,3,2,4,,,,,4,4,1,4,,,2,3,13,23,,,2.0,0.0,,,455.0,297.0,,,163,112,87,70,2.46,3.0,3.4,2019-10-06
169,Cracovia,Górnik Zabrze,D,1,1,11,67,33,14,5,4,1,10,4,,,,,9,2,1,0,,,0,3,17,19,,,3.0,3.0,,,499.0,223.0,,,125,82,122,45,1.96,4.085,3.6,2019-10-06
168,Piast Gliwice,Legia Warszawa,H,2,0,11,43,57,14,16,4,3,10,13,,,,,5,7,0,1,,,3,2,16,18,,,2.0,2.0,,,261.0,435.0,,,97,104,56,83,3.215,2.4000000000000004,3.2750000000000004,2019-10-06
167,Wisła Kraków,Piast Gliwice,A,1,2,12,55,45,6,18,1,8,5,10,,,,,8,10,1,4,,,6,0,18,12,1.0,0.0,4.0,2.0,,,363.0,298.0,,,89,98,60,78,2.82,2.53,3.35,2019-10-18
283,Zagłębie Lubin,Pogoń Szczecin,A,0,1,12,55,45,10,11,2,6,8,5,,,,,2,3,2,2,,,5,2,12,12,,,3.0,4.0,,,441.0,317.0,,,98,106,102,61,2.4850000000000003,3.015,3.36,2019-10-18
166,Korona Kielce,Wisła Płock,A,0,1,12,54,46,8,10,2,4,6,6,,,,,2,3,1,2,,,3,2,18,20,,,2.0,2.0,,,388.0,292.0,,,113,85,65,60,2.6100000000000003,2.88,3.33,2019-10-19
165,Legia Warszawa,Lech Poznań,H,2,1,12,54,46,21,12,8,4,13,8,,,,,7,3,2,2,,,3,6,16,17,,,2.0,2.0,,,404.0,317.0,,,102,80,81,60,2.275,3.39,3.375,2019-10-19
164,Jagiellonia Białystok,Cracovia,H,3,2,12,53,47,17,7,5,3,12,4,,,,,7,1,2,6,,,1,2,12,13,,,2.0,2.0,,,401.0,329.0,,,104,94,82,63,2.44,3.125,3.335,2019-10-19
163,Arka Gdynia,Lechia Gdańsk,D,2,2,12,50,50,7,10,5,5,2,5,,,,,2,7,0,1,,,3,3,18,16,0.0,1.0,1.0,4.0,,,,,,,84,70,84,60,3.44,2.3,3.2750000000000004,2019-10-20
162,Górnik Zabrze,ŁKS Łódź,D,1,1,12,50,50,17,15,4,3,13,12,,,,,12,7,4,1,,,2,3,14,10,,,0.0,3.0,,,270.0,370.0,,,72,77,77,68,2.1,3.64,3.575,2019-10-20
161,Raków Częstochowa,Śląsk Wrocław,H,1,0,12,47,53,14,5,5,1,9,4,,,,,6,4,1,1,,,1,4,9,13,,,2.0,1.0,,,359.0,407.0,,,130,142,87,75,2.865,2.805,3.085,2019-10-21
160,Lech Poznań,Zagłębie Lubin,A,1,2,13,53,47,16,9,4,4,12,5,,,,,5,9,0,2,,,2,3,9,18,,,2.0,1.0,,,406.0,380.0,,,90,107,58,53,2.01,3.9,3.625,2019-10-25
282,Cracovia,Pogoń Szczecin,H,2,0,13,43,57,13,16,4,2,9,14,,,,,3,6,1,1,,,2,3,23,14,0.0,1.0,2.0,3.0,,,269.0,374.0,,,82,111,72,80,2.4850000000000003,3.05,3.325,2019-10-25
159,ŁKS Łódź,Raków Częstochowa,H,2,0,13,49,51,15,11,6,6,9,5,,,,,1,2,0,4,,,6,4,8,13,,,1.0,2.0,,,425.0,395.0,,,117,138,58,106,2.635,2.95,3.2,2019-10-26
158,Piast Gliwice,Korona Kielce,H,1,0,13,51,49,9,11,5,4,4,7,,,,,4,5,0,2,,,4,4,12,20,,,2.0,1.0,,,375.0,391.0,,,108,97,66,76,1.74,5.125,3.875,2019-10-26
157,Lechia Gdańsk,Górnik Zabrze,D,1,1,13,56,44,17,10,6,2,11,8,,,,,12,2,2,2,,,1,5,16,17,,,2.0,3.0,,,388.0,312.0,,,94,101,87,64,1.845,4.545,3.73,2019-10-26
156,Wisła Płock,Jagiellonia Białystok,H,3,1,13,43,57,9,12,5,6,4,6,,,,,1,8,2,4,,,5,2,14,15,,,1.0,4.0,,,284.0,452.0,,,96,124,63,100,2.875,2.64,3.255,2019-10-27
155,Śląsk Wrocław,Arka Gdynia,H,2,1,13,40,60,17,4,5,2,12,2,,,,,5,1,0,2,,,1,3,15,19,,,2.0,1.0,,,277.0,417.0,,,103,118,79,65,1.835,4.699999999999998,3.66,2019-10-27
154,Legia Warszawa,Wisła Kraków,H,7,0,13,52,48,23,5,13,1,10,4,,,,,4,3,0,1,,,1,6,15,20,,,2.0,1.0,,,318.0,306.0,,,86,86,72,44,1.485,7.035,4.725,2019-10-27
153,Cracovia,Lechia Gdańsk,H,1,0,14,52,48,11,6,5,2,6,4,,,,,4,5,2,5,,,2,4,14,24,,,1.0,2.0,,,304.0,281.0,,,84,95,79,56,2.3600000000000003,3.15,3.45,2019-11-02
152,Pogoń Szczecin,Lech Poznań,D,1,1,14,52,48,6,10,3,6,3,4,,,,,4,3,1,0,,,5,2,16,12,,,2.0,3.0,,,402.0,463.0,,,100,102,71,71,2.76,2.735,3.3,2019-11-02
281,Korona Kielce,Zagłębie Lubin,H,1,0,14,35,65,12,8,5,1,7,7,,,,,3,3,3,1,,,1,4,20,15,,,3.0,3.0,,,226.0,588.0,,,70,88,57,65,3.12,2.435,3.33,2019-11-02
151,Jagiellonia Białystok,ŁKS Łódź,H,2,0,14,53,47,16,9,5,5,11,4,,,,,10,2,3,1,,,5,3,14,20,0.0,1.0,1.0,3.0,,,335.0,378.0,,,93,87,82,60,1.825,4.46,3.875,2019-11-03
150,Górnik Zabrze,Piast Gliwice,D,1,1,14,46,54,13,11,4,4,9,7,,,,,4,5,4,1,,,3,3,18,11,,,1.0,1.0,,,329.0,430.0,,,97,108,72,79,2.865,2.63,3.305,2019-11-03
149,Arka Gdynia,Legia Warszawa,A,0,1,14,24,76,3,17,1,6,2,11,,,,,0,5,2,1,,,5,1,17,13,1.0,0.0,3.0,2.0,,,145.0,549.0,,,72,114,43,107,4.665,1.775,3.96,2019-11-03
148,Śląsk Wrocław,Wisła Płock,H,3,1,14,44,56,12,7,7,4,5,3,,,,,3,0,2,1,,,3,4,26,13,,,4.0,1.0,,,324.0,393.0,,,115,130,70,74,2.155,3.58,3.475,2019-11-04
147,Raków Częstochowa,Wisła Kraków,H,1,0,14,42,58,14,4,2,1,12,3,,,,,3,0,1,1,,,1,1,21,16,,,3.0,3.0,,,242.0,418.0,,,101,129,88,57,1.985,3.995,3.6,2019-11-04
280,ŁKS Łódź,Śląsk Wrocław,A,0,1,15,54,46,7,11,3,2,4,9,,,,,2,8,1,1,,,1,3,18,22,,,3.0,3.0,,,452.0,315.0,,,161,116,83,95,2.85,2.605,3.38,2019-11-08
