,home_team,away_team,result,goals_h,goals_a,round,ball_poss_h,ball_poss_a,goal_attempts_h,goal_attempts_a,shots_on_h,shots_on_a,shots_off_h,shots_off_a,shots_blocked_h,shots_blocked_a,free_kicks_h,free_kicks_a,corner_kicks_h,corner_kicks_a,offsides_h,offsides_a,thorw-in_h,thorw-in_a,goalkeeper_saves_h,goalkeeper_saves_a,fouls_h,fouls_a,yellow_h,yellow_a,red_h,red_a,passes_h,passes_a,passes_completed_h,passes_completed_a,tackles_h,tackles_a,attacks_h,attacks_a,attacks_dang_h,attacks_dang_a,odds_avg_h,odds_avg_a,odds_avg_d,date
146,Piast Gliwice,Jagiellonia Białystok,H,3,1,15,53,47,14,8,5,2,9,6,,,,,7,4,4,1,,,1,2,19,13,0.0,1.0,2.0,4.0,,,450.0,368.0,,,111,82,71,54,2.385,3.1900000000000004,3.35,2019-11-08
145,Wisła Płock,Cracovia,D,0,0,15,58,42,4,5,2,0,2,5,,,,,15,1,0,2,,,0,2,16,19,,,1.0,3.0,,,290.0,351.0,,,101,94,82,61,2.975,2.535,3.335,2019-11-09
144,Legia Warszawa,Górnik Zabrze,H,5,1,15,64,36,23,8,8,3,15,5,,,,,10,3,1,1,,,2,3,16,24,,,0.0,2.0,,,458.0,275.0,,,100,63,76,36,1.475,7.465,4.574999999999998,2019-11-09
143,Wisła Kraków,Arka Gdynia,A,0,1,15,55,45,9,15,4,8,5,7,,,,,5,8,3,4,,,7,4,12,17,,,2.0,4.0,,,,,,,85,87,59,93,2.38,3.055,3.51,2019-11-09
142,Zagłębie Lubin,Raków Częstochowa,D,2,2,15,61,39,12,12,6,8,6,4,,,,,3,4,0,0,,,6,4,6,17,,,1.0,3.0,,,588.0,273.0,,,171,84,101,56,2.08,4.04,3.285,2019-11-10
141,Lech Poznań,Korona Kielce,D,0,0,15,65,35,14,10,5,4,9,6,,,,,8,5,0,3,,,4,5,13,18,,,1.0,1.0,,,513.0,277.0,,,100,72,83,46,1.64,5.945,3.95,2019-11-10
140,Lechia Gdańsk,Pogoń Szczecin,A,0,1,15,55,45,12,11,1,3,11,8,,,,,11,8,3,0,,,2,1,13,17,,,1.0,2.0,,,401.0,326.0,,,103,115,79,51,2.25,3.46,3.375,2019-11-10
279,Górnik Zabrze,Wisła Płock,D,2,2,16,53,47,13,12,6,4,7,8,,,,,7,3,2,2,,,2,4,23,19,,,3.0,2.0,,,342.0,329.0,,,113,88,85,54,2.225,3.43,3.43,2019-11-22
139,Lech Poznań,Piast Gliwice,H,3,0,16,55,45,13,7,5,3,8,4,,,,,8,2,1,0,,,3,2,10,13,,,2.0,3.0,,,494.0,470.0,,,115,103,65,52,2.175,3.455,3.525,2019-11-22
138,Korona Kielce,Raków Częstochowa,H,3,0,16,50,50,16,7,7,3,9,4,,,,,5,2,0,1,,,3,4,29,16,,,3.0,1.0,,,321.0,409.0,,,88,110,65,69,2.63,2.9,3.25,2019-11-23
137,Pogoń Szczecin,Legia Warszawa,H,3,1,16,55,45,10,9,8,3,2,6,,,,,5,5,0,0,,,2,5,11,10,,,2.0,1.0,,,370.0,362.0,,,99,79,64,61,3.695,2.15,3.4000000000000004,2019-11-23
136,Lechia Gdańsk,ŁKS Łódź,H,3,1,16,54,46,7,6,4,1,3,5,,,,,4,2,5,1,,,0,1,20,12,,,3.0,4.0,,,349.0,342.0,,,101,87,77,66,1.72,5.125,3.9,2019-11-23
135,Jagiellonia Białystok,Arka Gdynia,H,2,0,16,58,42,20,3,9,0,11,3,,,,,15,0,1,2,,,0,7,13,22,,,1.0,3.0,,,414.0,272.0,,,117,99,82,47,1.735,4.965,3.925,2019-11-24
134,Śląsk Wrocław,Wisła Kraków,H,2,1,16,58,42,11,7,4,4,7,3,,,,,9,3,1,4,,,3,2,17,17,,,1.0,0.0,,,384.0,258.0,,,104,80,96,48,1.665,5.47,4.0,2019-11-24
133,Cracovia,Zagłębie Lubin,H,2,0,16,44,56,10,6,3,3,7,3,,,,,5,4,2,2,,,3,1,6,14,,,0.0,1.0,,,331.0,433.0,,,89,124,96,85,2.1,3.645,3.5250000000000004,2019-11-25
132,Wisła Płock,Lech Poznań,A,0,2,17,46,54,5,13,1,6,4,7,,,,,8,3,1,1,,,4,1,12,15,,,1.0,2.0,,,305.0,418.0,,,103,125,76,79,3.405,2.2,3.475,2019-11-29
278,Zagłębie Lubin,Górnik Zabrze,H,2,0,17,55,45,20,1,6,1,14,0,,,,,4,1,5,2,,,1,4,12,19,,,2.0,2.0,,,412.0,302.0,,,158,119,99,72,2.05,3.83,3.55,2019-11-29
131,Arka Gdynia,Pogoń Szczecin,D,1,1,17,42,58,5,20,3,8,2,12,,,,,3,5,5,2,,,7,2,16,12,,,3.0,3.0,,,272.0,419.0,,,41,40,33,36,3.42,2.2750000000000004,3.305,2019-11-30
130,Piast Gliwice,Śląsk Wrocław,A,0,3,17,59,41,13,9,8,6,5,3,,,,,4,4,1,1,,,3,8,7,16,,,1.0,4.0,,,479.0,353.0,,,130,100,83,76,2.33,3.335,3.285,2019-11-30
129,Legia Warszawa,Korona Kielce,H,4,0,17,57,43,14,7,9,3,5,4,,,,,7,0,1,0,,,3,5,20,18,,,3.0,3.0,,,408.0,345.0,,,104,86,94,50,1.395,9.155,4.875,2019-11-30
128,Raków Częstochowa,Jagiellonia Białystok,H,2,1,17,54,46,13,13,6,2,7,11,,,,,3,4,3,0,,,1,4,14,16,,,2.0,1.0,,,522.0,467.0,,,72,95,60,54,2.84,2.625,3.325,2019-12-01
127,ŁKS Łódź,Cracovia,H,1,0,17,57,43,13,10,3,3,10,7,,,,,5,11,0,1,,,3,2,15,19,,,3.0,1.0,,,265.0,214.0,,,115,104,73,95,3.22,2.29,3.49,2019-12-01
126,Wisła Kraków,Lechia Gdańsk,A,0,1,17,61,39,11,9,1,4,10,5,,,,,6,9,2,1,,,3,1,16,17,,,1.0,4.0,,,414.0,235.0,,,90,78,82,73,3.345,2.16,3.7,2019-12-01
125,Górnik Zabrze,Wisła Kraków,H,4,2,18,57,43,12,6,6,3,6,3,,,,,6,3,1,3,,,1,2,12,10,,,3.0,3.0,,,401.0,300.0,,,98,82,78,51,2.05,3.545,3.75,2019-12-06
277,Korona Kielce,Arka Gdynia,A,0,1,18,58,42,15,5,8,3,7,2,,,,,9,5,3,2,,,2,8,20,18,,,1.0,0.0,,,392.0,302.0,,,125,91,86,54,2.1,3.87,3.35,2019-12-06
124,Jagiellonia Białystok,Zagłębie Lubin,A,0,1,18,46,54,11,16,2,5,9,11,,,,,6,14,0,2,,,4,2,11,13,1.0,0.0,4.0,1.0,,,372.0,384.0,,,95,96,67,81,1.925,4.05,3.75,2019-12-07
123,Lech Poznań,ŁKS Łódź,H,2,0,18,53,47,17,12,8,3,9,9,,,,,9,5,2,2,,,3,6,14,8,,,1.0,1.0,,,466.0,391.0,,,90,78,76,50,1.54,6.4,4.41,2019-12-07
122,Lechia Gdańsk,Wisła Płock,H,2,0,18,45,55,14,9,6,3,8,6,,,,,2,11,4,0,,,3,4,15,22,,,1.0,0.0,,,198.0,247.0,,,89,103,61,71,1.765,4.92,3.8,2019-12-07
119,Śląsk Wrocław,Legia Warszawa,A,0,3,18,49,51,6,12,5,7,1,5,,,,,6,4,2,3,,,4,5,13,16,,,2.0,1.0,,,330.0,292.0,,,106,89,93,70,3.855,2.045,3.5,2019-12-08
121,Cracovia,Raków Częstochowa,H,3,0,18,63,37,21,13,8,2,13,11,,,0.0,0.0,9,4,0,0,,,2,5,15,17,,,1.0,2.0,,,429.0,242.0,,,112,79,107,73,1.89,4.21,3.55,2019-12-08
120,Pogoń Szczecin,Piast Gliwice,H,1,0,18,53,47,15,5,7,2,8,3,,,,,5,5,1,3,,,2,6,25,11,,,1.0,2.0,,,382.0,372.0,,,114,113,75,73,2.2,3.4450000000000003,3.425,2019-12-08
118,Wisła Kraków,Pogoń Szczecin,H,1,0,19,38,62,8,11,3,2,5,9,,,,,3,1,6,0,,,2,2,15,12,,,1.0,3.0,,,212.0,472.0,,,84,113,62,70,3.455,2.15,3.6,2019-12-13
276,Arka Gdynia,Zagłębie Lubin,H,2,1,19,56,44,21,10,6,5,15,5,,,,,5,1,1,0,,,4,4,16,20,0.0,1.0,3.0,4.0,,,437.0,281.0,,,111,73,92,61,3.06,2.475,3.3,2019-12-13
117,Raków Częstochowa,Górnik Zabrze,H,2,1,19,52,48,18,13,6,3,12,10,,,,,4,4,2,2,,,2,4,15,19,,,3.0,4.0,,,388.0,337.0,,,144,125,80,55,2.385,3.1500000000000004,3.41,2019-12-14
116,Śląsk Wrocław,Lech Poznań,D,1,1,19,43,57,17,10,5,4,12,6,,,,,8,7,5,1,,,3,4,17,9,,,2.0,1.0,,,329.0,462.0,,,71,93,78,66,2.76,2.6500000000000004,3.375,2019-12-14
115,Legia Warszawa,Wisła Płock,H,3,1,19,55,45,27,4,7,3,20,1,,,,,7,2,1,0,,,2,4,14,18,,,1.0,2.0,,,496.0,333.0,,,104,69,83,24,1.31,10.84,5.65,2019-12-14
112,Jagiellonia Białystok,Lechia Gdańsk,H,3,0,19,53,47,18,11,9,2,9,9,,,,,6,5,3,2,,,2,6,19,17,,,3.0,4.0,,,287.0,297.0,,,100,86,72,71,2.585,2.88,3.335,2019-12-15
113,Korona Kielce,Cracovia,H,1,0,19,45,55,7,11,4,4,3,7,,,,,5,6,0,1,,,4,3,24,11,2.0,1.0,7.0,3.0,,,225.0,382.0,,,103,102,59,64,3.275,2.435,3.155,2019-12-15
114,Piast Gliwice,ŁKS Łódź,H,2,1,19,51,49,10,6,5,3,5,3,,,,,7,3,3,1,,,2,3,9,22,,,2.0,3.0,,,442.0,381.0,,,129,119,111,68,1.82,4.75,3.675,2019-12-15
111,Lech Poznań,Arka Gdynia,D,1,1,20,66,34,20,6,8,4,12,2,,,,,16,1,0,0,,,3,7,9,10,0.0,1.0,2.0,0.0,,,574.0,202.0,,,16,18,12,7,1.59,5.880000000000001,4.275,2019-12-19
275,ŁKS Łódź,Wisła Kraków,A,2,4,20,43,57,9,9,7,4,2,5,,,,,5,8,2,3,,,0,5,16,19,1.0,0.0,5.0,3.0,,,317.0,384.0,,,103,108,72,86,2.405,3.015,3.5,2019-12-19
110,Pogoń Szczecin,Korona Kielce,A,0,1,20,65,35,23,6,4,5,19,1,,,,,6,4,1,1,,,4,4,18,19,0.0,1.0,1.0,2.0,,,454.0,207.0,,,107,91,106,37,1.755,5.16,3.735,2019-12-20
109,Cracovia,Śląsk Wrocław,H,2,0,20,55,45,20,6,7,0,13,6,,,,,6,5,1,0,,,0,5,16,20,0.0,1.0,4.0,4.0,,,322.0,274.0,,,92,67,48,20,2.25,3.44,3.36,2019-12-20
108,Zagłębie Lubin,Legia Warszawa,H,2,1,20,51,49,20,10,9,6,11,4,,,,,6,3,4,2,,,5,7,10,16,,,3.0,2.0,,,431.0,380.0,,,103,125,71,89,4.48,1.84,3.755,2019-12-20
107,Lechia Gdańsk,Raków Częstochowa,A,0,3,20,51,49,18,13,6,6,12,7,,,,,5,2,2,3,,,3,6,19,9,,,4.0,0.0,,,379.0,271.0,,,95,87,88,66,1.85,4.52,3.68,2019-12-21
105,Górnik Zabrze,Jagiellonia Białystok,H,3,0,20,41,59,14,24,5,9,9,15,,,,,3,13,5,3,,,9,2,19,9,0.0,1.0,3.0,5.0,,,0.0,0.0,,,85,88,55,95,2.795,2.66,3.35,2019-12-21
106,Wisła Płock,Piast Gliwice,H,2,1,20,44,56,9,14,6,5,3,9,,,,,3,2,0,3,,,4,4,22,14,,,1.0,2.0,,,281.0,359.0,,,101,130,59,76,2.76,2.685,3.35,2019-12-21
274,Arka Gdynia,Cracovia,A,0,1,21,50,50,7,9,4,4,3,5,,,,,5,11,1,1,,,3,4,25,18,,,6.0,4.0,,,318.0,283.0,,,83,70,79,81,3.31,2.35,3.3,2020-02-07
104,Śląsk Wrocław,Lechia Gdańsk,D,2,2,21,58,42,24,14,3,3,21,11,,,,,8,7,1,6,,,1,2,14,14,,,2.0,3.0,,,432.0,262.0,,,138,114,104,70,1.955,4.195,3.535,2020-02-07
101,Wisła Kraków,Jagiellonia Białystok,H,3,0,21,50,50,11,15,5,1,6,14,,,,,4,8,0,0,,,1,2,20,8,,,,,,,350.0,400.0,,,96,86,59,73,2.75,2.64,3.475,2020-02-08
102,Lech Poznań,Raków Częstochowa,H,3,0,21,62,38,22,6,9,1,13,5,,,,,8,5,0,2,,,1,6,13,12,,,0.0,4.0,,,503.0,312.0,,,86,70,76,49,1.925,4.08,3.75,2020-02-08
103,Korona Kielce,Górnik Zabrze,D,0,0,21,54,46,9,19,3,4,6,15,,,,,6,8,1,0,,,4,3,16,17,,,2.0,1.0,,,380.0,329.0,,,102,108,76,77,2.605,2.995,3.18,2020-02-08
99,Piast Gliwice,Zagłębie Lubin,H,2,0,21,49,51,14,9,6,3,8,6,,,,,5,1,1,0,,,3,4,16,20,,,1.0,5.0,,,416.0,413.0,,,120,90,74,55,2.3,3.315,3.405,2020-02-09
98,Legia Warszawa,ŁKS Łódź,H,3,1,21,59,41,22,9,12,1,10,8,,,,,9,2,2,0,,,1,9,16,18,,,2.0,4.0,,,417.0,295.0,,,111,82,89,35,1.3250000000000002,8.675,6.25,2020-02-09
100,Wisła Płock,Pogoń Szczecin,A,2,3,21,47,53,10,12,2,6,8,6,,,,,7,2,5,1,,,3,0,24,21,,,2.0,2.0,,,202.0,312.0,,,96,94,73,46,3.015,2.56,3.235,2020-02-09
97,Lechia Gdańsk,Piast Gliwice,H,1,0,22,42,58,7,11,3,3,4,8,,,,,2,6,2,1,,,3,2,18,15,,,2.0,0.0,,,301.0,464.0,,,84,102,57,86,2.55,2.96,3.255,2020-02-14
273,Górnik Zabrze,Arka Gdynia,H,2,0,22,47,53,11,5,5,2,6,3,,,,,7,2,2,1,,,2,3,18,13,,,3.0,2.0,,,272.0,415.0,,,102,98,82,67,1.84,4.455,3.75,2020-02-14
95,Pogoń Szczecin,Śląsk Wrocław,D,0,0,22,58,42,11,8,7,1,4,7,,,,,5,5,0,0,,,1,7,11,12,,,0.0,1.0,,,413.0,334.0,,,99,85,79,54,2.2,3.715,3.21,2020-02-15
94,Raków Częstochowa,Legia Warszawa,D,2,2,22,35,65,13,21,8,12,5,9,,,,,5,7,0,1,,,10,6,8,22,,,0.0,2.0,,,236.0,504.0,,,69,119,42,98,4.6099999999999985,1.79,3.835,2020-02-15
96,ŁKS Łódź,Wisła Płock,D,0,0,22,56,44,16,12,4,2,12,10,,,,,6,4,2,2,,,2,4,20,20,,,4.0,3.0,,,383.0,319.0,,,129,104,90,66,2.46,3.05,3.325,2020-02-15
93,Jagiellonia Białystok,Korona Kielce,D,0,0,22,61,39,30,7,4,3,26,4,,,,,6,1,2,3,,,3,4,21,20,,,1.0,5.0,,,479.0,282.0,,,111,102,98,42,1.775,4.755,3.805,2020-02-16
91,Cracovia,Lech Poznań,H,2,1,22,41,59,17,21,5,7,12,14,,,,,5,12,3,1,,,6,3,13,11,,,1.0,0.0,,,307.0,448.0,,,85,106,74,83,2.4850000000000003,3.13,3.185,2020-02-16
92,Zagłębie Lubin,Wisła Kraków,A,0,1,22,46,54,11,10,1,2,10,8,,,,,7,7,0,3,,,2,1,14,22,,,0.0,2.0,,,363.0,362.0,,,105,115,70,91,2.275,3.22,3.5,2020-02-16
90,Śląsk Wrocław,Górnik Zabrze,H,2,1,23,48,52,7,12,2,3,5,9,,,,,1,6,4,3,,,2,0,15,12,,,,,,,360.0,392.0,,,110,137,59,97,2.105,3.78,3.375,2020-02-21
272,ŁKS Łódź,Pogoń Szczecin,D,0,0,23,49,51,12,6,3,1,9,5,,,,,6,4,2,2,,,1,3,19,8,,,3.0,1.0,,,383.0,411.0,,,130,146,87,81,3.24,2.3600000000000003,3.305,2020-02-21
88,Legia Warszawa,Jagiellonia Białystok,H,4,0,23,52,48,15,7,7,2,8,5,,,,,6,3,8,0,,,2,3,15,12,,,0.0,2.0,,,410.0,434.0,,,93,91,72,43,1.52,6.4350000000000005,4.5600000000000005,2020-02-22
87,Piast Gliwice,Cracovia,H,1,0,23,49,51,11,10,5,5,6,5,,,,,8,8,1,1,,,5,4,12,19,,,0.0,3.0,,,383.0,399.0,,,109,118,79,76,2.45,3.18,3.225,2020-02-22
89,Arka Gdynia,Raków Częstochowa,H,3,2,23,57,43,12,21,6,6,6,15,,,,,3,7,1,1,,,4,3,21,12,,,3.0,0.0,,,294.0,319.0,,,78,78,69,81,2.725,2.805,3.23,2020-02-22
86,Wisła Płock,Zagłębie Lubin,D,1,1,23,41,59,9,24,3,7,6,17,,,,,7,9,4,5,,,6,2,16,19,,,1.0,1.0,,,251.0,375.0,,,87,116,58,103,2.76,2.73,3.2750000000000004,2020-02-23
85,Wisła Kraków,Korona Kielce,H,2,0,23,48,52,15,20,8,6,7,14,,,,,8,6,0,1,,,6,6,21,10,0.0,1.0,3.0,5.0,,,331.0,376.0,,,64,100,56,86,1.875,4.375,3.675,2020-02-23
84,Lech Poznań,Lechia Gdańsk,H,2,0,23,73,27,42,9,14,3,28,6,,,,,19,1,1,4,,,3,12,11,9,0.0,1.0,3.0,4.0,,,528.0,251.0,,,93,72,114,39,1.85,4.465,3.725,2020-02-23
271,Raków Częstochowa,Piast Gliwice,H,2,0,24,42,58,17,13,10,1,7,12,,,,,5,3,3,0,,,1,8,11,9,,,3.0,2.0,,,314.0,547.0,,,129,143,90,89,2.805,2.78,3.205,2020-02-28
83,Jagiellonia Białystok,Lech Poznań,D,1,1,24,42,58,21,12,8,3,13,9,,,,,8,7,4,4,,,2,7,12,18,,,3.0,3.0,,,291.0,478.0,,,85,99,63,86,2.975,2.5,3.4,2020-02-28
82,Wisła Kraków,Wisła Płock,D,2,2,24,52,48,14,12,5,7,9,5,,,,,2,6,1,1,,,5,4,16,12,,,2.0,3.0,,,332.0,307.0,,,83,99,55,72,1.835,4.574999999999998,3.7,2020-02-29
81,Górnik Zabrze,Pogoń Szczecin,H,3,1,24,36,64,18,17,10,3,8,14,,,,,7,5,0,1,,,2,7,22,9,,,3.0,1.0,,,251.0,466.0,,,91,128,75,88,2.585,2.985,3.225,2020-02-29
80,Legia Warszawa,Cracovia,H,2,1,24,55,45,14,8,7,4,7,4,,,,,6,3,0,1,,,3,5,18,16,,,3.0,3.0,,,375.0,337.0,,,128,98,81,40,1.6549999999999998,5.5299999999999985,4.05,2020-02-29
79,Korona Kielce,Lechia Gdańsk,A,1,2,24,53,47,29,13,6,5,23,8,,,,,12,7,2,2,,,3,5,16,17,1.0,0.0,2.0,6.0,,,348.0,305.0,,,94,88,101,68,2.825,2.81,3.155,2020-03-01
78,Arka Gdynia,ŁKS Łódź,D,1,1,24,42,58,10,18,2,4,8,14,,,,,4,3,2,0,,,3,1,27,19,,,5.0,2.0,,,266.0,367.0,,,79,82,71,72,2.425,3.115,3.355,2020-03-01
77,Zagłębie Lubin,Śląsk Wrocław,H,3,1,24,55,45,15,7,8,3,7,4,,,,,3,2,2,0,,,2,5,10,8,,,1.0,1.0,,,443.0,331.0,,,115,102,100,66,2.525,3.01,3.26,2020-03-01
270,Wisła Płock,Raków Częstochowa,A,0,2,25,56,44,9,10,2,4,7,6,,,,,7,4,2,2,,,2,2,14,14,0.0,1.0,3.0,2.0,,,450.0,271.0,,,117,115,80,85,2.755,2.675,3.375,2020-03-03
76,Lech Poznań,Górnik Zabrze,H,4,1,25,62,38,20,16,10,5,10,11,,,,,6,7,3,2,,,4,6,9,15,,,1.0,1.0,,,577.0,283.0,,,101,84,70,62,1.725,5.23,3.8,2020-03-03
75,Pogoń Szczecin,Jagiellonia Białystok,A,1,2,25,56,44,18,14,3,6,15,8,,,,,8,3,2,2,,,4,3,12,14,1.0,0.0,1.0,6.0,,,419.0,324.0,,,97,95,77,43,2.21,3.535,3.355,2020-03-03
74,Cracovia,Wisła Kraków,A,0,2,25,56,44,13,12,3,5,10,7,,,,,9,8,2,6,,,3,3,13,24,,,6.0,3.0,,,332.0,228.0,,,100,76,67,60,2.01,3.92,3.58,2020-03-03
72,ŁKS Łódź,Zagłębie Lubin,H,3,2,25,42,58,18,15,6,8,12,7,,,,,2,5,1,2,,,6,3,14,17,,,3.0,2.0,,,314.0,437.0,,,112,126,80,78,2.865,2.6100000000000003,3.325,2020-03-04
71,Piast Gliwice,Arka Gdynia,H,1,0,25,53,47,19,8,8,2,11,6,,,,,15,1,1,1,,,2,7,10,18,,,0.0,2.0,,,362.0,364.0,,,92,66,58,34,1.685,5.62,3.825,2020-03-04
73,Śląsk Wrocław,Korona Kielce,H,2,1,25,46,54,9,9,5,5,4,4,,,,,4,6,0,2,,,4,3,14,17,,,1.0,4.0,,,313.0,426.0,,,129,110,74,57,1.745,5.17,3.755,2020-03-04
70,Lechia Gdańsk,Legia Warszawa,A,0,2,25,42,58,2,21,0,7,2,14,,,,,3,3,1,2,,,5,0,8,17,,,2.0,4.0,,,326.0,447.0,,,55,77,28,49,4.37,1.855,3.78,2020-03-04
269,Górnik Zabrze,Cracovia,H,3,2,26,46,54,13,12,8,6,5,6,,,,,5,6,1,2,,,4,5,15,12,,,5.0,3.0,,,262.0,386.0,,,119,99,86,77,2.665,2.93,3.2,2020-03-06
67,Jagiellonia Białystok,Śląsk Wrocław,H,1,0,26,49,51,10,7,3,2,7,5,,,,,4,4,1,5,,,2,2,17,12,,,3.0,1.0,,,385.0,358.0,,,110,124,68,63,2.325,3.33,3.325,2020-03-07
68,Zagłębie Lubin,Lechia Gdańsk,D,4,4,26,59,41,29,13,9,6,20,7,,,,,9,5,2,2,,,2,5,11,20,,,4.0,3.0,,,444.0,247.0,,,104,79,111,60,2.075,3.62,3.625,2020-03-07
69,Arka Gdynia,Wisła Płock,A,1,2,26,55,45,11,15,3,8,8,7,,,,,5,6,3,1,,,6,2,18,14,1.0,0.0,2.0,3.0,,,342.0,285.0,,,87,75,84,75,2.39,3.21,3.285,2020-03-07
64,Legia Warszawa,Piast Gliwice,A,1,2,26,46,54,12,6,5,2,7,4,,,,,5,4,1,1,,,0,4,13,10,1.0,0.0,2.0,2.0,,,281.0,498.0,,,104,113,63,65,1.48,8.15,4.325,2020-03-08
65,Wisła Kraków,Lech Poznań,D,1,1,26,48,52,9,17,3,4,6,13,,,,,4,8,0,1,,,3,2,18,10,,,2.0,1.0,,,,,,,84,98,53,80,3.015,2.43,3.45,2020-03-08
66,Raków Częstochowa,Pogoń Szczecin,D,0,0,26,56,44,14,7,3,3,11,4,,,,,4,6,3,1,,,3,3,16,19,,,1.0,2.0,,,421.0,328.0,,,138,128,92,82,2.205,3.61,3.335,2020-03-08
63,Korona Kielce,ŁKS Łódź,H,1,0,26,42,58,12,14,6,1,6,13,,,,,6,4,1,0,,,1,5,21,14,,,1.0,1.0,,,280.0,414.0,,,83,108,91,71,2.425,3.22,3.25,2020-03-09
268,Śląsk Wrocław,Raków Częstochowa,D,1,1,27,54,46,12,9,4,4,8,5,,,,,3,6,0,0,,,3,3,10,19,,,0.0,2.0,,,83.0,44.0,,,85,86,42,59,2.51,3.07,3.31,2020-05-29
62,Pogoń Szczecin,Zagłębie Lubin,A,0,3,27,56,44,24,15,5,6,19,9,,,,,10,3,0,3,,,3,5,9,18,,,0.0,4.0,,,406.0,315.0,,,88,70,85,42,2.575,2.95,3.35,2020-05-29
59,Lech Poznań,Legia Warszawa,A,0,1,27,61,39,14,14,3,5,11,9,,,,,4,4,1,5,,,4,3,13,24,,,4.0,2.0,,,541.0,231.0,,,111,78,67,43,2.895,2.575,3.4,2020-05-30
60,Piast Gliwice,Wisła Kraków,H,4,0,27,49,51,13,6,4,1,9,5,,,,,3,4,0,5,,,1,0,14,16,0.0,1.0,2.0,6.0,,,365.0,411.0,,,95,116,66,87,2.13,3.55,3.575,2020-05-30
61,ŁKS Łódź,Górnik Zabrze,A,0,1,27,63,37,13,11,3,5,10,6,,,,,6,8,1,1,,,4,3,16,16,,,1.0,1.0,,,510.0,225.0,,,168,110,92,76,2.8,2.78,3.235,2020-05-30
56,Lechia Gdańsk,Arka Gdynia,H,4,3,27,60,40,20,15,7,7,13,8,,,,,6,2,1,1,,,4,3,15,13,,,3.0,2.0,,,474.0,272.0,,,96,86,79,59,1.975,4.11,3.625,2020-05-31
57,Cracovia,Jagiellonia Białystok,A,0,1,27,46,54,8,14,5,3,3,11,,,,,4,5,3,1,,,2,5,17,21,,,1.0,3.0,,,353.0,392.0,,,86,97,51,60,2.205,3.52,3.475,2020-05-31
58,Wisła Płock,Korona Kielce,A,1,4,27,55,45,10,11,6,6,4,5,,,,,3,6,0,2,,,2,5,15,19,,,1.0,2.0,,,381.0,274.0,,,132,134,81,91,2.55,3.065,3.2,2020-05-31
55,Górnik Zabrze,Lechia Gdańsk,D,2,2,28,41,59,14,16,6,8,8,8,,,,,7,7,1,0,,,6,4,14,12,,,3.0,1.0,,,288.0,466.0,,,100,100,76,95,2.365,3.02,3.625,2020-06-05
267,Korona Kielce,Piast Gliwice,A,1,2,28,34,66,12,19,4,7,8,12,,,,,5,4,1,3,,,5,3,11,13,1.0,0.0,3.0,1.0,,,240.0,554.0,,,77,96,47,81,3.395,2.375,3.175,2020-06-05
54,Jagiellonia Białystok,Wisła Płock,D,2,2,28,66,34,18,15,6,7,12,8,,,,,8,2,0,6,,,5,4,15,22,,,0.0,1.0,,,540.0,221.0,,,151,91,93,47,1.76,4.845,3.875,2020-06-06
52,Pogoń Szczecin,Cracovia,H,1,0,28,43,57,12,14,3,4,9,10,,,,,6,10,1,1,,,4,2,15,16,0.0,1.0,2.0,3.0,,,262.0,376.0,,,84,96,58,74,2.835,2.84,3.125,2020-06-06
53,Zagłębie Lubin,Lech Poznań,D,3,3,28,44,56,10,20,7,9,3,11,,,,,3,7,0,2,,,6,4,10,13,,,2.0,1.0,,,406.0,516.0,,,75,117,43,106,3.025,2.4000000000000004,3.505,2020-06-06
49,Wisła Kraków,Legia Warszawa,A,1,3,28,44,56,11,21,5,7,6,14,,,,,4,8,0,2,,,4,4,11,14,,,1.0,2.0,,,328.0,425.0,,,96,107,49,97,6.869999999999999,1.53,4.325,2020-06-07
50,Arka Gdynia,Śląsk Wrocław,H,2,1,28,51,49,14,12,7,3,7,9,,,,,8,3,0,1,,,2,5,16,14,,,2.0,2.0,,,429.0,402.0,,,94,91,86,55,3.1950000000000003,2.46,3.235,2020-06-07
51,Raków Częstochowa,ŁKS Łódź,D,1,1,28,44,56,18,13,5,3,13,10,,,,,6,4,2,0,,,2,4,21,22,,,2.0,2.0,,,254.0,400.0,,,117,117,90,73,1.86,4.41,3.75,2020-06-07
266,Piast Gliwice,Górnik Zabrze,D,0,0,29,59,41,12,8,6,0,6,8,,,,,8,1,0,1,,,0,6,13,17,,,0.0,2.0,,,498.0,298.0,,,110,107,98,60,1.95,4.035,3.68,2020-06-09
46,Lech Poznań,Pogoń Szczecin,H,4,0,29,62,38,11,7,7,2,4,5,,,,,1,4,3,3,,,2,3,13,16,,,0.0,1.0,,,629.0,365.0,,,114,94,40,50,1.68,5.18,4.075,2020-06-09
47,Zagłębie Lubin,Korona Kielce,D,1,1,29,58,42,15,12,5,3,10,9,,,,,6,5,1,2,,,2,4,13,17,,,1.0,3.0,,,458.0,319.0,,,114,97,84,55,1.845,4.39,3.825,2020-06-09
48,Lechia Gdańsk,Cracovia,A,1,3,29,56,44,10,13,1,6,9,7,,,,,6,4,0,1,,,4,0,14,15,,,2.0,1.0,,,400.0,260.0,,,99,88,90,78,2.49,3.145,3.175,2020-06-09
42,Legia Warszawa,Arka Gdynia,H,5,1,29,62,38,29,3,8,1,21,2,,,,,6,1,1,2,,,0,3,14,16,,,0.0,1.0,,,510.0,306.0,,,94,85,106,43,1.3,9.535,6.3,2020-06-10
