,home_team,away_team,result,goals_h,goals_a,round,ball_poss_h,ball_poss_a,goal_attempts_h,goal_attempts_a,shots_on_h,shots_on_a,shots_off_h,shots_off_a,shots_blocked_h,shots_blocked_a,free_kicks_h,free_kicks_a,corner_kicks_h,corner_kicks_a,offsides_h,offsides_a,thorw-in_h,thorw-in_a,goalkeeper_saves_h,goalkeeper_saves_a,fouls_h,fouls_a,yellow_h,yellow_a,red_h,red_a,passes_h,passes_a,passes_completed_h,passes_completed_a,tackles_h,tackles_a,attacks_h,attacks_a,attacks_dang_h,attacks_dang_a,odds_avg_h,odds_avg_a,odds_avg_d,date
220,Cracovia,Wisła Kraków,D,1,1,12,48,52,12,8,3,2,9,6,,,,,4,4,2,2,,,1,2,25,17,0.0,1.0,3.0,7.0,,,265.0,268.0,,,75.0,83.0,59.0,74.0,2.425,3.1,3.4000000000000004,2020-12-04
130,Jagiellonia Białystok,Warta Poznań,H,4,3,12,63,37,15,15,7,6,8,9,,,,,5,4,1,6,,,3,3,15,14,,,1.0,1.0,,,475.0,233.0,,,124.0,85.0,84.0,53.0,2.09,4.0,3.335,2020-12-05
129,Śląsk Wrocław,Raków Częstochowa,H,1,0,12,51,49,15,15,7,6,8,9,,,,,3,7,0,2,,,6,6,17,10,,,0.0,1.0,,,,,,,98.0,99.0,63.0,110.0,3.125,2.36,3.46,2020-12-05
128,Legia Warszawa,Lechia Gdańsk,H,2,0,12,52,48,16,8,7,1,9,7,,,,,3,3,2,0,,,1,5,19,20,0.0,1.0,3.0,3.0,,,312.0,309.0,,,94.0,79.0,79.0,52.0,1.565,6.25,4.35,2020-12-05
127,Piast Gliwice,Zagłębie Lubin,D,1,1,12,52,48,10,7,4,1,6,6,,,,,2,1,0,2,,,0,3,7,8,,,2.0,0.0,,,504.0,487.0,,,114.0,103.0,62.0,69.0,2.09,3.75,3.48,2020-12-06
126,Lech Poznań,Podbeskidzie B-B,H,4,0,12,55,45,17,9,9,3,8,6,,,,,9,3,2,1,,,3,5,11,12,,,0.0,2.0,,,410.0,298.0,,,94.0,72.0,56.0,49.0,1.33,8.925,6.075,2020-12-06
125,Pogoń Szczecin,Stal Mielec,H,2,0,12,66,34,18,4,5,1,13,3,,,,,8,1,1,1,,,1,3,18,11,,,0.0,3.0,,,485.0,270.0,,,99.0,81.0,89.0,47.0,1.75,4.975,3.875,2020-12-07
124,Wisła Płock,Górnik Zabrze,A,0,1,12,53,47,7,6,4,2,3,4,,,,,12,3,3,0,,,1,4,21,16,,,3.0,1.0,,,375.0,328.0,,,112.0,115.0,76.0,73.0,3.035,2.435,3.43,2020-12-07
123,Zagłębie Lubin,Śląsk Wrocław,H,2,1,13,58,42,18,7,7,5,11,2,,,,,9,2,2,1,,,4,5,10,15,,,2.0,3.0,,,460.0,321.0,,,128.0,105.0,104.0,68.0,2.585,2.875,3.375,2020-12-11
219,Podbeskidzie B-B,Piast Gliwice,A,0,5,13,50,50,7,15,1,7,6,8,,,,,6,10,3,2,,,2,1,21,11,,,3.0,1.0,,,297.0,368.0,,,83.0,80.0,60.0,60.0,4.0,1.925,3.775,2020-12-11
122,Warta Poznań,Pogoń Szczecin,A,1,2,13,36,64,8,12,2,5,6,7,,,,,3,5,1,4,,,3,1,11,22,,,3.0,4.0,,,257.0,549.0,,,64.0,89.0,31.0,49.0,3.7,2.25,3.135,2020-12-12
121,Górnik Zabrze,Cracovia,A,0,2,13,50,50,13,11,4,2,9,9,,,,,3,4,2,3,,,0,4,16,15,,,3.0,4.0,,,359.0,349.0,,,108.0,117.0,63.0,78.0,2.23,3.425,3.4000000000000004,2020-12-12
120,Wisła Kraków,Legia Warszawa,A,1,2,13,36,64,7,13,4,5,3,8,,,,,2,6,1,3,,,3,3,13,13,,,4.0,1.0,,,237.0,465.0,,,94.0,84.0,63.0,72.0,4.9,1.77,3.85,2020-12-12
118,Raków Częstochowa,Jagiellonia Białystok,H,3,2,13,46,54,16,12,4,5,12,7,,,,,4,8,3,0,,,3,1,20,25,,,4.0,3.0,,,270.0,388.0,,,92.0,75.0,79.0,55.0,1.63,5.324999999999998,4.385,2020-12-13
119,Stal Mielec,Lech Poznań,D,1,1,13,38,62,14,14,4,5,10,9,,,,,9,9,2,2,,,4,3,16,19,,,2.0,3.0,,,238.0,475.0,,,64.0,96.0,72.0,91.0,6.35,1.53,4.5600000000000005,2020-12-13
117,Lechia Gdańsk,Wisła Płock,A,0,1,13,49,51,11,12,3,5,8,7,,,,,3,4,0,1,,,4,3,21,15,,,3.0,1.0,,,352.0,380.0,,,96.0,125.0,71.0,81.0,1.935,4.2,3.65,2020-12-14
218,Lech Poznań,Pogoń Szczecin,A,0,4,5,59,41,16,15,6,10,10,5,,,,,4,7,1,3,,,6,6,13,20,,,3.0,0.0,,,544.0,338.0,,,130.0,81.0,60.0,42.0,1.835,4.324999999999998,3.86,2020-12-16
217,Śląsk Wrocław,Warta Poznań,H,2,1,14,56,44,19,20,9,8,10,12,,,,,5,4,1,2,,,7,7,21,16,,,2.0,1.0,,,355.0,283.0,,,94.0,90.0,70.0,71.0,1.905,4.225,3.63,2020-12-17
116,Wisła Płock,Podbeskidzie B-B,H,4,1,14,67,33,13,1,7,1,6,0,,,,,5,0,1,1,,,0,3,11,20,0.0,2.0,2.0,5.0,,,557.0,198.0,,,114.0,84.0,72.0,27.0,2.025,3.8,3.6,2020-12-18
115,Legia Warszawa,Stal Mielec,A,2,3,14,70,30,15,7,6,6,9,1,,,,,8,0,0,2,,,3,4,18,19,,,3.0,3.0,,,591.0,200.0,,,110.0,63.0,87.0,26.0,1.3250000000000002,9.075,6.025,2020-12-18
114,Pogoń Szczecin,Zagłębie Lubin,H,1,0,14,70,30,19,5,11,3,8,2,,,,,7,1,5,5,,,3,10,16,8,0.0,1.0,4.0,3.0,,,603.0,252.0,,,106.0,70.0,115.0,39.0,2.08,3.725,3.48,2020-12-19
113,Cracovia,Lechia Gdańsk,A,0,3,14,61,39,12,11,2,7,10,4,,,,,6,3,1,4,,,4,2,16,21,1.0,0.0,3.0,5.0,,,422.0,226.0,,,101.0,86.0,54.0,43.0,2.35,3.125,3.455,2020-12-19
112,Lech Poznań,Wisła Kraków,A,0,1,14,55,45,26,8,12,4,14,4,,,,,14,4,0,3,,,3,12,9,14,,,1.0,1.0,,,398.0,241.0,,,105.0,71.0,90.0,58.0,1.6749999999999998,4.925,4.25,2020-12-19
111,Piast Gliwice,Raków Częstochowa,D,0,0,14,56,44,11,13,2,3,9,10,,,,,2,3,1,3,,,3,2,14,18,,,1.0,2.0,,,452.0,342.0,,,119.0,96.0,58.0,75.0,2.825,2.585,3.46,2020-12-20
110,Jagiellonia Białystok,Górnik Zabrze,H,1,0,14,42,58,11,14,7,4,4,10,,,,,6,5,7,3,,,4,6,17,17,,,3.0,1.0,,,322.0,400.0,,,64.0,95.0,46.0,68.0,2.8200000000000003,2.66,3.35,2020-12-20
109,Raków Częstochowa,Pogoń Szczecin,A,0,1,15,52,48,8,8,1,3,7,5,,,,,8,0,2,1,,,2,1,11,17,,,5.0,2.0,,,374.0,379.0,,,98.0,70.0,79.0,43.0,2.155,3.5250000000000004,3.485,2021-01-29
216,Zagłębie Lubin,Wisła Płock,A,0,2,15,41,59,6,13,2,5,4,8,,,,,4,0,3,5,,,3,2,15,12,1.0,0.0,4.0,2.0,,,335.0,464.0,,,108.0,119.0,60.0,87.0,2.45,3.175,3.26,2021-01-29
108,Warta Poznań,Cracovia,H,1,0,15,36,64,7,5,2,2,5,3,,,,,2,7,2,1,,,2,2,10,20,,,2.0,4.0,,,201.0,470.0,,,79.0,89.0,58.0,69.0,3.35,2.405,3.125,2021-01-30
107,Lechia Gdańsk,Jagiellonia Białystok,A,0,2,15,55,45,12,13,2,7,10,6,,,,,5,4,1,0,,,5,2,15,21,1.0,0.0,6.0,2.0,,,452.0,393.0,,,99.0,103.0,59.0,45.0,2.055,3.75,3.535,2021-01-30
106,Górnik Zabrze,Lech Poznań,D,1,1,15,36,64,9,10,2,3,7,7,,,,,8,3,2,1,,,3,1,9,8,,,2.0,1.0,,,270.0,574.0,,,112.0,140.0,83.0,85.0,3.475,2.25,3.285,2021-01-30
105,Wisła Kraków,Piast Gliwice,A,3,4,15,58,42,17,16,5,9,12,7,,,,,2,0,2,1,,,5,2,11,13,,,4.0,3.0,,,379.0,313.0,,,105.0,86.0,55.0,45.0,2.79,2.66,3.3,2021-01-31
104,Podbeskidzie B-B,Legia Warszawa,H,1,0,15,32,68,8,15,3,4,5,11,,,,,2,7,3,0,,,4,2,14,8,,,2.0,0.0,,,246.0,591.0,,,85.0,120.0,47.0,80.0,6.725,1.515,4.475,2021-01-31
103,Stal Mielec,Śląsk Wrocław,D,0,0,15,40,60,15,9,5,2,10,7,,,,,3,5,2,0,,,2,5,20,16,1.0,0.0,4.0,1.0,,,266.0,421.0,,,100.0,131.0,65.0,62.0,2.91,2.53,3.375,2021-02-01
215,Lechia Gdańsk,Warta Poznań,D,1,1,16,56,44,16,5,6,2,10,3,,,,,9,3,3,3,,,1,5,18,12,,,2.0,1.0,,,407.0,281.0,,,118.0,114.0,96.0,62.0,1.86,4.45,3.625,2021-02-05
102,Lech Poznań,Zagłębie Lubin,D,0,0,16,68,32,17,9,2,3,15,6,,,,,8,3,0,2,,,3,2,13,10,,,2.0,0.0,,,614.0,290.0,,,136.0,81.0,107.0,53.0,1.545,6.2,4.4350000000000005,2021-02-05
101,Piast Gliwice,Śląsk Wrocław,H,2,0,16,49,51,18,8,6,2,12,6,,,,,6,8,1,2,,,2,4,23,18,,,3.0,4.0,,,320.0,365.0,,,86.0,75.0,54.0,52.0,2.04,3.9,3.475,2021-02-06
100,Pogoń Szczecin,Cracovia,H,1,0,16,54,46,13,4,4,0,9,4,,,,,5,4,4,1,,,0,3,17,13,,,3.0,1.0,,,384.0,351.0,,,88.0,94.0,67.0,63.0,2.075,4.125,3.225,2021-02-06
99,Legia Warszawa,Raków Częstochowa,H,2,0,16,49,51,14,10,10,2,4,8,,,,,2,3,2,1,,,2,8,19,17,,,3.0,2.0,,,382.0,401.0,,,91.0,93.0,45.0,61.0,2.165,3.575,3.4,2021-02-06
97,Wisła Kraków,Jagiellonia Białystok,H,2,0,16,52,48,17,15,8,7,9,8,,,,,8,3,3,1,,,7,6,9,8,,,1.0,2.0,,,225.0,273.0,,,90.0,94.0,99.0,67.0,2.26,3.375,3.4000000000000004,2021-02-07
98,Podbeskidzie B-B,Górnik Zabrze,H,2,1,16,51,49,16,10,6,5,10,5,,,,,8,5,1,0,,,4,4,13,15,,,4.0,2.0,,,341.0,304.0,,,97.0,98.0,84.0,50.0,3.975,2.065,3.41,2021-02-07
214,Śląsk Wrocław,Wisła Kraków,D,1,1,17,47,53,7,20,1,5,6,15,,,,,3,13,0,1,,,4,0,13,19,1.0,0.0,3.0,2.0,,,247.0,302.0,,,101.0,124.0,43.0,119.0,3.1,2.315,3.4000000000000004,2021-02-12
95,Pogoń Szczecin,Piast Gliwice,D,0,0,17,56,44,9,6,5,2,4,4,,,,,8,1,2,2,,,2,5,10,14,,,3.0,3.0,,,329.0,302.0,,,82.0,84.0,72.0,61.0,2.255,3.35,3.375,2021-02-13
96,Cracovia,Podbeskidzie B-B,D,1,1,17,58,42,19,6,6,2,13,4,,,,,6,3,1,0,,,1,5,15,11,1.0,1.0,2.0,4.0,,,462.0,211.0,,,101.0,66.0,86.0,50.0,1.91,4.225,3.65,2021-02-13
94,Raków Częstochowa,Lechia Gdańsk,A,0,1,17,56,44,15,11,9,3,6,8,,,,,6,2,1,2,,,2,9,15,16,,,5.0,3.0,,,369.0,263.0,,,107.0,97.0,89.0,51.0,1.87,4.75,3.41,2021-02-13
93,Wisła Płock,Lech Poznań,H,1,0,17,51,49,10,10,4,1,6,9,,,,,5,4,1,0,,,1,3,19,17,,,1.0,2.0,,,342.0,334.0,,,101.0,87.0,54.0,54.0,3.225,2.325,3.4000000000000004,2021-02-14
92,Jagiellonia Białystok,Legia Warszawa,D,1,1,17,35,65,5,17,3,5,2,12,,,,,1,7,2,1,,,4,2,17,12,,,4.0,3.0,,,280.0,494.0,,,29.0,37.0,11.0,35.0,4.875,1.725,4.025,2021-02-14
91,Warta Poznań,Zagłębie Lubin,H,1,0,17,42,58,13,10,4,1,9,9,,,,,5,11,0,0,,,1,3,10,19,,,1.0,0.0,,,248.0,373.0,,,102.0,121.0,71.0,89.0,2.875,2.66,3.2,2021-02-15
90,Górnik Zabrze,Stal Mielec,H,2,1,17,71,29,22,8,6,2,16,6,,,,,10,4,1,2,,,1,4,12,11,,,4.0,2.0,,,531.0,186.0,,,179.0,79.0,118.0,51.0,1.9,4.3,3.66,2021-02-15
89,Wisła Kraków,Pogoń Szczecin,H,2,1,18,39,61,11,18,7,6,4,12,,,,,5,6,2,4,,,5,5,11,15,,,3.0,5.0,,,232.0,421.0,,,87.0,92.0,71.0,81.0,2.775,2.775,3.18,2021-02-19
213,Stal Mielec,Cracovia,D,0,0,18,51,49,8,8,3,4,5,4,,,,,4,4,0,1,,,4,3,13,17,,,5.0,2.0,,,325.0,298.0,,,88.0,89.0,56.0,67.0,2.86,2.685,3.185,2021-02-19
87,Podbeskidzie B-B,Jagiellonia Białystok,D,1,1,18,46,54,20,12,6,5,14,7,,,,,9,2,2,3,,,4,5,17,14,,,1.0,3.0,,,283.0,426.0,,,97.0,107.0,87.0,67.0,2.58,2.84,3.35,2021-02-20
86,Lechia Gdańsk,Górnik Zabrze,H,2,0,18,44,56,12,17,4,5,8,12,,,,,4,5,2,2,,,5,2,14,17,,,2.0,0.0,,,266.0,420.0,,,93.0,106.0,66.0,66.0,2.53,2.95,3.285,2021-02-20
88,Legia Warszawa,Wisła Płock,H,5,2,18,54,46,17,6,11,4,6,2,,,,,2,5,1,3,,,2,6,21,16,,,1.0,3.0,,,405.0,343.0,,,76.0,67.0,58.0,41.0,1.61,6.05,4.0,2021-02-20
85,Zagłębie Lubin,Raków Częstochowa,A,1,2,18,56,44,12,13,2,4,10,9,,,,,5,6,1,0,,,2,1,8,21,,,2.0,2.0,,,366.0,274.0,,,105.0,101.0,69.0,88.0,3.325,2.2,3.535,2021-02-21
84,Lech Poznań,Śląsk Wrocław,H,1,0,18,61,39,15,7,3,1,12,6,,,,,8,2,0,4,,,1,2,10,8,,,1.0,4.0,,,543.0,276.0,,,102.0,83.0,72.0,44.0,1.66,5.175000000000002,4.175,2021-02-21
83,Piast Gliwice,Warta Poznań,A,0,1,18,63,37,20,4,7,1,13,3,,,,,5,3,2,1,,,0,7,10,21,,,1.0,2.0,,,500.0,205.0,,,139.0,85.0,120.0,54.0,1.85,5.1,3.325,2021-02-22
82,Warta Poznań,Lech Poznań,A,1,2,19,36,64,9,16,2,6,7,10,,,,,5,11,0,1,,,4,1,7,16,,,0.0,2.0,,,228.0,506.0,,,76.0,108.0,55.0,107.0,4.675000000000002,1.86,3.475,2021-02-26
212,Raków Częstochowa,Podbeskidzie B-B,H,1,0,19,50,50,11,11,4,1,7,10,,,,,1,3,5,2,,,1,3,15,9,,,1.0,0.0,,,271.0,236.0,,,144.0,139.0,89.0,69.0,1.615,5.975,4.125,2021-02-26
80,Jagiellonia Białystok,Piast Gliwice,A,0,1,19,46,54,7,19,2,6,5,13,,,,,3,5,2,3,,,5,2,15,10,1.0,0.0,4.0,2.0,,,356.0,449.0,,,95.0,145.0,60.0,108.0,3.45,2.165,3.5,2021-02-27
81,Stal Mielec,Lechia Gdańsk,A,0,1,19,61,39,28,9,10,2,18,7,,,,,15,2,2,1,,,1,10,13,14,,,1.0,2.0,,,397.0,212.0,,,114.0,92.0,110.0,52.0,3.03,2.5,3.25,2021-02-27
79,Górnik Zabrze,Legia Warszawa,A,1,2,19,44,56,14,13,5,4,9,9,,,,,7,7,1,2,,,2,4,22,12,,,4.0,3.0,,,326.0,394.0,,,104.0,99.0,61.0,67.0,4.475,1.855,3.725,2021-02-27
76,Śląsk Wrocław,Pogoń Szczecin,H,2,1,19,37,63,9,18,3,6,6,12,,,,,7,11,2,2,,,5,1,15,10,,,1.0,1.0,,,252.0,508.0,,,90.0,140.0,62.0,95.0,3.65,2.175,3.2750000000000004,2021-02-28
77,Cracovia,Zagłębie Lubin,A,2,4,19,50,50,12,20,3,11,9,9,,,,,3,8,3,4,,,7,2,17,15,2.0,0.0,5.0,4.0,,,351.0,393.0,,,111.0,92.0,69.0,82.0,2.46,3.125,3.235,2021-02-28
78,Wisła Płock,Wisła Kraków,A,1,3,19,51,49,9,10,3,7,6,3,,,,,2,2,1,0,,,4,2,25,11,,,1.0,2.0,,,216.0,282.0,,,122.0,109.0,57.0,42.0,2.875,2.605,3.275,2021-02-28
211,Stal Mielec,Wisła Płock,D,2,2,16,66,34,16,5,8,4,8,1,,,,,10,2,3,1,,,2,6,12,12,,,1.0,1.0,,,439.0,192.0,,,125.0,77.0,114.0,64.0,2.85,2.89,2.91,2021-03-04
210,Wisła Kraków,Górnik Zabrze,D,0,0,20,51,49,15,13,3,4,12,9,,,,,9,10,5,0,,,4,3,22,20,,,3.0,1.0,,,302.0,295.0,,,103.0,108.0,80.0,79.0,2.375,3.1500000000000004,3.35,2021-03-05
75,Podbeskidzie B-B,Lechia Gdańsk,D,2,2,20,53,47,9,15,4,7,5,8,,,,,2,4,0,2,,,5,2,14,13,,,1.0,2.0,,,328.0,312.0,,,111.0,127.0,81.0,90.0,2.875,2.575,3.36,2021-03-06
74,Zagłębie Lubin,Jagiellonia Białystok,H,3,0,20,51,49,25,9,7,2,18,7,,,,,10,1,2,0,,,2,4,16,12,,,4.0,3.0,,,333.0,374.0,,,105.0,114.0,95.0,60.0,1.825,4.475,3.8,2021-03-06
73,Raków Częstochowa,Cracovia,D,0,0,20,47,53,6,10,1,2,5,8,,,,,4,1,2,0,,,2,1,16,18,1.0,0.0,3.0,2.0,,,303.0,351.0,,,91.0,101.0,57.0,47.0,1.775,4.725,3.825,2021-03-06
72,Piast Gliwice,Stal Mielec,H,2,1,20,58,42,14,15,4,8,10,7,,,,,4,2,2,3,,,7,2,9,19,,,0.0,2.0,,,402.0,285.0,,,130.0,90.0,94.0,64.0,1.86,4.85,3.425,2021-03-07
71,Pogoń Szczecin,Lech Poznań,A,0,1,20,57,43,15,12,4,4,11,8,,,,,8,3,1,1,,,3,4,13,16,,,2.0,1.0,,,456.0,357.0,,,97.0,69.0,91.0,47.0,2.405,3.15,3.3,2021-03-07
70,Śląsk Wrocław,Legia Warszawa,A,0,1,20,46,54,11,11,4,2,7,9,,,,,2,4,0,2,,,1,4,17,12,,,3.0,2.0,,,378.0,434.0,,,85.0,100.0,61.0,73.0,5.075,1.72,3.885,2021-03-07
69,Warta Poznań,Wisła Płock,H,2,0,20,50,50,9,10,5,2,4,8,,,,,4,4,1,1,,,2,3,18,12,,,1.0,1.0,,,276.0,394.0,,,88.0,101.0,41.0,57.0,2.9,2.775,3.035,2021-03-08
68,Jagiellonia Białystok,Pogoń Szczecin,A,0,1,21,45,55,6,8,2,3,4,5,,,,,1,7,1,2,,,2,2,18,12,2.0,1.0,5.0,5.0,,,265.0,366.0,,,104.0,120.0,78.0,72.0,3.75,1.975,3.785,2021-03-12
209,Cracovia,Śląsk Wrocław,D,1,1,21,37,63,12,10,6,7,6,3,,,,,3,5,3,2,,,6,5,13,14,,,3.0,1.0,,,267.0,430.0,,,84.0,107.0,70.0,87.0,2.335,3.325,3.26,2021-03-12
67,Wisła Płock,Raków Częstochowa,D,2,2,21,48,52,6,14,3,4,3,10,,,,,2,9,0,1,,,2,2,21,17,,,3.0,1.0,,,335.0,343.0,,,73.0,88.0,31.0,69.0,3.75,2.1,3.41,2021-03-13
66,Lechia Gdańsk,Wisła Kraków,H,2,0,21,46,54,15,16,7,4,8,12,,,,,5,7,2,2,,,4,5,19,14,,,1.0,3.0,,,234.0,304.0,,,117.0,96.0,79.0,84.0,2.605,2.93,3.21,2021-03-13
65,Legia Warszawa,Warta Poznań,H,3,2,21,56,44,15,9,8,5,7,4,,,,,4,3,3,0,,,3,5,15,16,,,2.0,2.0,,,426.0,336.0,,,124.0,105.0,77.0,64.0,1.365,9.325,5.125,2021-03-13
64,Górnik Zabrze,Zagłębie Lubin,H,2,0,21,43,57,17,18,9,8,8,10,,,,,0,4,0,2,,,8,7,13,14,,,1.0,0.0,,,306.0,415.0,,,116.0,115.0,67.0,81.0,2.43,3.125,3.245,2021-03-14
63,Lech Poznań,Piast Gliwice,D,0,0,21,60,40,13,11,7,5,6,6,,,,,7,6,1,0,,,5,7,8,8,,,1.0,1.0,,,511.0,307.0,,,76.0,59.0,70.0,46.0,2.155,3.5250000000000004,3.475,2021-03-14
62,Stal Mielec,Podbeskidzie B-B,H,2,1,21,55,45,18,13,5,6,13,7,,,,,5,2,3,1,,,5,3,16,17,1.0,0.0,2.0,2.0,,,310.0,244.0,,,84.0,100.0,86.0,67.0,2.3,3.3,3.325,2021-03-15
61,Pogoń Szczecin,Lechia Gdańsk,H,1,0,22,53,47,18,11,7,4,11,7,,,,,5,3,1,0,,,4,6,6,13,,,1.0,4.0,,,470.0,369.0,,,99.0,97.0,76.0,62.0,2.155,3.75,3.25,2021-03-19
208,Piast Gliwice,Cracovia,H,2,0,22,47,53,12,10,6,4,6,6,,,,,2,6,1,2,,,4,4,17,18,,,3.0,1.0,,,360.0,419.0,,,107.0,104.0,65.0,90.0,2.225,3.65,3.185,2021-03-19
58,Lech Poznań,Jagiellonia Białystok,A,2,3,22,63,37,15,9,7,5,8,4,,,,,8,4,3,2,,,2,5,17,12,0.0,1.0,2.0,4.0,,,534.0,285.0,,,150.0,113.0,113.0,50.0,1.5,6.75,4.55,2021-03-20
60,Śląsk Wrocław,Wisła Płock,D,0,0,22,49,51,16,12,5,4,11,8,,,,,9,5,1,1,,,4,5,23,9,,,3.0,0.0,,,367.0,383.0,,,92.0,91.0,81.0,74.0,2.5,3.1,3.175,2021-03-20
59,Raków Częstochowa,Górnik Zabrze,D,0,0,22,58,42,16,6,8,1,8,5,,,,,14,3,2,1,,,1,8,17,17,,,0.0,2.0,,,350.0,297.0,,,94.0,87.0,92.0,49.0,1.875,4.375,3.65,2021-03-20
56,Wisła Kraków,Stal Mielec,H,3,1,22,58,42,17,8,7,4,10,4,,,,,7,3,4,0,,,3,4,9,11,,,4.0,2.0,,,383.0,239.0,,,95.0,74.0,92.0,58.0,1.96,4.025,3.61,2021-03-21
57,Warta Poznań,Podbeskidzie B-B,H,2,0,22,57,43,8,4,2,0,6,4,,,,,4,1,2,0,,,0,0,16,21,,,0.0,2.0,,,326.0,265.0,,,105.0,87.0,70.0,38.0,2.48,3.225,3.105,2021-03-21
55,Zagłębie Lubin,Legia Warszawa,A,0,4,22,49,51,4,12,1,7,3,5,,,,,0,5,1,1,,,3,1,10,15,,,0.0,1.0,,,429.0,409.0,,,99.0,117.0,56.0,80.0,4.1,1.96,3.575,2021-03-21
53,Cracovia,Lech Poznań,H,2,1,23,42,58,11,11,5,3,6,8,,,,,3,4,3,1,,,2,3,11,15,,,5.0,1.0,,,262.0,430.0,,,98.0,117.0,63.0,71.0,3.4,2.315,3.23,2021-04-03
54,Legia Warszawa,Pogoń Szczecin,H,4,2,23,42,58,14,14,7,6,7,8,,,,,3,4,1,0,,,4,3,15,15,,,3.0,4.0,,,359.0,437.0,,,71.0,90.0,31.0,38.0,1.8,4.825,3.675,2021-04-03
207,Wisła Płock,Piast Gliwice,A,0,1,23,59,41,6,10,2,2,4,8,,,,,6,5,2,3,,,1,2,18,14,,,3.0,4.0,,,473.0,278.0,,,109.0,96.0,53.0,47.0,2.89,2.63,3.2350000000000003,2021-04-03
52,Górnik Zabrze,Warta Poznań,A,1,2,23,60,40,11,14,1,7,10,7,,,,,10,7,2,4,,,5,0,10,10,,,3.0,0.0,,,405.0,224.0,,,103.0,95.0,84.0,75.0,2.005,4.074999999999998,3.455,2021-04-05
50,Jagiellonia Białystok,Śląsk Wrocław,A,0,1,23,57,43,16,15,4,3,12,12,,,,,6,7,3,3,,,2,4,15,12,1.0,0.0,5.0,2.0,,,464.0,270.0,,,128.0,108.0,80.0,71.0,2.625,2.855,3.305,2021-04-05
51,Podbeskidzie B-B,Wisła Kraków,H,2,0,23,45,55,23,19,8,4,15,15,,,,,6,5,0,2,,,4,6,19,11,,,3.0,2.0,,,279.0,389.0,,,83.0,97.0,53.0,74.0,3.225,2.325,3.4,2021-04-05
49,Lechia Gdańsk,Zagłębie Lubin,H,3,1,23,43,57,16,17,7,4,9,13,,,,,3,4,2,1,,,3,4,20,18,,,2.0,4.0,,,295.0,455.0,,,96.0,96.0,57.0,68.0,2.375,3.075,3.4850000000000003,2021-04-05
206,Jagiellonia Białystok,Cracovia,H,2,1,24,48,52,10,14,4,6,6,8,,,,,1,8,0,3,,,5,2,16,15,,,3.0,3.0,,,357.0,397.0,,,84.0,83.0,48.0,77.0,2.87,2.67,3.3,2021-04-09
48,Wisła Kraków,Raków Częstochowa,A,1,2,24,58,42,15,11,6,5,9,6,,,,,5,3,0,1,,,3,5,23,10,,,5.0,2.0,,,397.0,274.0,,,95.0,76.0,86.0,60.0,3.75,2.07,3.65,2021-04-09
47,Pogoń Szczecin,Wisła Płock,H,2,0,24,51,49,10,6,5,0,5,6,,,,,3,8,2,0,,,0,3,10,10,,,1.0,0.0,,,392.0,454.0,,,206.0,175.0,114.0,105.0,1.81,5.4,3.55,2021-04-10
46,Warta Poznań,Stal Mielec,D,0,0,24,49,51,15,7,2,1,13,6,,,,,7,4,2,2,,,1,2,10,10,,,1.0,3.0,,,352.0,358.0,,,114.0,110.0,70.0,51.0,2.55,3.2,3.15,2021-04-10
45,Śląsk Wrocław,Lechia Gdańsk,D,1,1,24,53,47,14,11,5,5,9,6,,,,,4,2,2,3,,,4,4,15,12,,,2.0,2.0,,,437.0,373.0,,,123.0,130.0,75.0,71.0,2.81,2.9,3.16,2021-04-10
44,Zagłębie Lubin,Podbeskidzie B-B,H,2,1,24,55,45,15,16,7,5,8,11,,,,,7,5,1,3,,,4,5,12,18,,,4.0,0.0,,,462.0,308.0,,,100.0,84.0,64.0,46.0,2.12,3.65,3.7,2021-04-11
43,Lech Poznań,Legia Warszawa,D,0,0,24,48,52,10,6,3,6,7,0,,,,,2,6,4,3,,,6,3,19,10,,,3.0,1.0,,,370.0,377.0,,,80.0,84.0,49.0,51.0,3.8,2.11,3.55,2021-04-11
42,Piast Gliwice,Górnik Zabrze,H,2,0,24,48,52,12,10,5,3,7,7,,,,,5,7,3,1,,,3,3,10,13,,,0.0,2.0,,,322.0,396.0,,,89.0,121.0,59.0,92.0,2.1,3.85,3.45,2021-04-12
41,Górnik Zabrze,Śląsk Wrocław,D,1,1,25,50,50,13,9,7,4,6,5,,,,,7,3,2,0,,,3,6,24,11,,,4.0,3.0,,,393.0,366.0,,,122.0,103.0,83.0,62.0,2.41,3.1,3.3,2021-04-16
205,Podbeskidzie B-B,Pogoń Szczecin,A,0,2,25,52,48,10,11,5,8,5,3,,,,,9,7,1,2,,,6,5,11,10,,,4.0,3.0,,,375.0,320.0,,,101.0,78.0,81.0,62.0,3.85,2.07,3.425,2021-04-16
40,Lechia Gdańsk,Piast Gliwice,D,2,2,25,59,41,14,17,6,8,8,9,,,,,5,7,0,2,,,6,4,12,15,,,2.0,1.0,,,480.0,321.0,,,130.0,95.0,98.0,72.0,2.7,2.855,3.185,2021-04-17
39,Raków Częstochowa,Lech Poznań,H,3,1,25,37,63,8,12,6,3,2,9,,,,,4,7,1,0,,,2,3,11,18,,,,,,,260.0,567.0,,,83.0,88.0,54.0,70.0,2.305,3.2,3.45,2021-04-17
