,home_team,away_team,result,goals_h,goals_a,round,ball_poss_h,ball_poss_a,goal_attempts_h,goal_attempts_a,shots_on_h,shots_on_a,shots_off_h,shots_off_a,shots_blocked_h,shots_blocked_a,free_kicks_h,free_kicks_a,corner_kicks_h,corner_kicks_a,offsides_h,offsides_a,thorw-in_h,thorw-in_a,goalkeeper_saves_h,goalkeeper_saves_a,fouls_h,fouls_a,yellow_h,yellow_a,red_h,red_a,passes_h,passes_a,passes_completed_h,passes_completed_a,tackles_h,tackles_a,attacks_h,attacks_a,attacks_dang_h,attacks_dang_a,odds_avg_h,odds_avg_a,odds_avg_d,date
160,Jagiellonia Białystok,Lech Poznań,D,1,1,12,57%,43%,14.0,10.0,8.0,6.0,6.0,4.0,,,,,6.0,4.0,0.0,5.0,,,5.0,7.0,14.0,9.0,,,1.0,2.0,,,,,,,63.0,46.0,40.0,22.0,2.73,2.73,3.1,2017-10-13
284,Korona Kielce,Wisła Płock,H,2,0,12,51%,49%,11.0,15.0,6.0,5.0,5.0,10.0,,,,,4.0,5.0,3.0,3.0,,,5.0,4.0,14.0,15.0,,,2.0,4.0,,,,,,,113.0,108.0,60.0,73.0,2.15,3.5,3.25,2017-10-13
159,Piast Gliwice,Sandecja Nowy Sącz,D,2,2,12,48%,52%,16.0,11.0,8.0,3.0,8.0,8.0,,,,,9.0,3.0,2.0,0.0,,,2.0,6.0,17.0,15.0,,,1.0,1.0,,,,,,,99.0,105.0,73.0,52.0,2.15,3.55,3.2,2017-10-14
158,Bruk-Bet T.,Arka Gdynia,D,1,1,12,48%,52%,9.0,16.0,2.0,2.0,7.0,14.0,,,,,3.0,16.0,3.0,2.0,,,1.0,1.0,21.0,18.0,,,2.0,2.0,,,,,,,79.0,82.0,44.0,64.0,2.65,2.85,3.1,2017-10-14
157,Śląsk Wrocław,Wisła Kraków,A,0,2,12,56%,44%,13.0,13.0,4.0,5.0,9.0,8.0,,,,,5.0,5.0,2.0,3.0,,,3.0,4.0,12.0,14.0,,,5.0,1.0,,,,,,,103.0,89.0,79.0,49.0,2.25,3.25,3.25,2017-10-14
156,Zagłębie Lubin,Górnik Zabrze,H,3,2,12,48%,52%,10.0,18.0,6.0,8.0,4.0,10.0,,,,,1.0,11.0,3.0,4.0,,,6.0,3.0,14.0,15.0,,,2.0,3.0,,,,,,,92.0,86.0,44.0,78.0,1.9,3.9,3.6,2017-10-15
155,Legia Warszawa,Lechia Gdańsk,H,1,0,12,43%,57%,10.0,11.0,5.0,5.0,5.0,6.0,,,,,5.0,7.0,3.0,4.0,,,5.0,4.0,15.0,15.0,,,3.0,2.0,,,,,,,87.0,121.0,39.0,93.0,1.83,4.28,3.55,2017-10-15
154,Cracovia,Pogoń Szczecin,H,3,0,12,46%,54%,13.0,18.0,6.0,5.0,7.0,13.0,,,,,7.0,3.0,1.0,5.0,,,5.0,3.0,17.0,9.0,,,1.0,1.0,,,,,,,103.0,135.0,66.0,87.0,2.6,2.76,3.1,2017-10-16
153,Górnik Zabrze,Korona Kielce,D,3,3,13,38%,62%,8.0,23.0,4.0,7.0,4.0,16.0,,,,,3.0,2.0,2.0,5.0,,,4.0,1.0,13.0,9.0,,,2.0,2.0,,,,,,,82.0,117.0,45.0,72.0,2.17,3.45,3.3,2017-10-20
283,Zagłębie Lubin,Piast Gliwice,D,2,2,13,45%,55%,13.0,13.0,4.0,3.0,9.0,10.0,,,,,6.0,5.0,0.0,0.0,,,1.0,2.0,7.0,16.0,,,1.0,0.0,,,,,,,91.0,96.0,55.0,48.0,1.63,5.8,3.75,2017-10-20
152,Sandecja Nowy Sącz,Cracovia,D,1,1,13,53%,47%,14.0,12.0,2.0,4.0,12.0,8.0,,,,,5.0,4.0,2.0,1.0,,,3.0,1.0,17.0,12.0,1.0,0.0,3.0,2.0,,,,,,,90.0,74.0,60.0,67.0,2.5,3.1,3.1,2017-10-21
151,Pogoń Szczecin,Bruk-Bet T.,A,2,3,13,51%,49%,20.0,19.0,8.0,7.0,12.0,12.0,,,,,7.0,6.0,1.0,1.0,,,4.0,6.0,8.0,10.0,,,3.0,3.0,,,,,,,110.0,117.0,74.0,67.0,1.78,4.9,3.5,2017-10-21
150,Lechia Gdańsk,Lech Poznań,D,3,3,13,39%,61%,7.0,10.0,3.0,5.0,4.0,5.0,,,,,3.0,5.0,1.0,1.0,,,2.0,0.0,9.0,17.0,1.0,1.0,0.0,4.0,,,,,,,98.0,118.0,50.0,61.0,2.78,2.7,3.1,2017-10-21
149,Arka Gdynia,Jagiellonia Białystok,H,4,1,13,29%,71%,15.0,19.0,5.0,6.0,10.0,13.0,,,,,7.0,5.0,3.0,2.0,,,5.0,1.0,23.0,6.0,,,0.0,3.0,,,,,,,58.0,94.0,43.0,74.0,2.89,2.6,3.1,2017-10-22
148,Wisła Kraków,Legia Warszawa,A,0,1,13,58%,42%,7.0,11.0,4.0,2.0,3.0,9.0,,,,,6.0,4.0,5.0,0.0,,,1.0,4.0,16.0,16.0,,,3.0,3.0,,,,,,,91.0,85.0,73.0,45.0,2.8,2.72,3.15,2017-10-22
147,Wisła Płock,Śląsk Wrocław,H,4,1,13,55%,45%,20.0,10.0,9.0,3.0,11.0,7.0,,,,,8.0,3.0,1.0,0.0,,,2.0,5.0,16.0,14.0,0.0,1.0,3.0,4.0,,,,,,,148.0,120.0,76.0,44.0,2.45,2.97,3.25,2017-10-23
282,Śląsk Wrocław,Pogoń Szczecin,H,3,0,14,43%,57%,8.0,18.0,3.0,9.0,5.0,9.0,,,,,0.0,6.0,1.0,2.0,,,9.0,0.0,14.0,12.0,0.0,1.0,2.0,2.0,,,,,,,100.0,136.0,60.0,88.0,2.32,3.25,3.2,2017-10-27
146,Lech Poznań,Wisła Kraków,D,1,1,14,62%,38%,26.0,4.0,9.0,3.0,17.0,1.0,,,,,12.0,5.0,3.0,0.0,,,2.0,8.0,7.0,15.0,,,1.0,0.0,,,,,,,148.0,96.0,121.0,31.0,1.82,4.45,3.6,2017-10-27
145,Piast Gliwice,Wisła Płock,H,2,1,14,42%,58%,16.0,9.0,5.0,2.0,11.0,7.0,,,,,4.0,4.0,1.0,0.0,,,1.0,3.0,16.0,12.0,,,2.0,3.0,,,,,,,70.0,79.0,45.0,53.0,2.55,2.87,3.2,2017-10-28
144,Cracovia,Bruk-Bet T.,D,1,1,14,46%,54%,12.0,12.0,4.0,3.0,8.0,9.0,,,,,7.0,2.0,3.0,2.0,,,2.0,3.0,10.0,21.0,,,1.0,3.0,,,,,,,93.0,96.0,62.0,50.0,2.25,3.4,3.2,2017-10-28
143,Sandecja Nowy Sącz,Górnik Zabrze,A,1,2,14,53%,47%,8.0,12.0,5.0,6.0,3.0,6.0,,,,,8.0,1.0,3.0,0.0,,,4.0,4.0,23.0,18.0,1.0,0.0,4.0,2.0,,,,,,,97.0,84.0,54.0,47.0,2.92,2.55,3.15,2017-10-28
142,Jagiellonia Białystok,Zagłębie Lubin,H,3,1,14,42%,58%,12.0,10.0,5.0,2.0,7.0,8.0,,,,,4.0,9.0,0.0,2.0,,,1.0,2.0,15.0,10.0,,,3.0,1.0,,,,,,,95.0,106.0,52.0,62.0,2.1,3.7,3.25,2017-10-29
141,Legia Warszawa,Arka Gdynia,H,2,0,14,63%,37%,14.0,11.0,5.0,3.0,9.0,8.0,,,,,7.0,7.0,1.0,5.0,,,3.0,3.0,7.0,15.0,,,2.0,0.0,,,,,,,85.0,76.0,53.0,54.0,1.55,6.4,4.0,2017-10-29
140,Lechia Gdańsk,Korona Kielce,A,0,5,14,53%,47%,10.0,8.0,1.0,7.0,9.0,1.0,,,,,8.0,5.0,5.0,2.0,,,2.0,1.0,13.0,13.0,,,2.0,0.0,,,,,,,100.0,90.0,71.0,73.0,2.0,3.7,3.4,2017-10-30
281,Korona Kielce,Śląsk Wrocław,H,3,0,15,57%,43%,15.0,5.0,7.0,2.0,8.0,3.0,,,,,9.0,2.0,2.0,2.0,,,2.0,4.0,13.0,17.0,,,1.0,0.0,,,,,,,120.0,99.0,76.0,51.0,2.22,3.35,3.3,2017-11-03
139,Arka Gdynia,Lechia Gdańsk,A,0,1,15,37%,63%,7.0,8.0,1.0,5.0,6.0,3.0,,,,,1.0,3.0,2.0,3.0,,,4.0,1.0,20.0,18.0,,,4.0,3.0,,,,,,,102.0,144.0,58.0,70.0,2.72,2.75,3.15,2017-11-03
138,Wisła Płock,Jagiellonia Białystok,A,1,2,15,50%,50%,11.0,10.0,3.0,5.0,8.0,5.0,,,,,4.0,4.0,2.0,3.0,,,3.0,2.0,16.0,15.0,,,3.0,2.0,,,,,,,96.0,93.0,62.0,47.0,2.8,2.65,3.15,2017-11-04
137,Wisła Kraków,Sandecja Nowy Sącz,H,3,0,15,57%,43%,16.0,16.0,10.0,3.0,6.0,13.0,,,,,2.0,4.0,3.0,1.0,,,4.0,7.0,18.0,13.0,,,4.0,2.0,,,,,,,91.0,85.0,49.0,67.0,1.9,4.3,3.4,2017-11-04
136,Górnik Zabrze,Lech Poznań,H,3,1,15,34%,66%,13.0,16.0,9.0,4.0,4.0,12.0,,,,,2.0,7.0,5.0,1.0,,,3.0,6.0,17.0,13.0,,,3.0,0.0,,,,,,,84.0,132.0,53.0,75.0,3.2,2.25,3.3,2017-11-04
134,Bruk-Bet T.,Piast Gliwice,H,2,1,15,55%,45%,9.0,10.0,4.0,5.0,5.0,5.0,,,,,7.0,1.0,2.0,1.0,,,4.0,2.0,25.0,16.0,,,1.0,3.0,,,,,,,114.0,111.0,71.0,50.0,2.25,3.3,3.25,2017-11-05
133,Pogoń Szczecin,Legia Warszawa,A,1,3,15,46%,54%,14.0,13.0,6.0,7.0,8.0,6.0,,,,,9.0,8.0,11.0,4.0,,,4.0,5.0,6.0,1.0,,,4.0,0.0,,,,,,,109.0,109.0,78.0,60.0,3.35,2.2,3.3,2017-11-05
135,Zagłębie Lubin,Cracovia,A,1,2,15,60%,40%,12.0,12.0,3.0,6.0,9.0,6.0,,,,,4.0,3.0,2.0,1.0,,,4.0,2.0,13.0,14.0,,,1.0,1.0,,,,,,,157.0,114.0,79.0,58.0,1.75,4.9,3.6,2017-11-05
132,Wisła Kraków,Pogoń Szczecin,H,1,0,16,61%,39%,15.0,10.0,4.0,3.0,11.0,7.0,,,,,11.0,5.0,3.0,2.0,,,3.0,3.0,11.0,13.0,0.0,1.0,2.0,2.0,,,,,,,109.0,94.0,64.0,49.0,2.25,3.35,3.25,2017-11-17
280,Jagiellonia Białystok,Bruk-Bet T.,D,0,0,16,59%,41%,14.0,11.0,2.0,1.0,12.0,10.0,,,,,5.0,5.0,2.0,0.0,,,1.0,2.0,12.0,10.0,,,0.0,2.0,,,,,,,154.0,134.0,83.0,58.0,1.7,5.1,3.75,2017-11-17
129,Lechia Gdańsk,Wisła Płock,H,3,0,16,52%,48%,11.0,6.0,6.0,1.0,5.0,5.0,,,,,6.0,5.0,1.0,1.0,,,1.0,3.0,19.0,15.0,0.0,1.0,1.0,3.0,,,,,,,0.0,0.0,0.0,0.0,1.92,4.15,3.4,2017-11-18
130,Sandecja Nowy Sącz,Lech Poznań,D,0,0,16,32%,68%,7.0,8.0,1.0,1.0,6.0,7.0,,,,,2.0,10.0,1.0,2.0,,,1.0,1.0,20.0,15.0,,,4.0,1.0,,,,,,,72.0,114.0,33.0,56.0,5.3,1.75,3.4,2017-11-18
131,Piast Gliwice,Cracovia,H,1,0,16,46%,54%,11.0,13.0,5.0,4.0,6.0,9.0,,,,,0.0,6.0,2.0,2.0,,,4.0,4.0,12.0,13.0,,,1.0,0.0,,,,,,,,,,,2.35,3.15,3.25,2017-11-18
127,Legia Warszawa,Górnik Zabrze,H,1,0,16,66%,34%,17.0,8.0,8.0,3.0,9.0,5.0,,,,,14.0,8.0,1.0,6.0,,,3.0,7.0,12.0,15.0,,,1.0,3.0,,,,,,,99.0,83.0,75.0,51.0,1.75,4.55,3.73,2017-11-19
128,Śląsk Wrocław,Arka Gdynia,A,1,2,16,60%,40%,19.0,9.0,7.0,4.0,12.0,5.0,,,,,8.0,6.0,7.0,1.0,,,2.0,6.0,13.0,23.0,1.0,0.0,4.0,2.0,,,,,,,97.0,70.0,79.0,42.0,2.3,3.25,3.2,2017-11-19
126,Zagłębie Lubin,Korona Kielce,D,0,0,16,37%,63%,5.0,8.0,1.0,3.0,4.0,5.0,,,,,5.0,4.0,3.0,3.0,,,3.0,1.0,22.0,15.0,1.0,0.0,5.0,0.0,,,,,,,,,,,2.3,3.0,3.3,2017-11-20
279,Cracovia,Lechia Gdańsk,H,2,1,17,48%,52%,15.0,11.0,9.0,6.0,6.0,5.0,,,,,6.0,5.0,0.0,2.0,,,5.0,7.0,14.0,23.0,0.0,1.0,4.0,5.0,,,,,,,78.0,105.0,53.0,43.0,3.05,2.5,3.1,2017-11-24
125,Górnik Zabrze,Jagiellonia Białystok,H,3,1,17,59%,41%,15.0,9.0,6.0,4.0,9.0,5.0,,,,,4.0,0.0,4.0,2.0,,,3.0,3.0,12.0,16.0,,,0.0,1.0,,,,,,,112.0,104.0,85.0,65.0,2.35,3.25,3.15,2017-11-24
122,Korona Kielce,Legia Warszawa,H,3,2,17,50%,50%,12.0,10.0,8.0,4.0,4.0,6.0,,,,,6.0,5.0,3.0,4.0,,,2.0,5.0,16.0,12.0,,,2.0,1.0,,,,,,,40.0,50.0,32.0,41.0,3.25,2.25,3.27,2017-11-25
123,Arka Gdynia,Sandecja Nowy Sącz,H,5,0,17,60%,40%,13.0,12.0,9.0,3.0,4.0,9.0,,,,,3.0,4.0,0.0,3.0,,,3.0,4.0,22.0,10.0,,,,,,,,,,,109.0,106.0,55.0,59.0,2.02,3.9,3.25,2017-11-25
124,Pogoń Szczecin,Piast Gliwice,D,2,2,17,57%,43%,15.0,4.0,7.0,2.0,8.0,2.0,,,,,3.0,1.0,5.0,1.0,,,0.0,5.0,18.0,9.0,,,2.0,1.0,,,,,,,127.0,111.0,77.0,43.0,1.8,4.75,3.5,2017-11-25
120,Śląsk Wrocław,Zagłębie Lubin,H,1,0,17,47%,53%,12.0,13.0,4.0,2.0,8.0,11.0,,,,,3.0,7.0,1.0,2.0,,,2.0,3.0,19.0,19.0,,,1.0,3.0,,,,,,,79.0,94.0,40.0,74.0,2.92,2.55,3.15,2017-11-26
121,Lech Poznań,Wisła Płock,H,2,1,17,51%,49%,7.0,5.0,5.0,2.0,2.0,3.0,,,,,4.0,4.0,2.0,3.0,,,1.0,3.0,21.0,20.0,,,1.0,2.0,,,,,,,138.0,105.0,70.0,72.0,1.58,6.15,3.8,2017-11-26
119,Bruk-Bet T.,Wisła Kraków,D,3,3,17,58%,42%,17.0,6.0,6.0,5.0,11.0,1.0,,,,,5.0,4.0,0.0,2.0,,,2.0,3.0,11.0,8.0,,,2.0,1.0,,,,,,,94.0,100.0,61.0,36.0,3.1,2.45,3.1,2017-11-27
278,Jagiellonia Białystok,Pogoń Szczecin,H,1,0,18,29%,71%,7.0,17.0,4.0,6.0,3.0,11.0,,,,,7.0,1.0,4.0,4.0,,,6.0,3.0,16.0,12.0,,,1.0,3.0,,,,,,,119.0,173.0,50.0,92.0,2.02,3.85,3.4,2017-12-01
118,Lechia Gdańsk,Śląsk Wrocław,H,3,1,18,54%,46%,8.0,11.0,5.0,4.0,3.0,7.0,,,,,2.0,4.0,2.0,4.0,,,3.0,2.0,16.0,20.0,,,1.0,1.0,,,,,,,112.0,90.0,59.0,53.0,2.12,3.55,3.4,2017-12-01
117,Wisła Płock,Arka Gdynia,H,2,0,18,51%,49%,21.0,11.0,13.0,7.0,8.0,4.0,,,,,6.0,6.0,1.0,2.0,,,7.0,11.0,17.0,20.0,,,3.0,3.0,,,,,,,102.0,100.0,63.0,52.0,2.4,3.2,3.1,2017-12-02
116,Zagłębie Lubin,Bruk-Bet T.,H,4,2,18,55%,45%,24.0,12.0,13.0,4.0,11.0,8.0,,,,,5.0,2.0,3.0,0.0,,,2.0,9.0,8.0,15.0,,,0.0,1.0,,,,,,,117.0,90.0,111.0,69.0,1.85,4.9,3.25,2017-12-02
115,Sandecja Nowy Sącz,Legia Warszawa,D,2,2,18,31%,69%,8.0,15.0,3.0,4.0,5.0,11.0,,,,,2.0,5.0,3.0,1.0,,,2.0,1.0,19.0,18.0,0.0,1.0,2.0,3.0,,,,,,,92.0,115.0,42.0,70.0,5.2,1.75,3.45,2017-12-02
114,Piast Gliwice,Lech Poznań,D,0,0,18,43%,57%,3.0,9.0,1.0,3.0,2.0,6.0,,,,,1.0,6.0,1.0,2.0,,,4.0,1.0,16.0,14.0,,,2.0,1.0,,,,,,,97.0,115.0,49.0,85.0,4.05,1.97,3.25,2017-12-03
113,Wisła Kraków,Górnik Zabrze,A,2,3,18,50%,50%,10.0,23.0,3.0,7.0,7.0,16.0,,,,,5.0,5.0,1.0,3.0,,,4.0,1.0,21.0,13.0,1.0,0.0,6.0,3.0,,,,,,,108.0,96.0,54.0,66.0,2.35,3.1,3.3,2017-12-03
112,Cracovia,Korona Kielce,D,2,2,18,42%,58%,8.0,15.0,5.0,5.0,3.0,10.0,,,,,3.0,5.0,5.0,1.0,,,3.0,3.0,10.0,19.0,,,2.0,5.0,,,,,,,85.0,117.0,40.0,58.0,3.1,2.37,3.15,2017-12-04
111,Górnik Zabrze,Lechia Gdańsk,D,1,1,19,46%,54%,12.0,11.0,2.0,2.0,10.0,9.0,,,,,12.0,5.0,2.0,2.0,,,1.0,1.0,17.0,20.0,,,1.0,1.0,,,,,,,94.0,104.0,73.0,55.0,2.2,3.3,3.25,2017-12-08
277,Sandecja Nowy Sącz,Jagiellonia Białystok,A,0,1,19,42%,58%,7.0,17.0,3.0,4.0,4.0,13.0,,,,,0.0,9.0,2.0,1.0,,,3.0,3.0,11.0,15.0,,,2.0,4.0,,,,,,,121.0,137.0,62.0,94.0,3.15,2.36,3.2,2017-12-08
109,Korona Kielce,Arka Gdynia,A,0,3,19,61%,39%,26.0,13.0,10.0,10.0,16.0,3.0,,,,,12.0,7.0,2.0,4.0,,,7.0,10.0,12.0,16.0,,,1.0,1.0,,,,,,,97.0,82.0,82.0,53.0,1.8,4.65,3.4,2017-12-09
110,Śląsk Wrocław,Piast Gliwice,D,2,2,19,48%,52%,11.0,14.0,5.0,4.0,6.0,10.0,,,,,4.0,3.0,2.0,1.0,,,2.0,3.0,17.0,16.0,,,1.0,2.0,,,,,,,79.0,81.0,37.0,41.0,1.8,4.6,3.45,2017-12-09
108,Legia Warszawa,Bruk-Bet T.,H,3,0,19,56%,44%,15.0,12.0,6.0,4.0,9.0,8.0,,,,,6.0,7.0,1.0,0.0,,,4.0,3.0,12.0,11.0,,,0.0,2.0,,,,,,,110.0,94.0,55.0,46.0,1.47,7.15,4.25,2017-12-09
105,Lech Poznań,Cracovia,H,1,0,19,55%,45%,21.0,6.0,6.0,1.0,15.0,5.0,,,,,10.0,4.0,1.0,1.0,,,1.0,5.0,15.0,22.0,,,2.0,2.0,,,,,,,129.0,96.0,95.0,47.0,1.57,6.5,3.75,2017-12-10
107,Wisła Kraków,Wisła Płock,A,0,1,19,58%,42%,6.0,18.0,1.0,9.0,5.0,9.0,,,,,4.0,9.0,2.0,0.0,,,8.0,1.0,17.0,13.0,1.0,0.0,3.0,1.0,,,,,,,165.0,111.0,66.0,59.0,2.0,3.85,3.3,2017-12-10
106,Pogoń Szczecin,Zagłębie Lubin,D,3,3,19,57%,43%,16.0,12.0,7.0,6.0,9.0,6.0,,,,,6.0,2.0,1.0,1.0,,,3.0,4.0,14.0,16.0,,,2.0,2.0,,,,,,,90.0,80.0,74.0,45.0,2.18,3.15,3.2,2017-12-10
102,Arka Gdynia,Górnik Zabrze,H,1,0,20,56%,44%,16.0,12.0,3.0,3.0,13.0,9.0,,,20.0,0.0,5.0,3.0,3.0,3.0,29.0,19.0,3.0,2.0,19.0,17.0,,,1.0,3.0,,,,,,,43.0,41.0,34.0,30.0,2.55,2.7,3.2,2017-12-12
103,Bruk-Bet T.,Śląsk Wrocław,H,2,1,20,57%,43%,12.0,9.0,9.0,4.0,3.0,5.0,,,17.0,16.0,9.0,3.0,0.0,3.0,0.0,23.0,3.0,7.0,16.0,14.0,,,4.0,4.0,,,,,,,106.0,106.0,68.0,60.0,2.42,2.9,3.2,2017-12-12
276,Piast Gliwice,Legia Warszawa,A,0,1,20,36%,64%,8.0,10.0,2.0,5.0,6.0,5.0,,,,,4.0,1.0,0.0,3.0,,,4.0,2.0,11.0,11.0,1.0,0.0,0.0,4.0,,,,,,,106.0,123.0,51.0,67.0,4.15,1.82,3.6,2017-12-12
104,Jagiellonia Białystok,Korona Kielce,H,5,1,20,53%,47%,15.0,12.0,10.0,2.0,5.0,10.0,,,,,3.0,3.0,1.0,0.0,,,1.0,5.0,18.0,23.0,,,2.0,3.0,,,,,,,153.0,163.0,90.0,113.0,2.07,3.55,3.25,2017-12-12
98,Cracovia,Wisła Kraków,A,1,4,20,50%,50%,13.0,10.0,5.0,7.0,8.0,3.0,,,12.0,5.0,7.0,6.0,1.0,3.0,24.0,15.0,3.0,4.0,11.0,19.0,,,2.0,3.0,,,,,,,41.0,41.0,26.0,21.0,2.5,2.85,3.15,2017-12-13
99,Wisła Płock,Sandecja Nowy Sącz,D,2,2,20,58%,42%,12.0,13.0,3.0,4.0,9.0,9.0,,,18.0,18.0,7.0,3.0,0.0,1.0,28.0,31.0,2.0,1.0,19.0,16.0,,,2.0,2.0,,,,,,,125.0,115.0,62.0,55.0,1.76,4.75,3.45,2017-12-13
100,Lechia Gdańsk,Pogoń Szczecin,A,1,3,20,55%,45%,3.0,11.0,2.0,5.0,1.0,6.0,,,,,5.0,1.0,5.0,3.0,,,2.0,1.0,19.0,21.0,,,0.0,2.0,,,,,,,60.0,37.0,40.0,26.0,2.01,3.6,3.35,2017-12-13
101,Zagłębie Lubin,Lech Poznań,D,0,0,20,48%,52%,8.0,14.0,3.0,3.0,5.0,11.0,,,,,6.0,3.0,2.0,0.0,,,3.0,3.0,20.0,16.0,0.0,1.0,2.0,4.0,,,,,,,138.0,126.0,82.0,65.0,2.75,2.55,3.15,2017-12-13
275,Korona Kielce,Piast Gliwice,D,1,1,21,50%,50%,13.0,11.0,5.0,4.0,8.0,7.0,,,,,7.0,5.0,2.0,2.0,,,3.0,4.0,18.0,12.0,,,1.0,2.0,,,,,,,118.0,123.0,71.0,56.0,1.81,4.5,3.6,2017-12-15
97,Śląsk Wrocław,Jagiellonia Białystok,H,1,0,21,49%,51%,12.0,10.0,5.0,1.0,7.0,9.0,,,,,3.0,10.0,3.0,0.0,,,1.0,4.0,15.0,14.0,,,3.0,1.0,,,,,,,110.0,110.0,57.0,52.0,3.35,2.3,3.15,2017-12-15
95,Sandecja Nowy Sącz,Lechia Gdańsk,D,2,2,21,41%,59%,9.0,13.0,3.0,5.0,6.0,8.0,,,,,5.0,7.0,2.0,2.0,,,3.0,1.0,19.0,19.0,,,3.0,1.0,,,,,,,92.0,115.0,50.0,72.0,3.45,2.2,3.25,2017-12-16
96,Pogoń Szczecin,Arka Gdynia,H,1,0,21,62%,38%,13.0,6.0,4.0,1.0,9.0,5.0,,,,,6.0,4.0,2.0,2.0,,,1.0,3.0,15.0,29.0,,,2.0,5.0,,,,,,,99.0,76.0,59.0,35.0,1.96,4.35,3.2,2017-12-16
94,Legia Warszawa,Wisła Płock,A,0,2,21,58%,42%,19.0,5.0,7.0,2.0,12.0,3.0,,,,,5.0,3.0,0.0,4.0,,,1.0,7.0,14.0,16.0,,,1.0,4.0,,,,,,,118.0,99.0,76.0,42.0,1.65,5.8,3.65,2017-12-16
92,Wisła Kraków,Zagłębie Lubin,A,1,2,21,50%,50%,15.0,19.0,8.0,9.0,7.0,10.0,,,,,8.0,6.0,0.0,2.0,,,7.0,7.0,13.0,10.0,,,1.0,0.0,,,,,,,103.0,102.0,75.0,68.0,2.32,3.2,3.2,2017-12-17
93,Lech Poznań,Bruk-Bet T.,H,3,1,21,51%,49%,23.0,7.0,10.0,4.0,13.0,3.0,,,,,7.0,6.0,1.0,1.0,,,3.0,7.0,9.0,14.0,,,1.0,4.0,,,,,,,87.0,84.0,68.0,40.0,1.52,6.6,4.1,2017-12-17
91,Górnik Zabrze,Cracovia,A,0,4,21,54%,46%,17.0,11.0,3.0,6.0,14.0,5.0,,,,,4.0,2.0,0.0,1.0,,,2.0,7.0,20.0,17.0,1.0,0.0,3.0,3.0,,,,,,,99.0,86.0,90.0,59.0,1.71,4.7,3.7,2017-12-18
90,Zagłębie Lubin,Legia Warszawa,A,2,3,22,49%,51%,11.0,7.0,4.0,5.0,7.0,2.0,,,,,2.0,9.0,6.0,1.0,,,2.0,2.0,12.0,18.0,,,4.0,3.0,,,,,,,67.0,76.0,31.0,36.0,3.2,2.35,3.2,2018-02-09
274,Wisła Płock,Górnik Zabrze,H,4,2,22,50%,50%,17.0,7.0,9.0,4.0,8.0,3.0,,,,,6.0,1.0,2.0,2.0,,,2.0,5.0,19.0,16.0,,,1.0,2.0,,,,,,,55.0,49.0,35.0,18.0,2.44,2.85,3.3,2018-02-09
87,Lechia Gdańsk,Wisła Kraków,D,1,1,22,44%,56%,9.0,7.0,4.0,1.0,5.0,6.0,,,,,6.0,7.0,6.0,1.0,,,0.0,3.0,17.0,15.0,,,,,,,,,,,81.0,93.0,55.0,52.0,2.15,3.55,3.25,2018-02-10
88,Cracovia,Śląsk Wrocław,H,2,1,22,59%,41%,16.0,8.0,8.0,3.0,8.0,5.0,,,,,6.0,4.0,3.0,1.0,,,2.0,6.0,16.0,16.0,,,2.0,2.0,,,,,,,87.0,73.0,60.0,61.0,2.2,3.45,3.25,2018-02-10
89,Pogoń Szczecin,Sandecja Nowy Sącz,H,4,1,22,56%,44%,16.0,10.0,8.0,3.0,8.0,7.0,,,,,2.0,4.0,2.0,2.0,,,2.0,4.0,12.0,15.0,,,1.0,1.0,,,,,,,106.0,79.0,61.0,34.0,1.62,5.9,3.75,2018-02-10
86,Bruk-Bet T.,Korona Kielce,A,0,3,22,51%,49%,8.0,12.0,4.0,6.0,4.0,6.0,,,,,4.0,5.0,0.0,2.0,,,3.0,4.0,14.0,15.0,,,2.0,2.0,,,,,,,59.0,60.0,60.0,70.0,2.68,2.6,3.15,2018-02-11
85,Arka Gdynia,Lech Poznań,D,0,0,22,40%,60%,8.0,7.0,3.0,2.0,5.0,5.0,,,,,7.0,3.0,0.0,1.0,,,2.0,3.0,19.0,10.0,,,1.0,1.0,,,,,,,55.0,67.0,53.0,79.0,4.05,2.05,3.15,2018-02-11
84,Piast Gliwice,Jagiellonia Białystok,A,0,2,22,53%,47%,8.0,11.0,1.0,6.0,7.0,5.0,,,,,4.0,3.0,1.0,2.0,,,4.0,1.0,8.0,8.0,,,1.0,0.0,,,,,,,66.0,66.0,96.0,74.0,3.05,2.4,3.15,2018-02-12
83,Legia Warszawa,Śląsk Wrocław,H,4,1,23,65%,35%,9.0,10.0,5.0,5.0,4.0,5.0,,,,,3.0,4.0,1.0,7.0,,,4.0,1.0,15.0,10.0,,,1.0,1.0,,,,,,,57.0,49.0,27.0,30.0,1.4,8.0,4.3,2018-02-16
273,Sandecja Nowy Sącz,Korona Kielce,D,3,3,23,48%,52%,11.0,14.0,4.0,6.0,7.0,8.0,,,,,5.0,9.0,3.0,3.0,,,3.0,1.0,21.0,18.0,,,3.0,1.0,,,,,,,94.0,129.0,49.0,77.0,3.6,2.05,3.4,2018-02-16
82,Wisła Płock,Zagłębie Lubin,H,2,0,23,41%,59%,12.0,6.0,5.0,2.0,7.0,4.0,,,,,5.0,5.0,0.0,3.0,,,2.0,3.0,13.0,17.0,,,0.0,1.0,,,,,,,77.0,97.0,54.0,57.0,2.22,3.35,3.25,2018-02-17
