,home_team,away_team,result,goals_h,goals_a,round,ball_poss_h,ball_poss_a,goal_attempts_h,goal_attempts_a,shots_on_h,shots_on_a,shots_off_h,shots_off_a,shots_blocked_h,shots_blocked_a,free_kicks_h,free_kicks_a,corner_kicks_h,corner_kicks_a,offsides_h,offsides_a,thorw-in_h,thorw-in_a,goalkeeper_saves_h,goalkeeper_saves_a,fouls_h,fouls_a,yellow_h,yellow_a,red_h,red_a,passes_h,passes_a,passes_completed_h,passes_completed_a,tackles_h,tackles_a,attacks_h,attacks_a,attacks_dang_h,attacks_dang_a,odds_avg_h,odds_avg_a,odds_avg_d,date
233,Legia Warszawa,Śląsk Wrocław,D,0,0,2,53,47,16.0,13.0,2,4,6,6,8.0,3.0,15.0,14.0,6,5,2.0,0.0,36.0,30.0,4.0,2.0,12.0,16.0,,,1.0,1.0,,,,,,,,,,,1.725,4.4350000000000005,3.4,2016-07-23
234,Jagiellonia Białystok,Ruch Chorzów,H,4,1,2,58,42,14.0,6.0,5,2,8,3,1.0,1.0,13.0,20.0,3,3,1.0,0.0,20.0,15.0,1.0,1.0,20.0,13.0,0.0,2.0,2.0,4.0,,,,,,,,,,,1.985,3.575,3.175,2016-07-23
230,Lech Poznań,Zagłębie Lubin,A,0,2,2,56,44,21.0,9.0,4,2,13,5,4.0,2.0,19.0,14.0,14,3,2.0,2.0,18.0,22.0,0.0,4.0,12.0,17.0,,,0.0,3.0,,,,,,,,,,,1.95,3.655,3.2,2016-07-24
231,Bruk-Bet T.,Cracovia,H,3,2,2,30,70,7.0,20.0,4,9,0,8,3.0,3.0,10.0,14.0,3,9,1.0,0.0,15.0,29.0,7.0,1.0,14.0,10.0,,,,,,,,,,,,,,,2.805,2.425,3.05,2016-07-24
232,Piast Gliwice,Wisła Płock,H,2,1,2,46,54,9.0,13.0,5,5,4,7,0.0,1.0,10.0,16.0,3,5,0.0,0.0,14.0,15.0,4.0,3.0,16.0,10.0,,,2.0,3.0,,,,,,,,,,,2.375,2.88,3.05,2016-07-24
229,Górnik Łęczna,Lechia Gdańsk,A,1,2,2,32,68,13.0,21.0,2,11,10,8,1.0,2.0,15.0,10.0,1,6,3.0,3.0,27.0,22.0,9.0,1.0,7.0,12.0,1.0,0.0,2.0,4.0,,,,,,,,,,,3.555,1.95,3.275,2016-07-25
228,Lech Poznań,Jagiellonia Białystok,A,0,2,3,60,40,18.0,12.0,4,8,9,2,5.0,2.0,12.0,10.0,9,1,3.0,0.0,31.0,27.0,6.0,4.0,8.0,12.0,,,2.0,1.0,,,,,,,,,,,2.025,3.4000000000000004,3.225,2016-07-29
293,Arka Gdynia,Ruch Chorzów,H,3,0,3,52,48,9.0,8.0,4,2,4,3,1.0,3.0,15.0,17.0,7,1,2.0,0.0,27.0,18.0,2.0,1.0,15.0,14.0,,,1.0,0.0,,,,,,,,,,,1.95,3.705,3.175,2016-07-29
227,Lechia Gdańsk,Wisła Kraków,H,3,1,3,48,52,11.0,5.0,7,1,3,1,1.0,3.0,21.0,20.0,4,7,2.0,5.0,30.0,28.0,0.0,4.0,18.0,17.0,,,4.0,3.0,,,,,,,,,,,1.8,4.085,3.35,2016-07-30
226,Wisła Płock,Legia Warszawa,A,2,3,3,40,60,10.0,10.0,3,3,4,4,3.0,3.0,11.0,14.0,5,6,1.0,4.0,21.0,31.0,1.0,1.0,14.0,8.0,,,0.0,1.0,,,,,,,,,,,3.3,2.1,3.125,2016-07-30
225,Zagłębie Lubin,Bruk-Bet T.,H,2,0,3,55,45,14.0,16.0,5,4,5,10,4.0,2.0,13.0,15.0,4,5,1.0,0.0,17.0,25.0,4.0,3.0,14.0,13.0,,,,,,,,,,,,,,,1.825,4.135,3.25,2016-07-31
223,Korona Kielce,Piast Gliwice,D,1,1,3,43,57,11.0,9.0,1,2,5,5,5.0,2.0,10.0,11.0,4,1,1.0,0.0,27.0,31.0,1.0,0.0,10.0,10.0,,,1.0,2.0,,,,,,,,,,,2.55,2.645,3.05,2016-07-31
224,Górnik Łęczna,Cracovia,D,0,0,3,45,55,9.0,8.0,3,2,3,5,3.0,1.0,15.0,19.0,8,5,1.0,2.0,30.0,23.0,2.0,3.0,16.0,14.0,,,2.0,3.0,,,,,,,,,,,2.7,2.55,2.975,2016-07-31
222,Pogoń Szczecin,Śląsk Wrocław,A,0,2,3,57,43,22.0,5.0,5,2,10,1,7.0,2.0,20.0,14.0,8,5,2.0,3.0,35.0,20.0,0.0,5.0,12.0,17.0,,,1.0,0.0,,,,,,,,,,,2.3,2.975,3.05,2016-08-01
221,Cracovia,Wisła Kraków,H,2,1,4,43,57,6.0,13.0,2,4,2,7,2.0,2.0,20.0,20.0,3,6,1.0,3.0,27.0,49.0,3.0,0.0,20.0,17.0,,,2.0,3.0,,,,,,,,,,,2.175,3.175,3.1,2016-08-05
292,Jagiellonia Białystok,Arka Gdynia,H,4,1,4,46,54,11.0,11.0,5,5,5,4,1.0,2.0,12.0,14.0,3,8,0.0,1.0,20.0,30.0,4.0,1.0,14.0,10.0,,,1.0,2.0,,,,,,,,,,,2.1,3.34,3.1,2016-08-05
218,Korona Kielce,Lech Poznań,H,4,1,4,49,51,15.0,12.0,5,2,6,7,4.0,3.0,15.0,20.0,4,5,0.0,0.0,22.0,29.0,1.0,1.0,20.0,13.0,0.0,1.0,4.0,5.0,,,,,,,,,,,3.2,2.1500000000000004,3.1,2016-08-06
220,Bruk-Bet T.,Górnik Łęczna,H,2,1,4,43,57,14.0,18.0,7,6,2,7,5.0,5.0,13.0,9.0,5,5,2.0,1.0,14.0,28.0,5.0,5.0,9.0,16.0,,,2.0,3.0,,,,,,,,,,,2.06,3.425,3.125,2016-08-06
219,Śląsk Wrocław,Lechia Gdańsk,D,0,0,4,51,49,7.0,9.0,3,3,3,6,1.0,0.0,14.0,23.0,4,10,1.0,0.0,32.0,17.0,3.0,3.0,22.0,14.0,,,3.0,2.0,,,,,,,,,,,2.66,2.6,2.95,2016-08-06
217,Zagłębie Lubin,Pogoń Szczecin,D,1,1,4,49,51,14.0,20.0,2,5,8,6,4.0,9.0,11.0,10.0,4,6,1.0,0.0,24.0,23.0,4.0,1.0,7.0,11.0,,,,,,,,,,,,,,,1.925,3.735,3.2,2016-08-07
216,Legia Warszawa,Piast Gliwice,D,0,0,4,63,37,29.0,8.0,7,3,16,4,6.0,1.0,13.0,18.0,16,1,3.0,2.0,27.0,26.0,3.0,7.0,15.0,11.0,,,0.0,2.0,,,,,,,,,,,1.52,5.715,3.675,2016-08-07
215,Ruch Chorzów,Wisła Płock,D,2,2,4,48,52,10.0,17.0,4,8,3,5,3.0,4.0,17.0,9.0,6,8,1.0,1.0,5.0,14.0,6.0,2.0,8.0,16.0,,,1.0,4.0,,,,,,,,,,,2.625,2.6,3.025,2016-08-08
214,Lech Poznań,Cracovia,H,2,1,5,48,52,17.0,15.0,5,1,8,10,4.0,4.0,13.0,16.0,7,2,1.0,1.0,20.0,38.0,0.0,3.0,16.0,11.0,,,1.0,0.0,,,,,,,,,,,2.09,3.3600000000000003,3.1,2016-08-12
291,Lechia Gdańsk,Korona Kielce,H,3,2,5,64,36,7.0,16.0,3,5,2,9,2.0,2.0,19.0,14.0,3,6,3.0,3.0,23.0,21.0,3.0,0.0,11.0,15.0,,,4.0,2.0,,,,,,,,,,,1.525,6.05,3.6,2016-08-12
212,Górnik Łęczna,Legia Warszawa,H,1,0,5,57,43,15.0,5.0,6,2,9,3,,,21.0,10.0,6,2,1.0,0.0,23.0,21.0,2.0,5.0,7.0,21.0,,,1.0,3.0,,,,,,,,,,,3.88,1.875,3.25,2016-08-13
211,Pogoń Szczecin,Bruk-Bet T.,H,5,0,5,64,36,15.0,8.0,7,2,8,6,,,20.0,12.0,5,3,2.0,2.0,25.0,30.0,2.0,2.0,11.0,20.0,,,1.0,2.0,,,,,,,,,,,2.1,3.325,3.1,2016-08-13
213,Arka Gdynia,Śląsk Wrocław,H,2,0,5,39,61,13.0,5.0,3,1,10,4,,,17.0,30.0,7,3,3.0,0.0,25.0,18.0,1.0,2.0,27.0,19.0,,,2.0,5.0,,,,,,,,,,,2.2750000000000004,3.02,3.05,2016-08-13
209,Wisła Kraków,Ruch Chorzów,A,1,2,5,50,50,13.0,12.0,6,5,7,7,,,14.0,28.0,4,6,6.0,1.0,21.0,25.0,3.0,5.0,22.0,13.0,,,3.0,1.0,,,,,,,,,,,1.7000000000000002,4.705,3.375,2016-08-14
210,Piast Gliwice,Zagłębie Lubin,D,0,0,5,53,47,21.0,11.0,5,2,16,9,,,12.0,12.0,8,6,2.0,1.0,24.0,30.0,2.0,5.0,9.0,12.0,,,2.0,4.0,,,,,,,,,,,2.685,2.575,2.975,2016-08-14
208,Wisła Płock,Jagiellonia Białystok,H,1,0,5,43,57,7.0,11.0,4,1,3,10,,,,,7,5,0.0,2.0,,,1.0,3.0,13.0,17.0,,,1.0,2.0,,,,,,,,,,,2.6,2.625,3.0,2016-08-15
207,Bruk-Bet T.,Lech Poznań,D,0,0,6,36,64,6.0,9.0,1,5,5,4,,,,,4,5,1.0,3.0,,,5.0,1.0,12.0,18.0,,,2.0,2.0,,,,,,,,,,,2.985,2.3,3.05,2016-08-19
290,Śląsk Wrocław,Wisła Płock,D,0,0,6,54,46,10.0,10.0,3,3,7,7,,,,,5,8,0.0,0.0,,,3.0,3.0,18.0,13.0,,,3.0,0.0,,,,,,,,,,,2.26,3.05,3.05,2016-08-19
206,Cracovia,Ruch Chorzów,D,1,1,6,62,38,14.0,7.0,3,5,11,2,,,,,7,7,0.0,0.0,,,4.0,2.0,16.0,16.0,,,1.0,3.0,,,,,,,,,,,1.715,4.46,3.45,2016-08-20
205,Piast Gliwice,Pogoń Szczecin,A,0,2,6,51,49,3.0,13.0,0,3,3,10,,,,,1,8,3.0,2.0,,,1.0,0.0,18.0,15.0,,,2.0,2.0,,,,,,,,,,,2.35,2.895,3.05,2016-08-20
204,Legia Warszawa,Arka Gdynia,A,1,3,6,57,43,14.0,11.0,6,6,8,5,,,,,9,5,1.0,1.0,,,3.0,5.0,13.0,9.0,,,1.0,0.0,,,,,,,,,,,1.74,4.36,3.4,2016-08-20
202,Jagiellonia Białystok,Lechia Gdańsk,A,0,1,6,47,53,13.0,2.0,3,1,10,1,,,,,6,1,2.0,0.0,,,0.0,3.0,17.0,17.0,,,3.0,5.0,,,,,,,,,,,2.635,2.6,3.0,2016-08-21
203,Zagłębie Lubin,Górnik Łęczna,D,0,0,6,60,40,17.0,5.0,8,1,9,4,,,,,11,3,1.0,2.0,,,1.0,8.0,13.0,17.0,,,0.0,1.0,,,,,,,,,,,1.85,3.95,3.275,2016-08-21
201,Korona Kielce,Wisła Kraków,H,1,0,6,39,61,7.0,9.0,4,4,3,5,,,,,4,10,1.0,3.0,,,4.0,3.0,13.0,13.0,,,4.0,2.0,,,,,,,,,,,2.65,2.55,3.05,2016-08-22
200,Wisła Kraków,Śląsk Wrocław,A,1,5,7,55,45,9.0,12.0,2,7,7,5,,,,,1,2,4.0,4.0,,,2.0,1.0,11.0,14.0,,,3.0,1.0,,,,,,,,,,,2.1500000000000004,3.225,3.1,2016-08-26
289,Wisła Płock,Korona Kielce,A,1,2,7,55,45,17.0,17.0,3,6,14,11,,,,,12,5,0.0,1.0,,,4.0,2.0,16.0,18.0,,,2.0,3.0,,,,,,,,,,,1.975,3.6,3.175,2016-08-26
199,Pogoń Szczecin,Cracovia,D,1,1,7,55,45,6.0,7.0,1,3,5,4,,,,,2,2,2.0,2.0,,,2.0,0.0,16.0,17.0,,,3.0,4.0,,,,,,,,,,,2.1,3.315,3.125,2016-08-27
198,Górnik Łęczna,Jagiellonia Białystok,A,0,2,7,54,46,9.0,14.0,2,7,7,7,,,,,3,2,2.0,1.0,,,5.0,2.0,16.0,18.0,1.0,0.0,2.0,2.0,,,,,,,,,,,2.755,2.475,3.025,2016-08-27
197,Arka Gdynia,Zagłębie Lubin,D,1,1,7,43,57,22.0,6.0,6,3,16,3,,,,,10,4,1.0,2.0,,,2.0,5.0,15.0,19.0,,,2.0,1.0,,,,,,,,,,,2.325,2.97,3.025,2016-08-27
196,Lech Poznań,Piast Gliwice,H,2,0,7,52,48,25.0,11.0,8,2,17,9,,,,,12,1,1.0,2.0,,,2.0,6.0,7.0,10.0,,,2.0,1.0,,,,,,,,,,,1.65,4.9049999999999985,3.475,2016-08-28
195,Ruch Chorzów,Legia Warszawa,A,0,2,7,47,53,5.0,9.0,0,4,5,5,,,,,11,3,2.0,4.0,,,2.0,0.0,16.0,16.0,,,3.0,2.0,,,,,,,,,,,4.16,1.785,3.35,2016-08-28
194,Lechia Gdańsk,Bruk-Bet T.,A,1,2,7,70,30,20.0,9.0,8,5,12,4,,,,,4,3,0.0,1.0,,,3.0,7.0,10.0,13.0,,,1.0,4.0,,,,,,,,,,,1.5750000000000002,5.355,3.6,2016-08-28
288,Cracovia,Lechia Gdańsk,A,0,1,8,55,45,15.0,10.0,3,5,12,5,,,,,5,9,2.0,3.0,,,4.0,3.0,22.0,14.0,,,0.0,4.0,,,,,,,,,,,2.6500000000000004,2.7,2.95,2016-09-09
193,Zagłębie Lubin,Wisła Płock,A,1,2,8,58,42,19.0,10.0,5,5,14,5,,,,,10,2,0.0,1.0,,,3.0,4.0,17.0,12.0,0.0,1.0,4.0,4.0,,,,,,,,,,,1.9,3.8,3.225,2016-09-09
191,Korona Kielce,Arka Gdynia,H,1,0,8,45,55,11.0,15.0,5,7,6,8,,,,,5,6,0.0,3.0,,,7.0,4.0,7.0,16.0,,,2.0,1.0,,,,,,,,,,,2.575,2.68,3.05,2016-09-10
190,Bruk-Bet T.,Legia Warszawa,H,2,1,8,25,75,7.0,15.0,2,6,5,9,,,,,3,7,0.0,2.0,,,5.0,1.0,14.0,14.0,,,1.0,2.0,,,,,,,,,,,3.795,1.885,3.275,2016-09-10
192,Piast Gliwice,Górnik Łęczna,D,3,3,8,48,52,12.0,21.0,8,8,4,13,,,,,8,7,3.0,2.0,,,5.0,5.0,18.0,10.0,1.0,0.0,3.0,2.0,,,,,,,,,,,2.135,3.2750000000000004,3.1,2016-09-10
189,Lech Poznań,Pogoń Szczecin,H,3,1,8,52,48,17.0,11.0,5,5,12,6,,,,,7,2,2.0,1.0,,,4.0,2.0,18.0,13.0,,,3.0,2.0,,,,,,,,,,,1.815,4.115,3.35,2016-09-11
188,Jagiellonia Białystok,Wisła Kraków,H,2,1,8,47,53,19.0,13.0,9,4,10,9,,,,,5,5,2.0,2.0,,,3.0,7.0,10.0,11.0,,,2.0,4.0,,,,,,,,,,,1.975,3.495,3.2,2016-09-11
187,Śląsk Wrocław,Ruch Chorzów,A,1,2,8,53,47,11.0,11.0,4,3,7,8,,,,,2,6,5.0,4.0,,,1.0,3.0,13.0,16.0,,,2.0,2.0,,,,,,,,,,,1.8,4.135,3.325,2016-09-12
186,Śląsk Wrocław,Jagiellonia Białystok,A,0,4,9,52,48,4.0,17.0,0,4,4,13,,,,,6,3,0.0,0.0,,,1.0,0.0,14.0,15.0,,,2.0,1.0,,,,,,,,,,,2.525,2.675,3.05,2016-09-16
287,Ruch Chorzów,Bruk-Bet T.,A,0,1,9,62,38,21.0,12.0,5,4,11,6,5.0,2.0,,,7,5,1.0,0.0,,,3.0,5.0,12.0,9.0,1.0,0.0,3.0,4.0,,,,,,,,,,,2.575,2.645,3.05,2016-09-16
183,Wisła Kraków,Piast Gliwice,H,1,0,9,51,49,21.0,7.0,7,2,14,5,,,,,11,1,2.0,2.0,,,2.0,6.0,18.0,15.0,,,3.0,2.0,,,,,,,,,,,2.125,3.33,3.125,2016-09-17
184,Wisła Płock,Pogoń Szczecin,H,2,0,9,43,57,14.0,14.0,5,4,9,10,,,,,5,4,1.0,1.0,,,4.0,3.0,11.0,12.0,,,1.0,2.0,,,,,,,,,,,2.4000000000000004,2.82,3.05,2016-09-17
185,Górnik Łęczna,Korona Kielce,H,4,0,9,54,46,14.0,7.0,8,2,6,5,,,,,4,1,3.0,3.0,,,2.0,4.0,23.0,18.0,0.0,1.0,4.0,2.0,,,,,,,,,,,2.36,2.91,3.05,2016-09-17
182,Lechia Gdańsk,Lech Poznań,H,2,1,9,54,46,13.0,20.0,4,9,9,11,,,,,5,9,2.0,3.0,,,8.0,2.0,11.0,25.0,,,0.0,2.0,,,,,,,,,,,2.275,2.98,3.1,2016-09-18
181,Legia Warszawa,Zagłębie Lubin,A,2,3,9,62,38,24.0,15.0,7,5,17,10,,,,,7,9,3.0,3.0,,,2.0,5.0,14.0,16.0,,,5.0,4.0,,,,,,,,,,,1.775,4.285,3.35,2016-09-18
180,Arka Gdynia,Cracovia,H,1,0,9,42,58,13.0,21.0,5,9,8,12,,,,,7,4,2.0,1.0,,,9.0,4.0,11.0,16.0,,,2.0,4.0,,,,,,,,,,,2.175,3.225,3.05,2016-09-19
179,Wisła Kraków,Legia Warszawa,D,0,0,10,48,52,17.0,9.0,3,4,14,5,,,,,9,8,3.0,2.0,,,4.0,3.0,15.0,23.0,,,3.0,4.0,,,,,,,,,,,3.325,2.1100000000000003,3.1,2016-09-23
286,Bruk-Bet T.,Wisła Płock,D,0,0,10,43,57,9.0,13.0,4,1,5,12,,,,,4,5,0.0,0.0,,,1.0,4.0,13.0,9.0,,,1.0,0.0,,,,,,,,,,,2.25,3.04,3.1,2016-09-23
178,Pogoń Szczecin,Górnik Łęczna,D,1,1,10,64,36,11.0,9.0,4,5,7,4,,,,,9,3,4.0,2.0,,,4.0,3.0,11.0,14.0,,,1.0,0.0,,,,,,,,,,,1.975,3.6,3.175,2016-09-24
177,Lechia Gdańsk,Ruch Chorzów,H,2,1,10,58,42,13.0,14.0,4,4,9,10,,,,,5,1,3.0,2.0,,,3.0,2.0,11.0,12.0,,,1.0,2.0,,,,,,,,,,,1.475,6.61,3.775,2016-09-24
176,Zagłębie Lubin,Cracovia,D,1,1,10,45,55,18.0,25.0,4,4,14,21,,,,,2,7,2.0,1.0,,,3.0,3.0,9.0,13.0,,,1.0,0.0,,,,,,,,,,,2.05,3.44,3.125,2016-09-24
175,Korona Kielce,Jagiellonia Białystok,A,1,2,10,40,60,12.0,18.0,2,9,10,9,,,,,3,5,2.0,1.0,,,7.0,1.0,17.0,9.0,,,0.0,1.0,,,,,,,,,,,2.855,2.35,3.1,2016-09-25
174,Lech Poznań,Arka Gdynia,D,0,0,10,62,38,14.0,6.0,3,2,11,4,,,,,2,3,3.0,1.0,,,2.0,3.0,17.0,9.0,,,1.0,2.0,,,,,,,,,,,1.76,4.355,3.35,2016-09-25
173,Piast Gliwice,Śląsk Wrocław,D,1,1,10,56,44,17.0,11.0,3,3,14,8,,,,,3,6,4.0,1.0,,,2.0,2.0,15.0,20.0,,,3.0,2.0,,,,,,,,,,,2.4000000000000004,2.845,3.05,2016-09-26
285,Ruch Chorzów,Zagłębie Lubin,A,1,2,11,49,51,11.0,17.0,3,5,8,12,,,,,6,7,0.0,3.0,,,3.0,2.0,7.0,20.0,,,1.0,2.0,,,,,,,,,,,3.21,2.15,3.125,2016-09-30
172,Górnik Łęczna,Lech Poznań,A,1,2,11,42,58,15.0,17.0,4,5,11,12,,,,,6,5,1.0,4.0,,,3.0,3.0,13.0,17.0,,,2.0,2.0,,,,,,,,,,,3.07,2.225,3.1,2016-09-30
171,Arka Gdynia,Piast Gliwice,A,1,2,11,54,46,20.0,11.0,3,3,17,8,,,,,7,4,1.0,1.0,,,1.0,2.0,13.0,15.0,,,1.0,3.0,,,,,,,,,,,1.8,4.135,3.325,2016-10-01
169,Legia Warszawa,Lechia Gdańsk,H,3,0,11,54,46,33.0,12.0,16,2,17,10,,,,,9,5,4.0,3.0,,,2.0,13.0,18.0,10.0,1.0,0.0,4.0,2.0,,,,,,,,,,,2.025,3.45,3.175,2016-10-01
170,Wisła Płock,Wisła Kraków,A,2,3,11,55,45,21.0,12.0,5,5,16,7,,,,,6,6,1.0,1.0,,,2.0,3.0,12.0,17.0,,,1.0,3.0,,,,,,,,,,,2.425,2.805,3.0250000000000004,2016-10-01
166,Jagiellonia Białystok,Pogoń Szczecin,D,0,0,11,47,53,15.0,8.0,5,2,10,6,,,,,10,5,1.0,1.0,,,2.0,5.0,10.0,16.0,,,0.0,2.0,,,,,,,,,,,1.95,3.7,3.2,2016-10-02
167,Cracovia,Korona Kielce,H,6,0,11,64,36,24.0,15.0,12,3,12,12,,,,,5,6,1.0,2.0,,,3.0,6.0,10.0,8.0,,,1.0,2.0,,,,,,,,,,,1.8,4.135,3.325,2016-10-02
168,Śląsk Wrocław,Bruk-Bet T.,A,1,2,11,44,56,4.0,14.0,2,5,2,9,,,,,4,8,3.0,3.0,,,3.0,1.0,15.0,10.0,1.0,0.0,2.0,3.0,,,,,,,,,,,2.1,3.3600000000000003,3.1,2016-10-02
284,Cracovia,Wisła Płock,H,1,0,12,58,42,20.0,9.0,8,1,12,8,,,,,5,3,3.0,2.0,,,1.0,7.0,19.0,16.0,,,3.0,3.0,,,,,,,,,,,1.925,3.705,3.225,2016-10-14
165,Pogoń Szczecin,Legia Warszawa,H,3,2,12,32,68,9.0,12.0,5,5,4,7,,,,,1,3,3.0,0.0,,,3.0,2.0,17.0,23.0,,,2.0,2.0,,,,,,,,,,,3.63,1.95,3.225,2016-10-14
164,Górnik Łęczna,Arka Gdynia,D,0,0,12,47,53,19.0,10.0,5,4,14,6,,,,,5,2,1.0,0.0,,,4.0,5.0,22.0,18.0,,,2.0,0.0,,,,,,,,,,,2.71,2.525,3.025,2016-10-15
163,Piast Gliwice,Ruch Chorzów,H,2,1,12,52,48,21.0,11.0,8,3,13,8,,,,,6,3,3.0,3.0,,,2.0,6.0,18.0,9.0,,,3.0,0.0,,,,,,,,,,,2.025,3.535,3.1,2016-10-15
162,Zagłębie Lubin,Lechia Gdańsk,A,1,2,12,45,55,19.0,17.0,5,6,14,11,,,,,5,4,4.0,2.0,,,4.0,4.0,22.0,15.0,1.0,0.0,3.0,1.0,,,,,,,,,,,2.425,2.785,3.05,2016-10-15
160,Lech Poznań,Wisła Kraków,D,1,1,12,49,51,11.0,17.0,4,6,7,11,,,,,2,3,0.0,0.0,,,5.0,3.0,13.0,14.0,,,1.0,3.0,,,,,,,,,,,1.815,4.115,3.275,2016-10-16
161,Bruk-Bet T.,Jagiellonia Białystok,D,0,0,12,51,49,8.0,10.0,1,1,7,9,,,,,5,2,0.0,0.0,,,1.0,1.0,14.0,16.0,,,4.0,3.0,,,,,,,,,,,2.685,2.575,2.95,2016-10-16
159,Korona Kielce,Śląsk Wrocław,A,1,2,12,43,57,11.0,10.0,5,4,6,6,,,,,6,4,0.0,3.0,,,2.0,4.0,16.0,15.0,,,3.0,3.0,,,,,,,,,,,2.65,2.575,3.0,2016-10-17
158,Wisła Kraków,Bruk-Bet T.,H,2,0,13,54,46,11.0,10.0,4,3,7,7,,,,,2,4,1.0,1.0,,,3.0,2.0,13.0,13.0,,,3.0,1.0,,,,,,,,,,,1.975,3.595,3.2,2016-10-21
283,Arka Gdynia,Pogoń Szczecin,A,0,3,13,50,50,17.0,6.0,3,6,14,0,,,,,4,2,0.0,7.0,,,3.0,3.0,21.0,15.0,,,4.0,1.0,,,,,,,,,,,2.26,2.995,3.1,2016-10-21
156,Śląsk Wrocław,Cracovia,D,2,2,13,40,60,11.0,25.0,3,11,8,14,,,,,8,6,2.0,1.0,,,9.0,1.0,14.0,18.0,,,3.0,1.0,,,,,,,,,,,2.56,2.65,3.025,2016-10-22
155,Legia Warszawa,Lech Poznań,H,2,1,13,53,47,14.0,12.0,6,3,8,9,,,,,2,11,3.0,1.0,,,2.0,4.0,16.0,10.0,0.0,1.0,3.0,2.0,,,,,,,,,,,1.875,3.895,3.25,2016-10-22
157,Wisła Płock,Górnik Łęczna,A,1,2,13,54,46,13.0,17.0,5,6,8,11,,,,,6,4,4.0,4.0,,,4.0,4.0,15.0,11.0,,,2.0,0.0,,,,,,,,,,,1.925,3.785,3.2,2016-10-22
154,Lechia Gdańsk,Piast Gliwice,H,3,2,13,60,40,19.0,10.0,4,5,15,5,,,,,6,2,4.0,2.0,,,3.0,1.0,8.0,27.0,0.0,1.0,3.0,5.0,,,,,,,,,,,1.65,4.8,3.5250000000000004,2016-10-23
