,home_team,away_team,result,goals_h,goals_a,round,ball_poss_h,ball_poss_a,goal_attempts_h,goal_attempts_a,shots_on_h,shots_on_a,shots_off_h,shots_off_a,shots_blocked_h,shots_blocked_a,free_kicks_h,free_kicks_a,corner_kicks_h,corner_kicks_a,offsides_h,offsides_a,thorw-in_h,thorw-in_a,goalkeeper_saves_h,goalkeeper_saves_a,fouls_h,fouls_a,yellow_h,yellow_a,red_h,red_a,passes_h,passes_a,passes_completed_h,passes_completed_a,tackles_h,tackles_a,attacks_h,attacks_a,attacks_dang_h,attacks_dang_a,odds_avg_h,odds_avg_a,odds_avg_d,date
102,Stal Mielec,Lech Poznań,D,0,0,13,29,71,5,30,1,9,4,21,,,,,0,11,0,4,,,9,1,8,13,,,3.0,1.0,,,214.0,580.0,,,57.0,122.0,20.0,104.0,7.0,1.47,4.625,2021-10-29
98,Jagiellonia Białystok,Piast Gliwice,D,3,3,13,52,48,19,12,8,4,11,8,,,,,11,1,4,0,,,1,5,20,9,1.0,0.0,4.0,2.0,,,384.0,348.0,,,102.0,96.0,86.0,68.0,2.5,3.0,3.25,2021-10-30
99,Górnik Zabrze,Zagłębie Lubin,D,0,0,13,49,51,10,13,4,4,6,9,,,,,1,5,2,1,,,4,4,13,17,,,1.0,2.0,,,386.0,406.0,,,128.0,90.0,83.0,75.0,1.9,4.25,3.6,2021-10-30
100,Warta Poznań,Lechia Gdańsk,A,0,2,13,37,63,6,24,1,9,5,15,,,,,2,8,1,1,,,7,1,25,14,1.0,0.0,5.0,2.0,,,181.0,392.0,,,72.0,92.0,40.0,76.0,3.6,2.135,3.4,2021-10-30
101,Bruk-Bet T.,Śląsk Wrocław,H,4,3,13,50,50,12,16,6,8,6,8,,,,,5,3,4,4,,,5,2,17,10,,,3.0,1.0,,,352.0,377.0,,,71.0,62.0,55.0,55.0,3.375,2.225,3.375,2021-10-30
95,Legia Warszawa,Pogoń Szczecin,A,0,2,13,57,43,20,10,8,7,12,3,,,,,8,2,1,0,,,5,8,20,18,,,1.0,1.0,,,520.0,300.0,,,105.0,81.0,72.0,42.0,2.46,3.1,3.25,2021-10-31
96,Górnik Łęczna,Raków Częstochowa,D,0,0,13,43,57,6,21,2,5,4,16,,,,,1,12,2,0,,,5,2,25,10,,,5.0,2.0,,,287.0,416.0,,,99.0,123.0,42.0,107.0,6.85,1.515,4.275,2021-10-31
97,Wisła Płock,Wisła Kraków,H,2,0,13,47,53,12,14,7,2,5,12,,,,,6,1,2,3,,,2,5,19,17,,,3.0,3.0,,,235.0,302.0,,,114.0,122.0,50.0,60.0,2.23,3.325,3.45,2021-10-31
94,Śląsk Wrocław,Jagiellonia Białystok,D,2,2,14,52,48,7,15,3,7,4,8,,,,,5,6,1,2,,,5,1,10,20,,,1.0,3.0,,,384.0,362.0,,,119.0,106.0,83.0,70.0,2.055,3.75,3.48,2021-11-05
210,Wisła Płock,Bruk-Bet T.,D,1,1,14,43,57,7,12,3,3,4,9,,,,,2,6,2,2,,,2,2,20,12,,,1.0,0.0,,,399.0,513.0,,,97.0,112.0,64.0,77.0,1.915,4.175,3.585,2021-11-05
92,Radomiak Radom,Górnik Zabrze,H,1,0,14,43,57,14,12,3,1,11,11,,,,,7,8,1,0,,,1,2,11,13,,,1.0,1.0,,,318.0,453.0,,,123.0,127.0,74.0,84.0,2.385,3.2,3.25,2021-11-06
91,Lechia Gdańsk,Zagłębie Lubin,H,2,1,14,61,39,17,16,7,5,10,11,,,,,10,5,1,1,,,4,5,12,20,,,1.0,3.0,,,459.0,252.0,,,109.0,80.0,89.0,65.0,1.735,5.025,3.8,2021-11-06
90,Górnik Łęczna,Lech Poznań,D,1,1,14,43,57,4,25,1,10,3,15,,,,,4,8,0,0,,,9,0,5,9,,,0.0,1.0,,,315.0,506.0,,,97.0,132.0,46.0,87.0,9.85,1.34,5.2,2021-11-06
93,Piast Gliwice,Warta Poznań,A,0,1,14,65,35,9,5,1,2,8,3,,,,,5,7,2,2,,,1,1,12,12,,,1.0,2.0,,,575.0,229.0,,,133.0,77.0,93.0,62.0,1.71,5.45,3.685,2021-11-06
89,Raków Częstochowa,Pogoń Szczecin,D,0,0,14,44,56,8,11,2,5,6,6,,,,,4,1,4,0,,,5,2,14,19,,,2.0,2.0,,,300.0,470.0,,,100.0,89.0,92.0,69.0,2.315,3.3,3.28,2021-11-07
88,Legia Warszawa,Stal Mielec,A,1,3,14,66,34,29,7,8,4,21,3,,,,,10,1,0,1,,,1,7,13,11,,,4.0,2.0,,,578.0,234.0,,,96.0,71.0,120.0,37.0,1.475,8.125,4.175000000000002,2021-11-07
87,Wisła Kraków,Cracovia,H,1,0,14,53,47,9,11,2,7,7,4,,,,,3,3,3,1,,,7,2,12,17,,,3.0,3.0,,,318.0,251.0,,,90.0,86.0,55.0,59.0,2.705,2.865,3.125,2021-11-07
84,Lech Poznań,Piast Gliwice,H,1,0,15,58,42,24,3,5,0,19,3,,,,,8,1,0,2,,,0,4,20,10,,,,,,,499.0,321.0,,,105.0,90.0,88.0,40.0,1.44,7.75,4.625,2021-11-20
86,Jagiellonia Białystok,Wisła Kraków,H,3,1,15,59,41,17,5,10,3,7,2,,,,,8,2,3,1,,,2,7,14,13,0.0,1.0,5.0,3.0,,,440.0,348.0,,,114.0,91.0,88.0,49.0,2.5,2.9,3.41,2021-11-20
209,Warta Poznań,Wisła Płock,A,1,2,15,51,49,18,5,4,3,14,2,,,,,7,1,3,0,,,1,4,12,18,,,1.0,5.0,,,374.0,381.0,,,100.0,79.0,88.0,25.0,2.66,2.9,3.125,2021-11-20
85,Stal Mielec,Lechia Gdańsk,D,3,3,15,44,56,14,22,7,6,7,16,,,,,4,9,4,1,,,3,4,6,9,,,3.0,2.0,,,331.0,433.0,,,59.0,80.0,53.0,77.0,3.5,2.135,3.5,2021-11-20
83,Bruk-Bet T.,Górnik Łęczna,D,1,1,15,58,42,13,18,2,8,11,10,,,,,5,5,1,1,,,7,1,10,15,1.0,1.0,2.0,2.0,,,394.0,274.0,,,64.0,62.0,43.0,60.0,1.815,4.675,3.625,2021-11-21
82,Pogoń Szczecin,Śląsk Wrocław,H,2,1,15,61,39,20,4,8,2,12,2,,,,,9,2,2,1,,,1,6,10,11,,,0.0,2.0,,,516.0,318.0,,,94.0,58.0,101.0,33.0,1.815,4.675,3.625,2021-11-21
81,Górnik Zabrze,Legia Warszawa,H,3,2,15,38,62,15,9,9,3,6,6,,,,,3,6,4,2,,,1,6,18,13,,,2.0,4.0,,,240.0,446.0,,,71.0,98.0,52.0,79.0,2.91,2.475,3.425,2021-11-21
80,Zagłębie Lubin,Radomiak Radom,A,0,2,15,62,38,21,9,3,5,18,4,,,,,8,1,2,4,,,3,3,12,10,1.0,1.0,4.0,4.0,,,526.0,259.0,,,124.0,94.0,104.0,52.0,2.73,2.73,3.255,2021-11-22
79,Cracovia,Raków Częstochowa,H,1,0,15,42,58,10,16,4,6,6,10,,,,,0,3,1,0,,,6,3,21,11,,,3.0,2.0,,,334.0,441.0,,,90.0,116.0,37.0,86.0,3.25,2.335,3.275,2021-11-22
208,Piast Gliwice,Bruk-Bet T.,H,2,1,16,46,54,18,9,6,1,12,8,,,,,7,2,2,0,,,0,4,10,18,,,3.0,4.0,,,276.0,322.0,,,94.0,95.0,77.0,68.0,2.0,3.875,3.55,2021-11-26
78,Wisła Kraków,Radomiak Radom,A,0,1,16,57,43,16,18,4,6,12,12,,,,,6,6,3,2,,,5,4,11,9,,,1.0,2.0,,,447.0,252.0,,,99.0,88.0,68.0,60.0,2.61,2.775,3.375,2021-11-26
74,Raków Częstochowa,Zagłębie Lubin,H,4,0,16,57,43,15,7,7,0,8,7,,,,,6,2,2,1,,,0,3,8,10,0.0,1.0,2.0,4.0,,,418.0,332.0,,,98.0,76.0,84.0,49.0,1.585,5.85,4.2,2021-11-27
77,Górnik Łęczna,Górnik Zabrze,A,1,2,16,49,51,6,18,2,7,4,11,,,,,2,8,0,2,,,5,1,9,20,,,1.0,3.0,,,389.0,441.0,,,122.0,101.0,63.0,65.0,4.425,1.825,3.75,2021-11-27
75,Pogoń Szczecin,Lechia Gdańsk,H,5,1,16,50,50,16,9,7,3,9,6,,,,,6,1,0,1,,,2,2,11,17,,,4.0,0.0,,,333.0,381.0,,,74.0,75.0,64.0,58.0,1.855,4.375,3.675,2021-11-27
76,Śląsk Wrocław,Stal Mielec,H,2,1,16,52,48,15,10,4,3,11,7,,,,,5,2,1,4,,,2,2,19,12,1.0,0.0,2.0,2.0,,,431.0,403.0,,,90.0,89.0,63.0,60.0,1.6949999999999998,5.475,3.75,2021-11-27
72,Lech Poznań,Warta Poznań,H,2,0,16,68,32,18,10,7,5,11,5,,,,,8,4,0,0,,,5,5,8,14,,,1.0,4.0,,,586.0,253.0,,,115.0,65.0,92.0,38.0,1.295,11.25,5.675,2021-11-28
73,Wisła Płock,Cracovia,H,2,1,16,55,45,16,12,4,7,12,5,,,,,2,5,0,3,,,6,2,21,17,,,6.0,2.0,,,385.0,317.0,,,103.0,120.0,54.0,64.0,2.455,3.15,3.165,2021-11-28
71,Legia Warszawa,Jagiellonia Białystok,H,1,0,16,59,41,14,8,4,4,10,4,,,,,12,3,1,8,,,4,3,12,15,,,1.0,3.0,,,440.0,291.0,,,119.0,87.0,84.0,51.0,1.875,4.3,3.65,2021-11-28
70,Górnik Zabrze,Śląsk Wrocław,H,3,1,17,55,45,21,12,10,3,11,9,,,,,1,6,1,1,,,2,7,15,12,,,2.0,2.0,,,468.0,396.0,,,111.0,99.0,68.0,80.0,2.125,3.65,3.4,2021-12-03
207,Stal Mielec,Wisła Płock,H,2,1,17,40,60,6,16,3,6,3,10,,,,,0,6,1,3,,,5,1,12,25,0.0,1.0,3.0,7.0,,,277.0,517.0,,,73.0,92.0,31.0,59.0,2.715,2.725,3.275,2021-12-03
69,Bruk-Bet T.,Pogoń Szczecin,A,1,3,17,51,49,10,12,5,7,5,5,,,,,5,5,2,4,,,4,4,16,19,,,2.0,3.0,,,324.0,290.0,,,89.0,89.0,79.0,69.0,4.699999999999998,1.815,3.61,2021-12-04
68,Jagiellonia Białystok,Górnik Łęczna,A,1,2,17,56,44,12,11,3,3,9,8,,,,,4,6,2,2,,,1,2,15,17,,,2.0,1.0,,,465.0,248.0,,,123.0,101.0,92.0,47.0,1.57,6.45,4.025,2021-12-04
67,Lechia Gdańsk,Raków Częstochowa,H,3,1,17,55,45,14,15,7,7,7,8,,,,,3,4,0,1,,,6,4,23,7,1.0,0.0,3.0,1.0,,,420.0,346.0,,,72.0,84.0,65.0,72.0,3.125,2.38,3.325,2021-12-04
66,Zagłębie Lubin,Lech Poznań,A,2,3,17,43,57,7,29,2,9,5,20,,,,,5,6,1,4,,,6,0,14,13,,,1.0,2.0,,,309.0,426.0,,,82.0,109.0,36.0,60.0,6.225,1.545,4.325,2021-12-05
65,Cracovia,Legia Warszawa,H,1,0,17,40,60,10,12,3,5,7,7,,,,,7,7,2,2,,,5,2,27,15,,,3.0,3.0,,,249.0,486.0,,,62.0,122.0,58.0,111.0,3.025,2.475,3.275,2021-12-05
64,Warta Poznań,Wisła Kraków,D,1,1,17,37,63,12,9,3,6,9,3,,,,,5,4,2,2,,,5,2,10,7,,,,,,,246.0,563.0,,,101.0,145.0,70.0,100.0,2.785,2.7,3.25,2021-12-06
206,Stal Mielec,Bruk-Bet T.,H,1,0,18,37,63,11,17,5,5,6,12,,,,,5,9,0,0,,,5,4,15,14,1.0,0.0,2.0,2.0,,,262.0,442.0,,,63.0,95.0,37.0,85.0,2.325,3.225,3.325,2021-12-10
63,Raków Częstochowa,Piast Gliwice,H,1,0,18,55,45,12,9,4,5,8,4,,,,,5,3,1,3,,,5,3,11,15,,,1.0,1.0,,,446.0,366.0,,,110.0,98.0,78.0,53.0,1.67,5.4,3.825,2021-12-10
62,Radomiak Radom,Lech Poznań,H,2,1,18,47,53,8,9,4,5,4,4,,,,,0,6,1,0,,,4,2,14,23,,,3.0,1.0,,,265.0,344.0,,,65.0,66.0,26.0,64.0,4.4,1.865,3.6,2021-12-11
60,Lechia Gdańsk,Jagiellonia Białystok,A,1,2,18,64,36,15,13,7,4,8,9,,,,,8,5,1,3,,,2,6,15,11,,,3.0,2.0,,,539.0,235.0,,,139.0,102.0,107.0,64.0,2.06,3.675,3.525,2021-12-11
61,Zagłębie Lubin,Wisła Kraków,H,2,1,18,53,47,26,16,7,8,19,8,,,,,5,5,1,1,,,7,5,10,16,0.0,1.0,5.0,3.0,,,389.0,285.0,,,99.0,82.0,85.0,82.0,2.66,2.7,3.4,2021-12-11
57,Górnik Zabrze,Pogoń Szczecin,D,2,2,18,53,47,16,7,4,2,12,5,,,,,6,3,2,3,,,0,2,13,15,,,3.0,4.0,,,375.0,315.0,,,129.0,79.0,93.0,55.0,3.175,2.375,3.275,2021-12-12
58,Wisła Płock,Legia Warszawa,H,1,0,18,42,58,11,12,3,6,8,6,,,,,2,5,2,3,,,6,2,18,15,,,3.0,4.0,,,308.0,439.0,,,96.0,118.0,57.0,76.0,3.025,2.475,3.25,2021-12-12
59,Cracovia,Górnik Łęczna,A,0,2,18,48,52,12,11,5,6,7,5,,,,,2,5,1,1,,,4,5,21,10,,,3.0,3.0,,,239.0,206.0,,,94.0,116.0,77.0,79.0,1.7,5.35,3.775,2021-12-12
56,Warta Poznań,Śląsk Wrocław,H,2,1,18,27,73,10,12,5,3,5,9,,,,,1,4,2,1,,,2,3,22,14,,,5.0,1.0,,,193.0,733.0,,,79.0,132.0,33.0,72.0,2.85,2.635,3.2350000000000003,2021-12-13
205,Radomiak Radom,Piast Gliwice,D,2,2,17,54,46,14,9,7,2,7,7,,,,,7,4,1,1,,,0,5,18,16,,,1.0,2.0,,,380.0,321.0,,,95.0,92.0,80.0,57.0,2.25,3.525,3.2,2021-12-14
203,Legia Warszawa,Zagłębie Lubin,H,4,0,3,55,45,14,9,8,3,6,6,,,,,9,5,1,2,,,3,4,17,13,,,2.0,0.0,532.0,425.0,449.0,348.0,,,88.0,78.0,71.0,51.0,1.81,4.225,3.95,2021-12-15
204,Raków Częstochowa,Górnik Zabrze,A,1,2,5,52,48,9,13,5,5,4,8,,,,,7,3,1,2,,,3,4,18,17,,,2.0,0.0,438.0,440.0,344.0,322.0,,,110.0,110.0,68.0,62.0,1.875,4.25,3.685,2021-12-15
202,Wisła Kraków,Bruk-Bet T.,H,3,0,19,51,49,21,15,10,4,11,11,,,,,9,4,2,0,,,4,7,17,8,,,2.0,2.0,449.0,447.0,369.0,370.0,,,75.0,71.0,74.0,61.0,1.97,3.975,3.575,2021-12-17
55,Wisła Płock,Lechia Gdańsk,H,1,0,19,41,59,10,14,5,2,5,12,,,,,9,8,4,2,,,2,4,13,18,,,4.0,3.0,316.0,474.0,222.0,389.0,,,80.0,111.0,70.0,78.0,3.1,2.35,3.425,2021-12-17
52,Śląsk Wrocław,Cracovia,A,0,2,19,58,42,11,13,1,7,10,6,,,,,5,7,1,4,,,5,1,11,16,,,3.0,2.0,497.0,403.0,405.0,314.0,,,93.0,88.0,86.0,68.0,2.2350000000000003,3.425,3.35,2021-12-18
54,Piast Gliwice,Stal Mielec,D,1,1,19,56,44,17,8,6,4,11,4,,,,,5,2,1,1,,,3,5,20,16,,,5.0,4.0,543.0,444.0,469.0,369.0,,,110.0,80.0,91.0,50.0,1.9,4.1,3.7,2021-12-18
51,Raków Częstochowa,Jagiellonia Białystok,H,5,0,19,61,39,17,10,10,2,7,8,,,,,7,4,4,0,,,2,5,22,19,,,2.0,2.0,435.0,317.0,358.0,246.0,,,92.0,63.0,78.0,41.0,1.66,5.475,3.925,2021-12-18
53,Pogoń Szczecin,Warta Poznań,D,1,1,19,66,34,6,5,2,3,4,2,,,,,11,2,0,2,,,2,1,12,19,,,1.0,1.0,608.0,321.0,506.0,240.0,,,100.0,73.0,97.0,52.0,1.485,7.375,4.325,2021-12-18
50,Górnik Łęczna,Zagłębie Lubin,H,2,1,19,56,44,14,6,7,3,7,3,,,,,3,3,0,2,,,2,5,14,22,,,3.0,3.0,494.0,390.0,411.0,305.0,,,112.0,99.0,70.0,50.0,2.73,2.7,3.3,2021-12-19
48,Legia Warszawa,Radomiak Radom,A,0,3,19,62,38,13,13,3,9,10,4,,,,,4,5,1,1,,,6,3,13,13,,,1.0,3.0,615.0,335.0,510.0,271.0,,,123.0,87.0,77.0,54.0,2.175,3.6,3.3,2021-12-19
49,Lech Poznań,Górnik Zabrze,H,2,1,19,56,44,20,7,7,3,13,4,,,,,11,6,1,1,,,2,5,13,5,,,2.0,2.0,521.0,420.0,419.0,324.0,,,107.0,70.0,80.0,35.0,1.5750000000000002,6.050000000000002,4.175,2021-12-19
47,Zagłębie Lubin,Legia Warszawa,A,1,3,20,52,48,12,6,6,2,6,4,,,,,7,1,1,2,,,0,5,15,12,,,2.0,3.0,481.0,464.0,398.0,374.0,,,100.0,103.0,79.0,61.0,3.225,2.27,3.325,2022-02-04
201,Bruk-Bet T.,Jagiellonia Białystok,H,2,1,20,39,61,5,14,2,9,3,5,,,,,4,7,2,7,,,8,0,17,18,,,3.0,6.0,287.0,513.0,197.0,428.0,,,88.0,93.0,50.0,75.0,2.555,2.785,3.45,2022-02-04
45,Piast Gliwice,Pogoń Szczecin,A,0,2,20,40,60,11,9,3,3,8,6,,,,,2,4,1,0,,,1,3,7,8,,,0.0,2.0,361.0,570.0,276.0,485.0,,,94.0,123.0,74.0,68.0,3.425,2.28,3.225,2022-02-05
46,Stal Mielec,Górnik Zabrze,A,1,2,20,46,54,11,19,5,8,6,11,,,,,9,4,3,1,,,6,4,7,21,,,2.0,5.0,,,351.0,411.0,,,94.0,119.0,76.0,76.0,3.35,2.255,3.375,2022-02-05
44,Lechia Gdańsk,Śląsk Wrocław,H,2,0,20,47,53,18,8,7,4,11,4,,,,,14,1,2,4,,,4,5,13,16,,,1.0,2.0,424.0,474.0,334.0,380.0,,,107.0,90.0,98.0,54.0,1.905,4.15,3.65,2022-02-05
43,Warta Poznań,Górnik Łęczna,D,1,1,20,53,47,15,3,4,1,11,2,,,,,8,3,3,3,,,0,3,9,15,,,4.0,2.0,,,347.0,318.0,,,98.0,102.0,66.0,30.0,2.16,3.825,3.175,2022-02-06
41,Cracovia,Lech Poznań,D,3,3,20,45,55,7,15,4,8,3,7,,,,,2,5,5,3,,,5,1,15,10,1.0,0.0,4.0,1.0,,,322.0,410.0,,,82.0,88.0,55.0,70.0,4.574999999999998,1.825,3.525,2022-02-06
42,Raków Częstochowa,Wisła Kraków,H,2,0,20,56,44,27,6,11,1,16,5,,,,,5,4,1,1,,,1,9,11,18,,,0.0,2.0,447.0,416.0,351.0,323.0,,,100.0,73.0,77.0,42.0,1.5950000000000002,6.275,3.95,2022-02-06
40,Radomiak Radom,Wisła Płock,D,1,1,20,49,51,17,12,7,5,10,7,,,,,10,9,1,0,,,4,6,15,15,0.0,1.0,1.0,5.0,,,298.0,348.0,,,99.0,90.0,68.0,59.0,2.125,3.625,3.4,2022-02-07
200,Górnik Łęczna,Śląsk Wrocław,D,1,1,21,43,57,12,22,6,8,6,14,,,,,5,10,2,3,,,7,5,7,14,1.0,0.0,5.0,3.0,,,175.0,305.0,,,81.0,100.0,56.0,80.0,3.015,2.5,3.2350000000000003,2022-02-11
39,Cracovia,Lechia Gdańsk,H,2,0,21,44,56,19,10,6,1,13,9,,,,,11,5,4,0,,,1,4,22,15,,,0.0,2.0,,,250.0,313.0,,,,,,,2.85,2.65,3.2,2022-02-11
36,Lech Poznań,Bruk-Bet T.,H,5,0,21,55,45,18,8,11,1,7,7,,,,,10,4,4,1,,,1,6,8,16,,,1.0,1.0,460.0,381.0,381.0,306.0,,,100.0,74.0,71.0,45.0,1.28,11.15,5.925,2022-02-12
37,Radomiak Radom,Raków Częstochowa,A,0,1,21,56,44,12,10,1,4,11,6,,,,,3,4,2,0,,,3,1,19,20,,,3.0,6.0,423.0,347.0,324.0,261.0,,,99.0,90.0,58.0,53.0,3.4,2.255,3.3,2022-02-12
38,Wisła Kraków,Stal Mielec,A,0,1,21,57,43,7,16,0,6,7,10,,,,,3,4,4,4,,,5,0,17,13,,,2.0,2.0,,,465.0,320.0,,,107.0,87.0,74.0,78.0,2.03,3.775,3.55,2022-02-12
34,Pogoń Szczecin,Zagłębie Lubin,H,2,1,21,52,48,17,8,8,3,9,5,,,,,7,4,1,5,,,2,6,11,10,,,1.0,3.0,485.0,428.0,383.0,318.0,,,74.0,79.0,74.0,64.0,1.535,6.6,4.215,2022-02-13
35,Wisła Płock,Piast Gliwice,A,0,2,21,46,54,11,16,5,9,6,7,,,,,7,6,1,0,,,7,5,14,19,,,3.0,2.0,396.0,407.0,300.0,323.0,,,95.0,92.0,64.0,54.0,2.63,2.84,3.25,2022-02-13
33,Legia Warszawa,Warta Poznań,A,0,1,21,57,43,6,8,4,2,2,6,,,,,5,3,0,1,,,1,4,17,17,1.0,0.0,5.0,2.0,,,494.0,353.0,,,143.0,87.0,72.0,39.0,1.685,5.85,3.5,2022-02-13
32,Górnik Zabrze,Jagiellonia Białystok,A,1,2,21,53,47,19,8,10,5,9,3,,,,,7,6,2,4,,,3,9,9,20,,,1.0,1.0,0.0,0.0,411.0,377.0,,,113.0,103.0,77.0,73.0,1.86,4.525,3.635,2022-02-14
31,Stal Mielec,Pogoń Szczecin,A,0,1,22,39,61,5,13,3,7,2,6,,,,,3,10,0,3,,,6,3,13,11,,,1.0,4.0,,,275.0,480.0,,,43.0,62.0,37.0,68.0,5.625,1.6949999999999998,3.525,2022-02-18
199,Zagłębie Lubin,Wisła Płock,H,3,1,22,44,56,16,16,7,6,9,10,,,,,9,9,0,1,,,5,4,15,10,,,2.0,2.0,,,335.0,448.0,,,79.0,84.0,59.0,66.0,2.5,3.04,3.21,2022-02-18
28,Bruk-Bet T.,Legia Warszawa,D,0,0,22,62,38,7,12,2,3,5,9,,,,,6,8,1,1,,,3,2,18,23,0.0,1.0,2.0,7.0,,,428.0,253.0,,,89.0,73.0,69.0,60.0,4.225,1.95,3.45,2022-02-19
29,Śląsk Wrocław,Piast Gliwice,A,1,3,22,59,41,9,7,3,2,6,5,,,,,4,1,3,7,,,0,2,8,12,,,2.0,3.0,,,471.0,328.0,,,127.0,98.0,84.0,50.0,2.76,2.765,3.16,2022-02-19
30,Jagiellonia Białystok,Cracovia,D,0,0,22,52,48,11,17,2,1,9,16,,,,,7,2,3,2,,,1,2,14,10,,,1.0,2.0,445.0,414.0,367.0,340.0,,,129.0,108.0,79.0,56.0,2.77,2.755,3.16,2022-02-19
25,Lechia Gdańsk,Lech Poznań,H,1,0,22,46,54,8,20,2,7,6,13,,,,,5,9,2,4,,,7,1,10,8,,,2.0,0.0,,,316.0,425.0,,,104.0,116.0,61.0,88.0,4.05,1.95,3.575,2022-02-20
26,Górnik Zabrze,Raków Częstochowa,D,1,1,22,44,56,13,14,4,8,9,6,,,,,5,7,2,2,,,7,3,17,6,,,1.0,1.0,,,293.0,415.0,,,79.0,99.0,55.0,72.0,3.075,2.435,3.285,2022-02-20
27,Warta Poznań,Radomiak Radom,H,3,1,22,47,53,12,12,6,5,6,7,,,,,5,3,3,1,,,4,3,20,13,,,1.0,2.0,,,297.0,370.0,,,89.0,90.0,43.0,47.0,3.065,2.55,3.1100000000000003,2022-02-20
24,Wisła Kraków,Górnik Łęczna,D,0,0,22,53,47,14,8,3,1,11,7,,,,,10,7,2,1,,,1,3,13,9,,,1.0,1.0,,,425.0,288.0,,,92.0,106.0,81.0,77.0,1.855,4.35,3.675,2022-02-21
198,Raków Częstochowa,Wisła Płock,H,2,0,23,47,53,17,7,9,1,8,6,,,,,4,4,0,0,,,1,7,23,19,,,3.0,3.0,,,292.0,369.0,,,82.0,70.0,78.0,55.0,1.475,7.325,4.425,2022-02-25
23,Legia Warszawa,Wisła Kraków,H,2,1,23,52,48,17,5,5,1,12,4,,,,,3,0,0,0,,,0,3,19,22,0.0,1.0,1.0,3.0,,,352.0,396.0,,,93.0,95.0,52.0,43.0,1.835,4.3,3.7,2022-02-25
22,Pogoń Szczecin,Lech Poznań,A,0,3,23,44,56,6,7,1,5,5,2,,,,,2,2,0,2,,,2,1,18,13,,,3.0,4.0,,,333.0,426.0,,,70.0,99.0,49.0,57.0,2.815,2.7,3.165,2022-02-26
21,Górnik Łęczna,Stal Mielec,H,2,0,23,43,57,7,18,4,3,3,15,,,,,1,8,1,3,,,3,2,19,13,,,3.0,1.0,,,266.0,479.0,,,59.0,73.0,53.0,91.0,2.655,2.905,3.125,2022-02-26
20,Piast Gliwice,Górnik Zabrze,D,0,0,23,48,52,5,4,2,1,3,3,,,,,4,4,5,3,,,1,2,13,15,,,1.0,1.0,,,354.0,380.0,,,98.0,100.0,80.0,57.0,2.4,3.1500000000000004,3.26,2022-02-26
19,Jagiellonia Białystok,Warta Poznań,D,1,1,23,38,62,3,8,1,3,2,5,,,,,1,2,0,3,,,2,0,16,17,1.0,0.0,2.0,3.0,,,296.0,501.0,,,100.0,145.0,42.0,72.0,2.335,3.475,3.1,2022-02-27
18,Radomiak Radom,Lechia Gdańsk,H,2,0,23,37,63,10,11,6,2,4,9,,,,,1,6,5,1,,,2,4,17,13,,,1.0,0.0,,,178.0,413.0,,,83.0,104.0,37.0,61.0,2.625,2.875,3.215,2022-02-27
17,Śląsk Wrocław,Zagłębie Lubin,D,0,0,23,52,48,19,9,5,1,14,8,,,,,8,4,0,4,,,1,5,7,14,,,0.0,1.0,,,413.0,375.0,,,139.0,104.0,100.0,64.0,2.155,3.625,3.325,2022-02-27
16,Cracovia,Bruk-Bet T.,A,1,2,23,58,42,12,7,3,2,9,5,,,,,5,3,2,0,,,0,2,20,15,,,1.0,4.0,,,419.0,279.0,,,98.0,74.0,74.0,57.0,1.9,4.35,3.525,2022-02-28
197,Stal Mielec,Jagiellonia Białystok,D,1,1,24,60,40,12,11,3,2,9,9,,,,,7,5,1,1,,,1,2,15,21,,,1.0,4.0,,,439.0,277.0,,,58.0,55.0,49.0,38.0,2.8,2.775,3.125,2022-03-04
15,Pogoń Szczecin,Radomiak Radom,H,4,0,24,57,43,14,3,7,0,7,3,,,,,6,4,0,0,,,0,3,11,9,0.0,1.0,1.0,3.0,,,390.0,273.0,,,69.0,53.0,65.0,31.0,1.875,4.775,3.375,2022-03-04
14,Bruk-Bet T.,Warta Poznań,H,1,0,24,53,47,9,9,2,5,4,4,3.0,0.0,,,5,4,1,2,,,5,1,13,19,,,2.0,1.0,392.0,383.0,347.0,312.0,9.0,16.0,89.0,64.0,50.0,55.0,2.74,2.73,3.25,2022-03-05
13,Zagłębie Lubin,Piast Gliwice,D,0,0,24,49,51,8,9,3,3,4,6,1.0,0.0,,,3,7,0,3,,,3,3,15,7,,,1.0,1.0,500.0,472.0,433.0,422.0,12.0,12.0,124.0,114.0,63.0,72.0,2.75,2.71,3.26,2022-03-05
12,Lechia Gdańsk,Wisła Kraków,D,1,1,24,59,41,12,8,3,5,9,3,,,,,9,4,3,4,,,4,2,14,11,,,3.0,1.0,,,441.0,317.0,,,121.0,103.0,66.0,56.0,1.8,4.55,3.775,2022-03-05
9,Lech Poznań,Raków Częstochowa,A,0,1,24,61,39,16,5,2,2,9,1,5.0,2.0,,,5,1,0,3,,,1,2,19,14,,,2.0,4.0,561.0,362.0,462.0,275.0,16.0,18.0,114.0,102.0,61.0,44.0,1.965,4.125,3.45,2022-03-06
11,Wisła Płock,Górnik Łęczna,H,3,1,24,45,55,12,17,8,3,1,8,3.0,6.0,,,6,5,0,2,,,2,5,22,15,1.0,0.0,2.0,2.0,347.0,368.0,253.0,275.0,22.0,14.0,91.0,95.0,48.0,60.0,2.055,4.0,3.305,2022-03-06
